CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
2,0,1,0,1,0,1,13,1,0,1,NO
5,0,2,0,2,0,2,34,1,0,4,NO
6,0,1,0,1,0,1,17,1,0,1,NO
2,0,2,0,2,0,2,23,1,0,3,NO
3,0,1,0,1,0,1,13,1,0,1,NO
7,0,2,0,2,0,2,37,1,0,3,NO
8,0,1,0,1,0,1,16,1,0,1,NO
3,0,2,0,2,0,2,32,1,0,4,NO
4,0,1,0,1,0,1,20,1,0,1,NO
5,0,2,0,2,0,2,34,1,0,3,NO
6,0,1,0,1,0,1,18,1,0,1,NO
3,0,2,0,2,0,2,25,1,0,3,NO
7,0,2,0,2,0,2,37,1,0,3,NO
2,0,2,0,2,0,2,23,1,0,3,NO
3,0,1,0,1,0,1,14,1,0,1,NO
7,0,2,0,2,0,2,39,1,0,3,NO
8,0,1,0,1,0,1,18,1,0,1,NO
2,0,2,0,2,0,2,23,1,0,3,NO
3,0,1,0,1,0,1,14,1,0,1,NO
7,0,2,0,2,0,2,37,1,0,3,NO
8,0,1,0,1,0,1,18,1,0,1,NO
1,0,2,0,2,0,2,10,1,0,3,NO
2,0,1,0,1,0,1,9,1,0,1,NO
4,0,2,0,3,1,2,42,1,0,8,NO
3,0,2,0,2,1,1,25,1,0,2,NO
5,0,2,0,3,1,2,43,1,0,8,NO
9,0,1,0,1,0,1,22,1,0,1,NO
2,0,2,0,2,0,2,27,1,0,4,NO
3,0,1,0,1,0,1,19,1,0,1,NO
4,0,2,0,2,0,2,38,1,0,6,NO
5,0,1,0,1,0,1,19,1,0,1,NO
2,0,2,0,2,0,2,25,1,0,3,NO
3,0,1,0,1,0,1,17,1,0,1,NO
4,0,2,0,2,0,2,38,1,0,6,NO
5,0,1,0,1,0,1,19,1,0,1,NO
2,0,2,0,2,0,2,23,1,0,2,NO
3,0,1,0,1,0,1,18,1,0,1,NO
2,0,3,3,4,0,4,190,1,75,4,NO
3,0,2,0,2,0,2,41,1,0,4,NO
2,2,4,0,6,0,3,98,2,0,20,NO
2,2,3,0,8,0,3,37,3,0,8,NO
0,5,0,0,2,0,2,18,1,0,3,NO
4,0,4,0,6,1,3,59,2,0,10,NO
3,0,2,1,2,1,1,28,1,50,2,NO
5,0,4,0,6,0,3,54,2,0,10,NO
7,0,2,1,2,1,1,37,1,50,2,NO
3,0,3,0,9,0,2,86,3,0,19,NO
3,0,1,1,1,0,1,19,1,0,1,NO
2,0,1,0,9,0,1,6,4,0,1,NO
5,0,1,1,1,0,1,16,1,0,1,NO
2,0,1,0,7,0,1,6,3,0,1,NO
4,0,11,1,13,0,13,154,1,61,30,NO
2,0,1,0,9,0,1,6,4,0,1,NO
5,0,1,1,1,0,1,16,1,0,1,NO
3,2,3,0,7,0,3,97,4,0,20,NO
3,2,3,0,11,0,3,38,4,0,6,NO
2,4,3,0,7,0,3,46,4,0,9,NO
3,4,3,0,11,0,3,19,4,0,3,NO
2,2,1,0,3,0,1,6,2,0,1,NO
2,2,1,0,4,0,1,6,3,0,1,NO
2,4,1,0,4,0,1,5,3,0,1,NO
3,6,3,0,8,0,3,19,3,0,3,NO
2,0,1,0,8,0,1,6,5,0,1,NO
4,0,1,1,1,0,1,19,1,0,1,NO
2,0,1,0,12,0,1,6,5,0,1,NO
8,0,1,1,1,0,1,20,1,0,1,NO
3,1,3,0,7,0,3,87,4,0,17,NO
3,0,1,1,1,0,1,19,1,0,1,NO
2,0,3,0,11,0,3,19,4,0,3,NO
6,0,1,1,1,0,1,17,1,0,1,NO
4,0,3,0,7,0,3,74,4,0,13,NO
4,0,1,1,1,0,1,21,1,0,1,NO
2,0,1,0,9,0,1,6,4,0,1,NO
6,0,1,1,1,0,1,15,1,0,1,NO
2,0,1,0,8,0,1,6,5,0,1,NO
4,0,1,1,1,0,1,19,1,0,1,NO
2,0,1,0,12,0,1,6,5,0,1,NO
8,0,1,1,1,0,1,21,1,0,1,NO
2,0,3,0,7,0,3,33,4,0,6,NO
2,0,1,1,1,0,1,13,1,0,1,NO
2,0,3,0,11,0,3,48,4,0,9,NO
6,0,1,1,1,0,1,19,1,0,1,NO
2,0,1,0,8,0,1,6,5,0,1,NO
3,0,1,1,1,0,1,13,1,0,1,NO
2,0,1,0,12,0,1,6,5,0,1,NO
8,0,1,1,1,0,1,17,1,0,1,NO
2,0,1,0,8,0,1,6,5,0,1,NO
4,0,1,1,1,0,1,19,1,0,1,NO
2,0,3,0,11,0,3,19,4,0,4,NO
6,0,1,1,1,0,1,17,1,0,1,NO
3,0,3,0,10,0,3,26,5,0,5,NO
2,0,1,0,12,0,1,6,5,0,1,NO
2,0,1,0,8,0,1,6,5,0,1,NO
3,0,1,1,1,0,1,13,1,0,1,NO
2,0,1,0,12,0,1,6,5,0,1,NO
8,0,1,1,1,0,1,17,1,0,1,NO
2,0,1,0,8,0,1,6,5,0,1,NO
3,0,1,1,1,0,1,13,1,0,1,NO
2,0,1,0,12,0,1,6,5,0,1,NO
8,0,1,1,1,0,1,17,1,0,1,NO
3,0,3,0,7,0,3,46,4,0,9,NO
3,0,1,1,1,0,1,15,1,0,1,NO
4,0,2,0,2,0,2,40,1,0,5,NO
23,1,17,0,18,1,8,203,2,0,11,NO
13,0,1,0,1,0,1,80,1,0,4,NO
10,0,1,0,1,0,1,45,1,0,1,NO
1,0,3,1,3,0,3,15,1,0,4,NO
2,0,0,0,1,0,1,8,1,0,1,NO
7,2,9,0,9,0,4,99,1,0,22,NO
6,0,4,0,6,1,5,189,1,38,13,NO
3,0,5,0,8,1,7,200,1,31,21,NO
3,0,1,0,12,0,1,6,3,0,1,NO
6,0,2,1,3,0,2,31,1,33,3,NO
5,0,0,0,1,0,1,7,1,0,1,NO
6,0,6,0,11,0,6,151,1,0,20,NO
10,0,2,1,3,0,3,26,1,33,7,NO
7,0,9,2,9,7,2,50,1,38,10,NO
1,0,7,0,7,1,6,34,1,0,7,NO
11,2,18,2,18,1,17,115,1,75,31,NO
3,0,1,0,2,0,1,31,1,0,2,NO
10,0,16,0,19,0,16,214,1,15,39,NO
6,0,9,0,12,0,9,96,1,0,12,NO
1,0,15,5,15,0,15,52,1,80,15,NO
6,0,1,0,9,1,8,60,1,0,11,NO
4,0,3,1,3,0,3,31,1,0,5,NO
5,0,8,1,13,0,8,78,2,12,22,NO
5,2,2,0,11,0,2,17,2,0,4,NO
0,0,1,0,4,0,1,5,2,0,1,NO
1,0,3,1,6,0,3,16,2,33,4,NO
7,0,9,1,9,7,2,74,1,66,21,NO
4,0,9,2,9,1,8,61,1,50,15,NO
2,3,4,0,4,0,4,17,1,0,4,NO
2,0,2,0,2,0,2,24,1,0,3,NO
0,0,1,0,12,0,1,22,2,0,1,NO
0,0,1,0,12,0,1,24,2,0,1,NO
14,0,7,0,7,0,7,207,1,85,9,NO
4,0,0,0,4,0,4,18,1,0,4,NO
1,0,1,0,1,0,1,9,1,0,1,NO
0,0,2,1,2,0,2,23,1,0,5,NO
7,0,4,1,7,0,4,49,1,42,7,NO
1,0,5,2,5,0,5,20,1,40,5,NO
1,0,2,1,2,0,2,10,1,0,2,NO
1,0,10,5,10,0,10,41,1,80,10,NO
2,0,18,9,18,0,18,74,1,88,18,NO
1,0,4,2,4,0,4,18,1,50,4,NO
1,0,12,6,12,0,12,50,1,83,12,NO
1,0,6,3,6,0,6,26,1,66,6,NO
0,0,2,1,2,0,2,10,1,0,2,NO
0,0,10,5,10,0,10,42,1,80,10,NO
0,0,2,1,2,0,2,10,1,0,2,NO
0,0,10,5,10,0,10,42,1,80,10,NO
0,0,4,2,4,0,4,18,1,50,4,NO
0,0,4,2,4,0,4,18,1,50,4,NO
0,0,6,3,6,0,6,26,1,66,6,NO
0,0,10,5,10,0,10,42,1,80,10,NO
0,0,14,7,14,0,14,58,1,85,14,NO
0,0,12,6,12,0,12,50,1,83,12,NO
2,0,1,0,1,0,1,6,1,0,1,NO
0,0,0,0,5,1,4,49,1,0,12,NO
0,0,0,0,3,0,0,2,2,0,0,NO
1,1,3,0,3,0,3,14,1,0,3,NO
2,0,1,0,10,3,6,103,1,0,27,NO
0,4,1,0,1,0,1,6,1,0,1,NO
0,3,3,1,3,0,3,29,1,33,7,NO
0,0,2,1,3,1,1,56,1,33,12,NO
0,0,1,0,1,0,1,6,1,0,1,NO
7,0,1,0,1,0,1,14,1,0,2,NO
1,0,3,1,3,0,2,24,1,33,4,NO
2,0,3,1,3,0,2,24,1,33,4,NO
2,0,3,0,6,3,0,48,2,0,12,NO
8,0,1,0,2,0,2,19,1,0,3,NO
0,0,1,0,1,0,1,10,1,0,2,NO
4,0,1,0,1,0,1,35,1,0,12,NO
5,0,1,0,1,0,1,11,1,0,1,NO
5,0,4,0,4,0,4,21,1,0,5,NO
3,0,7,1,14,1,6,56,3,71,9,NO
2,0,6,1,13,0,6,39,3,16,6,NO
5,0,4,0,4,0,4,21,1,0,5,NO
3,0,7,1,14,1,6,56,3,71,9,NO
4,0,8,1,15,0,8,75,3,12,15,NO
2,0,6,1,13,0,6,39,3,16,6,NO
5,0,4,0,4,0,4,22,1,0,5,NO
3,0,7,1,14,1,6,56,3,71,9,NO
4,0,8,1,15,0,8,75,3,12,15,NO
0,0,3,0,3,0,3,11,2,0,3,NO
0,0,2,0,3,1,2,12,1,66,3,NO
0,0,6,2,6,0,6,21,1,50,6,NO
8,0,3,0,4,0,1,74,1,50,4,NO
5,0,4,0,5,0,5,56,1,0,5,NO
4,0,1,0,2,0,1,36,1,0,2,NO
0,0,1,0,1,0,1,5,2,0,1,NO
0,0,5,0,13,0,5,21,2,0,5,NO
2,0,1,0,1,0,1,13,1,0,1,NO
1,1,8,1,8,1,7,53,1,12,15,NO
4,0,10,0,10,0,10,55,1,0,13,NO
0,0,7,0,7,0,7,23,1,0,7,NO
1,0,1,0,4,1,3,25,1,0,7,NO
2,0,5,0,5,0,5,32,1,0,6,NO
2,0,10,3,10,0,10,40,2,70,10,NO
3,0,1,0,3,1,2,25,1,0,4,NO
2,0,1,0,1,0,0,7,1,0,2,NO
12,0,28,0,28,14,14,410,1,0,44,NO
7,0,10,0,13,1,12,171,1,71,14,NO
5,0,0,0,2,1,1,137,1,33,5,NO
