Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
Public Class,io.seata.core.rpc.processor.server.ServerHeartbeatProcessor,3,0,2,1,2,0,2,18,1,0,4,NO
Public Class,io.seata.core.rpc.processor.server.ServerOnRequestProcessor,11,0,3,2,3,1,2,61,1,33,12,NO
Public Class,io.seata.core.rpc.processor.server.ServerOnResponseProcessor,9,0,3,2,3,1,2,53,1,33,11,NO
Public Class,io.seata.core.rpc.RpcContext,5,0,24,10,24,0,24,137,1,85,38,NO
Public Class,io.seata.core.rpc.RpcContextTest,1,0,12,0,13,0,13,91,1,0,13,NO
Public Class,io.seata.core.rpc.ShutdownHook,3,0,5,2,7,1,6,97,2,78,10,NO
Public Class,io.seata.core.serializer.SerializerClassRegistry,28,0,0,0,3,0,3,67,1,0,4,NO
Public Class,io.seata.core.store.BranchTransactionDO,2,0,23,11,23,0,23,83,1,91,23,NO
Public Class,io.seata.core.store.db.sql.lock.AbstractLockStoreSql,5,5,7,0,7,0,7,53,1,0,7,NO
Public Class,io.seata.core.store.db.sql.lock.H2LockStoreSql,0,0,1,0,8,0,1,8,2,0,1,NO
Public Class,io.seata.core.store.db.sql.lock.LockStoreSqlFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.core.store.db.sql.lock.LockStoreSqlFactoryTest,2,0,5,0,5,0,5,169,1,57,5,NO
Public Class,io.seata.core.store.db.sql.lock.MysqlLockStoreSql,0,0,1,0,8,0,1,8,2,0,1,NO
Public Class,io.seata.core.store.db.sql.lock.OceanbaseLockStoreSql,0,0,1,0,8,0,1,8,2,0,1,NO
Public Class,io.seata.core.store.db.sql.lock.OracleLockStoreSql,0,0,1,0,8,0,1,8,2,0,1,NO
Public Class,io.seata.core.store.db.sql.lock.PostgresqlLockStoreSql,0,0,1,0,8,0,1,8,2,0,1,NO
Public Class,io.seata.core.store.db.sql.log.H2LogStoreSqls,0,0,0,0,21,0,0,2,3,0,0,NO
Public Class,io.seata.core.store.db.sql.log.LogStoreSqlsFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.core.store.db.sql.log.LogStoreSqlsFactoryTest,2,0,5,0,5,0,5,174,1,57,5,NO
Public Class,io.seata.core.store.db.sql.log.MysqlLogStoreSqls,1,2,6,0,21,0,6,52,2,0,6,NO
Public Class,io.seata.core.store.db.sql.log.OceanbaseLogStoreSqls,0,0,0,0,21,0,0,2,3,0,0,NO
Public Class,io.seata.core.store.db.sql.log.OracleLogStoreSqls,1,0,6,0,21,0,6,56,2,0,6,NO
Public Class,io.seata.core.store.db.sql.log.PostgresqlLogStoreSqls,1,0,6,0,21,0,6,52,2,0,6,NO
Public Class,io.seata.core.store.GlobalTransactionDO,1,0,27,11,27,0,27,95,1,91,27,NO
Public Class,io.seata.core.store.LockDO,1,0,16,7,16,0,16,57,1,87,16,NO
Public Class,io.seata.discovery.loadbalance.LoadBalanceFactory,6,0,0,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.loadbalance.LoadBalanceFactoryTest,4,0,4,0,5,0,4,58,1,0,5,NO
Public Class,io.seata.discovery.registry.consul.ConsulRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.consul.ConsulRegistryServiceImpl,6,0,15,4,16,9,6,174,1,85,29,NO
Public Class,io.seata.discovery.registry.consul.ConsulRegistryServiceImplTest,3,0,4,0,4,0,4,29,1,0,4,NO
Public Class,io.seata.discovery.registry.custom.CustomRegistryProvider,6,0,2,1,2,0,2,19,1,0,5,NO
Public Class,io.seata.discovery.registry.custom.CustomRegistryProviderForTest,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.custom.CustomRegistryServiceForTest,1,0,6,0,6,0,6,26,1,0,6,NO
Public Class,io.seata.discovery.registry.custom.CustomRegistryTest,3,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.discovery.registry.etcd.EtcdRegistryProviderTest,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.etcd.EtcdRegistryServiceImplTest,4,0,6,1,8,1,7,105,1,50,11,NO
Public Class,io.seata.discovery.registry.etcd3.EtcdRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.etcd3.EtcdRegistryServiceImpl,8,0,16,6,17,10,6,231,1,86,34,NO
Public Class,io.seata.discovery.registry.eureka.CustomEurekaInstanceConfig,1,0,9,4,9,0,9,50,2,77,13,NO
Public Class,io.seata.discovery.registry.eureka.EurekaRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.eureka.EurekaRegistryServiceImpl,7,0,16,0,17,10,6,179,1,80,39,NO
Public Class,io.seata.discovery.registry.FileRegistryServiceImpl,4,0,7,0,8,1,6,56,1,87,14,NO
Public Class,io.seata.discovery.registry.nacos.NacosRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.nacos.NacosRegistryServiceImpl,4,0,8,0,21,13,7,178,1,95,46,NO
Public Class,io.seata.discovery.registry.redis.RedisRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.redis.RedisRegistryServiceImpl,8,0,11,2,12,5,6,180,1,81,32,NO
Public Class,io.seata.discovery.registry.RegistryFactory,9,0,0,0,2,1,1,29,1,50,6,NO
Public Class,io.seata.discovery.registry.sofa.SofaRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.sofa.SofaRegistryServiceImpl,4,0,11,0,19,12,6,209,1,84,43,NO
Public Class,io.seata.discovery.registry.sofa.SofaRegistryServiceImplTest,1,0,1,0,3,0,3,60,1,33,11,NO
Public Class,io.seata.discovery.registry.zk.ZookeeperRegisterServiceImplTest,3,0,3,1,5,0,5,53,1,50,8,NO
Public Class,io.seata.discovery.registry.zk.ZookeeperRegistryProvider,2,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.discovery.registry.zk.ZookeeperRegistryProviderTest,2,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.integration.dubbo.alibaba.AlibabaDubboTransactionPropagationFilter,4,0,2,0,2,1,1,65,1,0,16,NO
Public Class,io.seata.integration.dubbo.alibaba.AlibabaDubboTransactionPropagationFilterTest,4,0,1,0,1,0,1,33,1,0,4,NO
Public Class,io.seata.integration.dubbo.alibaba.mock.MockInvoker,0,0,7,1,7,0,7,30,1,71,8,NO
Public Class,io.seata.integration.dubbo.ApacheDubboTransactionPropagationFilter,3,0,2,0,2,1,1,62,1,0,15,NO
Public Class,io.seata.integration.dubbo.ApacheDubboTransactionPropagationFilterTest,4,0,1,0,1,0,1,33,1,0,4,NO
Public Class,io.seata.integration.dubbo.mock.MockInvoker,0,0,7,1,7,0,7,30,1,71,8,NO
Public Class,io.seata.integration.grpc.interceptor.GrpcTest,4,0,1,2,1,0,1,39,1,0,1,NO
Public Class,io.seata.integration.grpc.interceptor.server.ServerTransactionInterceptor,2,0,2,0,2,1,1,17,1,0,3,NO
Public Class,io.seata.integration.http.DefaultHttpExecutor,0,0,7,0,20,1,7,65,2,87,18,NO
Public Class,io.seata.integration.http.HttpHandlerExceptionResolver,2,0,1,0,1,0,0,7,2,0,1,NO
Public Class,io.seata.integration.http.MockController,3,0,3,0,3,0,3,19,1,0,3,NO
Public Class,io.seata.integration.http.MockHttpExecuter,5,0,7,1,19,0,1,40,2,85,8,NO
Public Class,io.seata.integration.http.MockHttpServletRequest,2,0,55,1,55,0,55,223,1,96,56,NO
Public Class,io.seata.integration.http.MockRequest,1,0,7,5,7,0,7,49,1,57,10,NO
Public Class,io.seata.integration.http.ServletMapping,0,0,7,3,7,0,7,34,1,67,7,NO
Public Class,io.seata.integration.http.TransactionPropagationIntercepter,2,0,2,0,2,0,2,25,2,0,6,NO
Public Class,io.seata.integration.http.XidResource,2,0,0,0,1,0,1,19,1,0,5,NO
Public Class,io.seata.integration.motan.MotanTransactionFilter,1,0,3,0,3,1,2,46,1,0,12,NO
Public Class,io.seata.integration.motan.XIDServiceImpl,1,0,1,0,1,0,1,6,1,0,1,NO
Public Class,io.seata.integration.sofa.rpc.HelloServiceImpl,1,0,4,2,4,0,4,17,1,50,5,NO
Public Class,io.seata.integration.sofa.rpc.HelloServiceProxy,1,0,3,2,3,0,3,15,1,33,3,NO
Public Class,io.seata.integration.sofa.rpc.TransactionContextConsumerFilter,1,0,2,0,2,1,1,51,2,0,13,NO
Public Class,io.seata.integration.sofa.rpc.TransactionContextFilterTest,4,0,1,0,3,0,3,79,1,0,5,NO
Public Class,io.seata.integration.sofa.rpc.TransactionContextProviderFilter,1,0,2,0,2,1,1,51,2,0,13,NO
Public Class,io.seata.metrics.exporter.ExporterFactory,6,0,0,0,1,0,1,22,1,0,4,NO
Public Class,io.seata.metrics.exporter.prometheus.PrometheusExporter,6,0,6,2,6,1,5,45,2,66,10,NO
Public Class,io.seata.metrics.Id,0,0,8,3,8,0,8,49,1,54,12,NO
Public Class,io.seata.metrics.Measurement,1,0,4,3,4,0,4,19,1,50,4,NO
Public Class,io.seata.metrics.registry.compact.CompactCounter,4,0,7,3,7,0,7,32,1,57,7,NO
Public Class,io.seata.metrics.registry.compact.CompactRegistry,10,0,5,0,5,0,5,29,1,0,11,NO
Public Class,io.seata.metrics.registry.compact.CompactSummary,6,0,8,6,8,0,8,51,1,64,8,NO
Public Class,io.seata.metrics.registry.compact.CompactTimer,6,0,9,7,9,0,9,59,1,69,9,NO
Public Class,io.seata.metrics.registry.compact.SummaryValue,0,0,6,3,6,0,6,32,1,50,8,NO
Public Class,io.seata.metrics.registry.compact.TimerValue,0,0,6,3,6,0,6,32,1,38,9,NO
Public Class,io.seata.metrics.registry.RegistryFactory,7,0,0,0,1,0,1,16,1,0,3,NO
Public Class,io.seata.metrics.SystemClock,0,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.rm.datasource.AsyncWorker,17,0,4,0,4,1,3,125,1,75,24,NO
Public Class,io.seata.rm.datasource.ColumnUtils,6,0,0,0,8,2,6,138,1,0,28,NO
Public Class,io.seata.rm.datasource.ColumnUtilsTest,3,0,3,0,3,0,3,161,1,0,3,NO
Public Class,io.seata.rm.datasource.ConnectionContext,2,0,18,5,18,0,10,87,1,73,24,NO
Public Class,io.seata.rm.datasource.ConnectionProxy,17,2,19,1,74,7,12,192,2,15,43,NO
Public Class,io.seata.rm.datasource.ConnectionProxyTest,12,0,3,2,3,0,3,48,1,0,3,NO
Public Class,io.seata.rm.datasource.DataCompareUtils,9,0,1,0,7,3,4,132,1,0,35,NO
Public Class,io.seata.rm.datasource.DataCompareUtilsTest,6,0,6,0,6,1,5,150,1,0,6,NO
Public Class,io.seata.rm.datasource.DataSourceManager,22,1,12,2,17,0,12,91,2,79,19,NO
Public Class,io.seata.rm.datasource.DataSourceProxy,13,0,12,5,22,3,9,110,2,83,25,NO
Public Class,io.seata.rm.datasource.DataSourceProxyTest,5,0,2,0,2,0,2,32,1,0,2,NO
Public Class,io.seata.rm.datasource.exec.AbstractDMLBaseExecutorTest,18,0,4,3,4,0,4,74,1,8,5,NO
Public Class,io.seata.rm.datasource.exec.BaseTransactionalExecutorTest,8,0,3,0,3,0,3,106,1,0,4,NO
Public Class,io.seata.rm.datasource.exec.BatchInsertExecutorTest,11,0,19,6,19,10,9,441,1,58,20,NO
Public Class,io.seata.rm.datasource.exec.DeleteExecutorTest,7,0,2,0,3,0,3,54,1,16,6,NO
Public Class,io.seata.rm.datasource.exec.ExecuteTemplate,18,0,0,0,2,0,2,60,1,0,12,NO
Public Class,io.seata.rm.datasource.exec.LockConflictException,0,0,2,0,2,0,2,7,2,0,2,NO
Public Class,io.seata.rm.datasource.exec.LockRetryController,6,0,4,2,4,0,2,69,1,50,10,NO
Public Class,io.seata.rm.datasource.exec.LockWaitTimeoutException,0,0,3,0,3,0,3,11,2,0,3,NO
Public Class,io.seata.rm.datasource.exec.MultiExecutorTest,9,0,1,0,2,0,2,112,1,25,11,NO
Public Class,io.seata.rm.datasource.exec.mysql.MySQLInsertExecutor,11,0,5,0,46,0,5,92,4,0,21,NO
Public Class,io.seata.rm.datasource.exec.MySQLInsertExecutorTest,19,0,23,6,23,5,18,484,1,70,29,NO
Public Class,io.seata.rm.datasource.exec.oracle.OracleInsertExecutor,8,0,4,0,45,0,4,41,4,0,9,NO
Public Class,io.seata.rm.datasource.exec.OracleInsertExecutorTest,14,0,8,8,8,4,4,133,1,56,10,NO
Public Class,io.seata.rm.datasource.exec.PlainExecutorTest,5,0,2,1,2,0,2,31,1,0,3,NO
Public Class,io.seata.rm.datasource.exec.postgresql.PostgresqlInsertExecutor,10,0,5,0,46,0,5,53,4,0,11,NO
Public Class,io.seata.rm.datasource.exec.PostgresqlInsertExecutorTest,11,0,5,6,5,3,2,80,1,56,5,NO
Public Class,io.seata.rm.datasource.exec.SelectForUpdateExecutorTest,12,0,1,0,2,0,2,66,1,0,9,NO
Public Class,io.seata.rm.datasource.exec.UpdateExecutorTest,7,0,2,0,3,0,3,59,1,16,6,NO
Public Class,io.seata.rm.datasource.mock.MockBlob,0,0,12,0,12,0,12,46,1,0,12,NO
Public Class,io.seata.rm.datasource.mock.MockClob,0,0,13,0,13,0,13,52,1,0,13,NO
Public Class,io.seata.rm.datasource.mock.MockConnection,2,0,6,1,6,0,6,24,2,66,6,NO
Public Class,io.seata.rm.datasource.mock.MockConnectionProxy,1,0,2,0,76,0,2,9,3,0,2,NO
Public Class,io.seata.rm.datasource.mock.MockDatabaseMetaData,3,0,179,4,179,0,179,772,1,98,179,NO
Public Class,io.seata.rm.datasource.mock.MockDataSource,2,0,9,0,9,0,9,36,1,0,9,NO
Public Class,io.seata.rm.datasource.mock.MockDriver,3,0,16,6,16,0,16,65,2,85,19,NO
Public Class,io.seata.rm.datasource.mock.MockExecuteHandlerImpl,1,0,2,3,2,0,2,17,1,0,2,NO
Public Class,io.seata.rm.datasource.mock.MockLockConflictConnectionProxy,2,0,3,0,77,0,3,14,3,0,3,NO
Public Class,io.seata.rm.datasource.mock.MockParameterMetaData,0,0,12,1,12,0,12,54,1,83,14,NO
Public Class,io.seata.rm.datasource.mock.MockPreparedStatement,3,0,6,2,6,0,6,32,2,66,7,NO
Public Class,io.seata.rm.datasource.mock.MockResultSet,4,0,15,4,15,0,15,100,2,75,24,NO
Public Class,io.seata.rm.datasource.mock.MockResultSetMetaData,2,0,26,1,26,0,26,111,1,84,27,NO
Public Class,io.seata.rm.datasource.PreparedStatementProxy,2,0,5,0,116,0,5,23,4,0,8,NO
Public Class,io.seata.rm.datasource.PreparedStatementProxyTest,11,0,6,0,7,0,7,230,1,69,8,NO
Public Class,io.seata.rm.datasource.sql.druid.oracle.OracleDeleteRecognizerTest,2,0,5,0,5,0,5,124,1,0,7,NO
Public Class,io.seata.rm.datasource.sql.druid.oracle.OracleInsertRecognizerTest,4,0,6,0,6,0,6,70,1,0,8,NO
Public Class,io.seata.rm.datasource.sql.druid.oracle.OracleSelectForUpdateRecognizerTest,3,0,5,0,5,0,5,59,1,0,7,NO
Public Class,io.seata.rm.datasource.sql.druid.oracle.OracleUpdateRecognizerTest,3,0,7,0,7,0,7,93,1,0,11,NO
Public Class,io.seata.rm.datasource.sql.druid.postgresql.PostgresqlDeleteRecognizerTest,5,0,5,0,5,0,5,46,1,0,5,NO
Public Class,io.seata.rm.datasource.sql.druid.postgresql.PostgresqlInsertRecognizerTest,6,0,5,0,5,0,5,60,1,0,7,NO
Public Class,io.seata.rm.datasource.sql.druid.postgresql.PostgresqlSelectForUpdateRecognizerTest,5,0,5,0,5,0,5,40,1,0,5,NO
Public Class,io.seata.rm.datasource.sql.druid.postgresql.PostgresqlUpdateRecognizerTest,7,0,7,0,7,0,7,84,1,0,11,NO
Public Class,io.seata.rm.datasource.sql.serial.SerialArray,0,0,19,4,19,0,19,124,1,68,33,NO
Public Class,io.seata.rm.datasource.sql.SQLVisitorFactory,6,0,0,1,1,0,1,10,1,100,1,NO
Public Class,io.seata.rm.datasource.sql.SQLVisitorFactoryTest,13,0,2,0,2,0,2,102,1,0,19,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.MysqlTableMetaCache,7,0,3,0,7,1,0,105,2,0,15,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.MysqlTableMetaCacheTest,9,0,6,0,6,3,3,113,1,66,9,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.OracleTableMetaCache,6,0,3,0,7,1,0,107,2,0,19,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.OracleTableMetaCacheTest,5,0,1,0,1,0,1,35,1,0,1,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.PostgresqlTableMetaCache,6,0,3,0,7,1,0,111,2,0,20,NO
Public Class,io.seata.rm.datasource.sql.struct.cache.PostgresqlTableMetaCacheTest,5,0,1,0,1,0,1,37,1,0,1,NO
Public Class,io.seata.rm.datasource.sql.struct.ColumnMeta,0,0,41,18,41,0,39,243,1,87,61,NO
Public Class,io.seata.rm.datasource.sql.struct.ColumnMetaTest,1,0,1,0,1,0,1,67,1,0,1,NO
Public Class,io.seata.rm.datasource.sql.struct.Field,1,0,12,4,12,0,12,45,1,70,12,NO
Public Class,io.seata.rm.datasource.sql.struct.IndexMeta,2,0,22,9,22,0,22,117,1,81,32,NO
Public Class,io.seata.rm.datasource.sql.struct.IndexMetaTest,3,0,1,0,1,0,1,44,1,0,1,NO
Public Class,io.seata.rm.datasource.sql.struct.IndexTypeTest,1,0,1,0,1,0,1,9,1,0,2,NO
Public Class,io.seata.rm.datasource.sql.struct.Row,2,0,6,1,6,0,6,33,1,16,10,NO
Public Class,io.seata.rm.datasource.sql.struct.TableMeta,5,1,12,3,12,0,12,95,1,61,27,NO
Public Class,io.seata.rm.datasource.sql.struct.TableMetaCacheFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.rm.datasource.sql.struct.TableMetaCacheFactoryTest,4,0,1,0,1,0,1,13,1,0,2,NO
Public Class,io.seata.rm.datasource.sql.struct.TableMetaTest,5,0,7,2,7,0,7,95,1,85,8,NO
Public Class,io.seata.rm.datasource.sql.struct.TableRecords,8,1,11,3,13,0,13,141,1,74,34,NO
Public Class,io.seata.rm.datasource.sql.struct.TableRecordsTest,9,0,5,0,5,0,5,70,1,60,7,NO
Public Class,io.seata.rm.datasource.SqlGenerateUtils,2,0,1,0,5,1,4,68,1,0,20,NO
Public Class,io.seata.rm.datasource.StatementProxyTest,7,0,27,0,28,0,28,190,1,82,56,NO
Public Class,io.seata.rm.datasource.undo.AbstractUndoExecutorTest,9,0,6,0,13,0,6,145,2,0,9,NO
Public Class,io.seata.rm.datasource.undo.BranchUndoLog,0,0,6,3,6,0,6,24,1,66,6,NO
Public Class,io.seata.rm.datasource.undo.BranchUndoLogTest,9,0,1,0,1,0,1,32,1,0,1,NO
Public Class,io.seata.rm.datasource.undo.h2.keyword.H2KeywordChecker,0,0,0,0,2,0,0,2,2,0,0,NO
Public Class,io.seata.rm.datasource.undo.KeywordCheckerFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.rm.datasource.undo.KeywordCheckerFactoryTest,2,0,1,0,1,0,1,8,1,0,2,NO
Public Class,io.seata.rm.datasource.undo.mysql.keyword.MySQLKeywordChecker,1,1,2,1,2,0,2,286,1,50,4,NO
Public Class,io.seata.rm.datasource.undo.mysql.keyword.MySQLKeywordCheckerTest,14,0,4,0,4,0,4,177,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoDeleteExecutor,7,1,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoDeleteExecutorTest,7,0,2,0,4,0,3,52,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoExecutorHolder,5,0,3,0,3,0,3,14,1,0,3,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoInsertExecutor,7,1,5,0,17,1,1,34,2,0,8,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoInsertExecutorTest,7,0,2,0,4,0,3,52,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoLogManager,4,0,5,0,20,1,1,60,2,0,10,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoLogManagerTest,7,0,8,8,8,0,8,70,1,82,18,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoUpdateExecutor,8,1,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.mysql.MySQLUndoUpdateExecutorTest,7,0,2,0,4,0,3,53,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.oracle.keyword.OracleKeywordChecker,1,0,2,1,3,1,2,149,1,66,9,NO
Public Class,io.seata.rm.datasource.undo.oracle.keyword.OracleKeywordCheckerTest,2,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoDeleteExecutor,7,0,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoDeleteExecutorTest,7,0,3,0,4,1,2,54,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoExecutorHolder,5,0,3,0,3,0,3,14,1,0,3,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoInsertExecutor,7,0,5,0,17,1,1,34,2,0,8,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoInsertExecutorTest,7,0,3,0,4,0,3,54,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoLogManager,4,0,5,0,20,1,1,58,2,0,10,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoUpdateExecutor,8,0,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.oracle.OracleUndoUpdateExecutorTest,7,0,3,0,4,1,2,54,2,0,3,NO
Public Class,io.seata.rm.datasource.undo.parser.FastjsonUndoLogParser,2,0,5,1,5,0,5,26,1,60,5,NO
Public Class,io.seata.rm.datasource.undo.parser.FastjsonUndoLogParserTest,11,0,3,1,15,0,3,59,3,66,3,NO
Public Class,io.seata.rm.datasource.undo.parser.FstSerializerFactory,1,0,3,1,4,0,4,17,1,25,4,NO
Public Class,io.seata.rm.datasource.undo.parser.FstUndoLogParser,2,0,4,1,4,0,4,20,1,25,4,NO
Public Class,io.seata.rm.datasource.undo.parser.FstUndoLogParserTest,3,0,1,1,13,0,1,7,3,0,1,NO
Public Class,io.seata.rm.datasource.undo.parser.JacksonUndoLogParser,8,0,5,8,5,0,5,152,1,75,8,NO
Public Class,io.seata.rm.datasource.undo.parser.JacksonUndoLogParserTest,6,0,2,1,14,0,2,36,3,0,2,NO
Public Class,io.seata.rm.datasource.undo.parser.KryoSerializer,0,0,4,1,4,0,4,21,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.parser.KryoSerializerFactory,5,0,4,1,5,1,4,91,1,60,8,NO
Public Class,io.seata.rm.datasource.undo.parser.KryoUndoLogParser,3,0,4,0,4,0,4,34,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.parser.KryoUndoLogParserTest,3,0,1,1,13,0,1,7,3,0,1,NO
Public Class,io.seata.rm.datasource.undo.parser.ProtostuffUndoLogParser,5,0,5,2,5,0,5,136,1,70,6,NO
Public Class,io.seata.rm.datasource.undo.parser.UndoLogSerializerClassRegistry,1,0,0,0,3,0,3,49,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.postgresql.keyword.PostgresqlKeywordChecker,1,0,2,1,3,1,2,117,1,66,9,NO
Public Class,io.seata.rm.datasource.undo.postgresql.keyword.PostgresqlKeywordCheckerTest,2,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.rm.datasource.undo.postgresql.PostgresqlUndoDeleteExecutor,7,0,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.postgresql.PostgresqlUndoExecutorHolder,5,0,3,0,3,0,3,14,1,0,3,NO
Public Class,io.seata.rm.datasource.undo.postgresql.PostgresqlUndoInsertExecutor,7,0,5,0,17,1,1,33,2,0,8,NO
Public Class,io.seata.rm.datasource.undo.postgresql.PostgresqlUndoLogManager,3,0,5,0,20,1,1,70,2,0,12,NO
Public Class,io.seata.rm.datasource.undo.postgresql.PostgresqlUndoUpdateExecutor,8,0,3,0,15,0,1,27,2,0,6,NO
Public Class,io.seata.rm.datasource.undo.SQLUndoLog,3,0,9,4,9,0,9,39,1,72,11,NO
Public Class,io.seata.rm.datasource.undo.UndoExecutorFactory,6,0,0,0,1,0,1,20,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.UndoExecutorHolderFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.rm.datasource.undo.UndoExecutorTest,11,0,4,0,4,0,4,725,1,0,4,NO
Public Class,io.seata.rm.datasource.undo.UndoLogManagerFactory,3,0,0,0,1,0,1,7,1,0,2,NO
Public Class,io.seata.rm.datasource.undo.UndoLogManagerTest,4,0,3,0,3,0,3,43,1,0,7,NO
Public Class,io.seata.rm.datasource.undo.UndoLogParserFactory,4,0,1,0,3,1,2,15,1,0,4,NO
Public Class,io.seata.rm.datasource.util.JdbcUtils,8,0,1,0,7,1,5,82,1,85,19,NO
Public Class,io.seata.rm.datasource.util.JdbcUtilsTest,2,0,1,0,1,0,1,7,1,0,1,NO
Public Class,io.seata.rm.datasource.util.XAUtils,1,0,0,0,4,1,3,45,1,0,11,NO
Public Class,io.seata.rm.datasource.xa.ConnectionProxyXA,7,0,15,4,67,3,12,154,2,71,35,NO
Public Class,io.seata.rm.datasource.xa.DataSourceProxyXA,5,0,7,0,32,1,4,44,3,0,9,NO
Public Class,io.seata.rm.datasource.xa.DataSourceProxyXANative,4,0,6,1,31,0,4,34,3,50,7,NO
Public Class,io.seata.rm.datasource.xa.ExecuteTemplateXA,2,0,0,0,1,0,1,63,1,0,12,NO
Public Class,io.seata.rm.datasource.xa.PreparedStatementProxyXA,2,0,57,0,102,1,56,228,2,0,60,NO
Public Class,io.seata.rm.datasource.xa.ResourceManagerXA,8,1,5,0,14,1,4,63,3,0,13,NO
Public Class,io.seata.rm.datasource.xa.StatementProxyXA,2,1,45,2,45,0,45,185,1,37,55,NO
Public Class,io.seata.rm.datasource.xa.XABranchXid,0,0,12,4,12,4,6,82,1,62,18,NO
Public Class,io.seata.rm.datasource.xa.XAXidBuilder,2,0,1,0,3,1,2,10,1,0,3,NO
Public Class,io.seata.rm.DefaultResourceManager,8,0,12,0,14,1,12,83,1,71,19,NO
Public Class,io.seata.rm.DefaultRMHandler,12,0,8,0,19,0,5,43,3,77,11,NO
Public Class,io.seata.rm.GlobalLockTemplate,4,0,1,0,1,0,1,22,1,0,4,NO
Public Class,io.seata.rm.RMClient,4,0,0,0,1,0,1,8,1,0,1,NO
Public Class,io.seata.rm.RMHandlerAT,8,0,4,0,14,1,2,59,3,0,13,NO
Public Class,io.seata.rm.RMHandlerXA,3,0,2,0,12,0,1,10,3,0,2,NO
Public Class,io.seata.rm.tcc.api.BusinessActionContext,0,0,13,4,13,0,13,53,1,69,14,NO
Public Class,io.seata.rm.tcc.api.BusinessActivityContext,1,0,8,1,8,0,8,28,1,12,8,NO
Public Class,io.seata.rm.tcc.interceptor.ActionContextUtil,3,0,1,0,3,1,2,46,1,0,10,NO
Public Class,io.seata.rm.tcc.interceptor.ActionInterceptorHandler,10,0,5,0,5,0,1,97,1,0,18,NO
