Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
Class,net.sf.mpxj.asta.TextFileRow,4,0,2,0,18,1,1,77,2,0,14,NO
Public Class,net.sf.mpxj.Availability,1,0,5,2,5,0,5,26,1,30,5,NO
Public Class,net.sf.mpxj.AvailabilityTable,2,0,1,0,1,0,1,25,2,0,4,NO
Public Class,net.sf.mpxj.Column,4,0,13,6,13,0,13,122,1,78,20,NO
Public Abstract Class,net.sf.mpxj.common.AbstractTimephasedWorkNormaliser,6,2,3,0,3,0,1,57,1,0,6,NO
Public Class,net.sf.mpxj.common.AlphanumComparator,0,0,3,0,3,2,1,84,1,0,15,NO
Public Class,net.sf.mpxj.common.AssignmentFieldLists,1,0,0,0,0,0,0,491,1,0,0,NO
Public Class,net.sf.mpxj.common.AutoCloseableHelper,0,0,0,0,1,0,1,16,1,0,3,NO
Public Class,net.sf.mpxj.common.BooleanHelper,0,0,0,0,1,0,1,7,1,0,2,NO
Public Class,net.sf.mpxj.common.ByteArray,1,0,3,1,3,0,3,16,1,0,3,NO
Public Class,net.sf.mpxj.common.ByteArrayHelper,0,0,0,0,4,0,4,107,1,0,16,NO
Public Class,net.sf.mpxj.common.CharsetHelper,0,0,0,0,0,0,0,12,1,0,0,NO
Public Class,net.sf.mpxj.common.DebugLogPrintWriter,0,0,0,0,1,0,1,25,1,0,3,NO
Public Class,net.sf.mpxj.common.DefaultTimephasedCostContainer,2,0,3,4,3,0,3,27,1,25,4,NO
Public Class,net.sf.mpxj.common.DefaultTimephasedWorkContainer,3,0,5,4,5,1,4,42,1,35,7,NO
Public Class,net.sf.mpxj.common.EnumHelper,1,0,0,0,2,0,2,24,1,0,4,NO
Public Class,net.sf.mpxj.common.FileHelper,0,0,0,0,6,0,6,62,1,0,16,NO
Public Class,net.sf.mpxj.common.FixedLengthInputStream,0,0,10,1,10,0,10,75,2,40,18,NO
Public Class,net.sf.mpxj.common.InputStreamTokenizer,0,0,2,1,8,0,1,12,2,0,2,NO
Public Class,net.sf.mpxj.common.MPPConstraintField,1,0,0,0,2,0,2,38,1,0,3,NO
Public Class,net.sf.mpxj.common.MultiDateFormat,0,1,4,1,4,0,3,44,2,25,8,NO
Public Class,net.sf.mpxj.common.NumberHelper,0,0,0,0,13,0,13,111,1,0,29,NO
Public Class,net.sf.mpxj.common.ReaderTokenizer,0,1,2,1,8,0,1,12,2,0,2,NO
Public Class,net.sf.mpxj.common.ResourceFieldLists,1,0,0,0,0,0,0,407,1,0,0,NO
Public Class,net.sf.mpxj.common.RtfHelper,0,0,0,0,3,2,1,34,1,0,6,NO
Public Class,net.sf.mpxj.common.SemVer,0,0,5,1,5,0,5,35,1,60,10,NO
Public Class,net.sf.mpxj.common.SplitTaskFactory,5,0,1,0,1,0,1,75,1,0,10,NO
Public Class,net.sf.mpxj.common.StreamHelper,0,0,0,0,1,0,1,16,1,0,3,NO
Public Abstract Class,net.sf.mpxj.common.Tokenizer,0,2,6,5,6,0,4,130,1,68,18,NO
Public Class,net.sf.mpxj.common.UnmarshalHelper,0,0,0,0,4,0,4,37,1,0,5,NO
Public Class,net.sf.mpxj.conceptdraw.ConceptDrawProjectReader,43,0,17,5,25,15,2,339,3,79,47,NO
Public Class,net.sf.mpxj.conceptdraw.DatatypeConverter,7,0,0,0,28,0,28,238,1,0,35,NO
Public Class,net.sf.mpxj.conceptdraw.schema.ActiveFilter,0,0,8,4,8,0,8,39,1,75,8,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter1,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter10,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter11,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter12,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter13,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter14,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter15,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter16,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter2,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter3,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter4,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter5,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter6,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter7,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter8,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Adapter9,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Callouts,0,0,1,1,1,0,1,61,1,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Document,11,0,28,14,28,0,28,1805,1,92,28,NO
Public Class,net.sf.mpxj.conceptdraw.schema.Hyperlinks,0,0,1,1,1,0,1,12,1,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.ObjectFactory,44,0,45,0,45,0,45,184,1,0,45,NO
Public Class,net.sf.mpxj.conceptdraw.schema.PPVItemsType,0,0,1,1,1,0,1,297,1,0,2,NO
Public Class,net.sf.mpxj.conceptdraw.schema.StyleProject,2,0,4,2,4,0,4,46,1,50,4,NO
Public Class,net.sf.mpxj.conceptdraw.schema.TimeScale,1,0,10,5,10,0,10,48,1,80,10,NO
Public Class,net.sf.mpxj.conceptdraw.schema.ViewProperties,2,0,16,8,16,0,16,125,1,87,16,NO
Public Class,net.sf.mpxj.CostAccount,0,0,10,6,10,0,10,53,1,76,10,NO
Public Class,net.sf.mpxj.CostAccountContainer,2,0,3,0,20,0,3,15,4,0,3,NO
Public Class,net.sf.mpxj.CustomField,4,0,10,7,10,0,10,57,1,75,10,NO
Public Class,net.sf.mpxj.CustomFieldContainer,5,0,9,4,9,0,8,51,1,69,12,NO
Public Class,net.sf.mpxj.CustomFieldLookupTable,0,0,14,7,24,0,14,66,3,85,14,NO
Public Class,net.sf.mpxj.CustomFieldValueMask,1,0,6,4,6,0,6,34,1,50,6,NO
Public Class,net.sf.mpxj.DataLink,1,0,11,5,11,0,11,74,1,72,13,NO
Public Class,net.sf.mpxj.DataLinkContainer,0,0,0,0,10,0,0,3,3,0,0,NO
Public Class,net.sf.mpxj.DateRange,1,0,8,2,8,0,8,53,1,25,10,NO
Public Class,net.sf.mpxj.Duration,3,0,10,2,16,2,14,270,1,50,51,NO
Public Class,net.sf.mpxj.EventManager,6,0,13,1,13,0,13,129,1,7,37,NO
Public Class,net.sf.mpxj.ExpenseCategory,0,0,6,3,6,0,6,32,1,55,6,NO
Public Class,net.sf.mpxj.ExpenseCategoryContainer,2,0,3,0,20,0,3,15,4,0,3,NO
Public Class,net.sf.mpxj.ExpenseItem,4,0,41,20,41,0,41,187,1,94,41,NO
Public Class,net.sf.mpxj.explorer.FileChooserController,1,0,2,1,2,0,2,12,1,0,2,NO
Public Class,net.sf.mpxj.explorer.FileChooserModel,0,0,9,4,9,0,9,43,1,66,9,NO
Public Class,net.sf.mpxj.explorer.FileChooserView,1,0,3,3,3,0,1,49,1,11,6,NO
Public Class,net.sf.mpxj.explorer.FileSaverController,1,0,2,1,2,0,2,12,1,0,2,NO
Public Class,net.sf.mpxj.explorer.FileSaverModel,0,0,11,5,11,0,11,52,1,72,11,NO
Public Class,net.sf.mpxj.explorer.FileSaverView,1,0,3,3,3,0,1,52,1,11,6,NO
Public Class,net.sf.mpxj.explorer.HexDumpController,5,0,4,1,4,0,2,200,1,0,16,NO
Public Class,net.sf.mpxj.explorer.HexDumpModel,0,0,51,25,51,0,51,232,1,94,51,NO
Public Class,net.sf.mpxj.explorer.HexDumpView,3,0,1,0,1,0,1,119,2,0,1,NO
Public Class,net.sf.mpxj.explorer.JLabelledValue,0,0,3,1,3,0,3,26,2,0,3,NO
Public Class,net.sf.mpxj.explorer.JTableExtra,0,0,6,2,6,0,6,65,2,58,7,NO
Public Class,net.sf.mpxj.explorer.JTablePanel,1,0,7,2,7,0,6,83,2,50,7,NO
Public Class,net.sf.mpxj.explorer.MppExplorer,3,0,2,1,3,1,2,63,1,66,3,NO
Public Class,net.sf.mpxj.explorer.MppFilePanel,6,0,1,6,1,0,1,41,2,0,1,NO
Public Class,net.sf.mpxj.explorer.MpxjTreeNode,0,17,4,1,4,0,4,22,2,50,4,NO
Public Class,net.sf.mpxj.explorer.ObjectPropertiesModel,0,0,5,2,5,0,5,25,1,40,5,NO
Public Class,net.sf.mpxj.explorer.ObjectPropertiesPanel,3,0,1,3,1,0,1,15,2,0,1,NO
Public Class,net.sf.mpxj.explorer.ObjectPropertiesView,1,0,1,0,1,0,1,16,2,0,1,NO
Public Class,net.sf.mpxj.explorer.PoiTreeController,2,0,2,1,2,0,2,26,1,0,3,NO
Public Class,net.sf.mpxj.explorer.PoiTreeModel,0,0,11,2,11,2,9,101,1,77,20,NO
Public Class,net.sf.mpxj.explorer.PoiTreeView,1,0,2,0,2,0,2,16,2,0,3,NO
Public Class,net.sf.mpxj.explorer.ProjectExplorer,6,0,2,1,3,1,2,184,1,66,3,NO
Public Class,net.sf.mpxj.explorer.ProjectFilePanel,4,0,2,4,2,0,2,50,2,37,3,NO
Public Class,net.sf.mpxj.explorer.ProjectTreeController,28,0,18,4,19,16,3,355,1,94,36,NO
Public Class,net.sf.mpxj.explorer.ProjectTreeModel,1,0,1,0,1,0,1,7,2,0,1,NO
Public Class,net.sf.mpxj.explorer.ProjectTreeView,1,0,1,0,1,0,1,7,2,0,1,NO
Abstract Class,net.sf.mpxj.fasttrack.AbstractColumn,7,16,9,4,9,1,5,70,1,62,11,NO
Class,net.sf.mpxj.fasttrack.AssignmentColumn,2,0,3,1,12,0,0,45,2,33,7,NO
Class,net.sf.mpxj.fasttrack.BlockHeader,2,0,6,6,6,0,6,61,1,58,7,NO
Class,net.sf.mpxj.fasttrack.BooleanColumn,2,0,3,1,12,0,0,47,2,33,7,NO
Class,net.sf.mpxj.fasttrack.CalendarColumn,2,0,3,0,12,0,0,28,2,0,5,NO
Class,net.sf.mpxj.fasttrack.DateColumn,3,0,3,0,12,0,0,50,2,0,9,NO
Class,net.sf.mpxj.fasttrack.DoubleColumn,1,0,3,0,12,0,0,27,2,0,5,NO
Class,net.sf.mpxj.fasttrack.DurationColumn,2,0,4,1,13,0,1,39,2,50,7,NO
Class,net.sf.mpxj.fasttrack.EnumColumn,3,0,3,1,12,0,0,43,2,33,7,NO
Class,net.sf.mpxj.fasttrack.FastTrackData,25,0,23,11,25,17,6,448,1,88,60,NO
Public Class,net.sf.mpxj.fasttrack.FastTrackReader,19,0,8,3,16,6,2,493,3,37,34,NO
Class,net.sf.mpxj.fasttrack.FastTrackTable,6,0,7,3,7,1,6,51,1,66,9,NO
Class,net.sf.mpxj.fasttrack.FastTrackUtility,3,0,0,0,12,0,12,210,1,0,37,NO
Class,net.sf.mpxj.fasttrack.FixedSizeItemsBlock,1,0,3,2,3,0,3,35,1,33,4,NO
Class,net.sf.mpxj.fasttrack.IdentifierColumn,2,0,3,0,12,0,0,28,2,0,5,NO
Class,net.sf.mpxj.fasttrack.IntegerColumn,2,0,3,0,12,0,0,28,2,0,5,NO
Class,net.sf.mpxj.fasttrack.MapRow,6,0,14,2,14,0,14,102,1,78,22,NO
Class,net.sf.mpxj.fasttrack.NumberColumn,2,0,3,0,12,0,0,28,2,0,5,NO
Class,net.sf.mpxj.fasttrack.PercentColumn,2,0,3,0,12,0,0,31,2,0,5,NO
Class,net.sf.mpxj.fasttrack.RelationColumn,1,0,3,0,12,0,0,23,2,0,4,NO
Class,net.sf.mpxj.fasttrack.ShortColumn,2,0,3,0,12,0,0,28,2,0,5,NO
Class,net.sf.mpxj.fasttrack.StringColumn,1,0,3,0,12,0,0,51,2,0,7,NO
Class,net.sf.mpxj.fasttrack.StringsWithLengthBlock,1,0,3,2,3,0,3,34,1,33,5,NO
Class,net.sf.mpxj.fasttrack.TimeColumn,3,0,3,0,12,0,0,39,2,0,6,NO
Class,net.sf.mpxj.fasttrack.UnexpectedStructureException,0,0,0,0,0,0,0,3,2,0,0,NO
Class,net.sf.mpxj.fasttrack.UnknownColumn,0,0,3,0,12,0,0,15,2,0,3,NO
Public Class,net.sf.mpxj.Filter,3,0,16,7,16,0,16,103,1,82,21,NO
Public Class,net.sf.mpxj.FilterContainer,1,0,6,4,6,0,6,53,1,50,11,NO
Public Class,net.sf.mpxj.ganttdesigner.DatatypeConverter,3,0,0,0,10,0,10,83,1,0,20,NO
Public Class,net.sf.mpxj.ganttdesigner.GanttDesignerReader,25,0,11,3,19,9,2,204,3,69,26,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Adapter1,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Adapter2,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Adapter3,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Adapter4,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Adapter5,2,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.Gantt,22,0,54,27,54,0,54,1707,1,96,54,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.GanttDesignerRemark,0,0,1,1,1,0,1,36,1,0,2,NO
Public Class,net.sf.mpxj.ganttdesigner.schema.ObjectFactory,35,0,36,0,36,0,36,146,1,0,36,NO
Class,net.sf.mpxj.ganttproject.CustomProperty,1,0,3,2,3,0,3,23,1,33,4,NO
Public Class,net.sf.mpxj.ganttproject.DatatypeConverter,0,0,0,0,2,0,2,31,1,0,5,NO
Public Class,net.sf.mpxj.ganttproject.GanttProjectReader,54,0,23,10,31,21,2,572,3,87,89,NO
Public Class,net.sf.mpxj.ganttproject.schema.Adapter1,1,0,2,0,2,0,2,11,2,0,2,NO
Public Class,net.sf.mpxj.ganttproject.schema.Allocation,0,0,12,6,12,0,12,57,1,83,12,NO
Public Class,net.sf.mpxj.ganttproject.schema.Allocations,0,0,1,1,1,0,1,12,1,0,2,NO
Public Class,net.sf.mpxj.ganttproject.schema.Calendars,1,0,5,3,5,0,5,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.Customproperty,0,0,6,3,6,0,6,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.CustomPropertyDefinition,0,0,10,5,10,0,10,48,1,80,10,NO
Public Class,net.sf.mpxj.ganttproject.schema.CustomResourceProperty,0,0,6,3,6,0,6,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.CustomTaskProperty,0,0,6,3,6,0,6,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.Date,0,0,10,5,10,0,10,48,1,80,10,NO
Public Class,net.sf.mpxj.ganttproject.schema.DayType,0,0,4,2,4,0,4,21,1,50,4,NO
Public Class,net.sf.mpxj.ganttproject.schema.DayTypes,2,0,9,5,9,0,9,48,1,80,10,NO
Public Class,net.sf.mpxj.ganttproject.schema.DefaultWeek,0,0,20,10,20,0,20,93,1,90,20,NO
Public Class,net.sf.mpxj.ganttproject.schema.Depend,0,0,10,5,10,0,10,48,1,80,10,NO
Public Class,net.sf.mpxj.ganttproject.schema.Field,0,0,10,5,10,0,10,48,1,80,10,NO
Public Class,net.sf.mpxj.ganttproject.schema.ObjectFactory,26,0,27,0,27,0,27,110,1,0,27,NO
Public Class,net.sf.mpxj.ganttproject.schema.OnlyShowWeekends,0,0,4,2,4,0,4,21,1,50,4,NO
Public Class,net.sf.mpxj.ganttproject.schema.Project,6,0,34,18,34,0,34,165,1,94,36,NO
Public Class,net.sf.mpxj.ganttproject.schema.Rate,0,0,6,3,6,0,6,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.Resource,1,0,13,7,13,0,13,66,1,85,14,NO
Public Class,net.sf.mpxj.ganttproject.schema.Resources,0,0,2,2,2,0,2,21,1,50,4,NO
Public Class,net.sf.mpxj.ganttproject.schema.Role,0,0,6,3,6,0,6,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.Roles,0,0,3,2,3,0,3,21,1,50,4,NO
Public Class,net.sf.mpxj.ganttproject.schema.Task,1,0,27,15,27,0,27,138,1,93,30,NO
Public Class,net.sf.mpxj.ganttproject.schema.Taskproperties,0,0,1,1,1,0,1,12,1,0,2,NO
Public Class,net.sf.mpxj.ganttproject.schema.Taskproperty,0,0,12,6,12,0,12,57,1,83,12,NO
Public Class,net.sf.mpxj.ganttproject.schema.Tasks,1,0,5,3,5,0,5,30,1,66,6,NO
Public Class,net.sf.mpxj.ganttproject.schema.Vacation,1,0,8,4,8,0,8,39,1,75,8,NO
Public Class,net.sf.mpxj.ganttproject.schema.Vacations,1,0,2,1,2,0,2,12,1,0,2,NO
Public Class,net.sf.mpxj.ganttproject.schema.View,0,0,5,3,5,0,5,30,1,66,6,NO
Public Class,net.sf.mpxj.GenericCriteria,9,1,13,7,13,2,11,251,1,73,44,NO
Public Class,net.sf.mpxj.GenericCriteriaPrompt,1,0,4,2,4,0,4,26,1,37,4,NO
Public Class,net.sf.mpxj.GraphicalIndicator,5,0,18,8,18,0,18,166,1,79,30,NO
Public Class,net.sf.mpxj.GraphicalIndicatorCriteria,2,0,5,1,18,0,5,30,2,19,6,NO
Public Class,net.sf.mpxj.Group,1,0,7,4,7,0,7,51,1,57,8,NO
Public Class,net.sf.mpxj.GroupClause,3,0,17,8,17,0,17,96,1,82,17,NO
Public Class,net.sf.mpxj.GroupContainer,1,0,3,1,13,0,1,16,3,0,3,NO
Public Class,net.sf.mpxj.ikvm.MapFileGenerator,0,0,11,1,12,10,2,287,1,83,43,NO
Public Class,net.sf.mpxj.json.JsonStreamWriter,0,0,21,6,21,7,14,201,1,79,39,NO
Public Class,net.sf.mpxj.json.JsonWriter,21,0,28,4,30,23,5,408,2,75,78,NO
Public Class,net.sf.mpxj.junit.assignment.AssignmentAssignmentsTest,9,0,2,1,2,1,1,38,1,50,6,NO
Public Class,net.sf.mpxj.junit.assignment.AssignmentFlagsTest,9,0,3,0,3,2,1,34,1,0,8,NO
Public Class,net.sf.mpxj.junit.assignment.AssignmentTextTest,8,0,3,0,3,2,1,35,1,0,8,NO
Public Class,net.sf.mpxj.junit.assignment.DeletedAssignmentTest,8,0,4,0,4,2,2,36,1,0,5,NO
Public Class,net.sf.mpxj.junit.AvailabilityTableTest,2,0,1,0,1,0,1,22,1,0,1,NO
Public Class,net.sf.mpxj.junit.AvailabilityTest,9,0,10,1,10,3,7,75,1,80,10,NO
Public Class,net.sf.mpxj.junit.calendar.CalendarCalendarsTest,10,0,2,0,2,1,1,30,1,0,5,NO
Public Class,net.sf.mpxj.junit.calendar.InvalidCalendarTest,7,0,1,0,1,0,1,16,1,0,1,NO
Public Class,net.sf.mpxj.junit.calendar.MultiDayExceptionsTest,10,0,2,0,2,1,1,25,1,0,4,NO
Public Class,net.sf.mpxj.junit.calendar.RecurringExceptionsTest,12,0,2,0,2,1,1,330,1,0,4,NO
Public Class,net.sf.mpxj.junit.DateUtilityTest,1,0,2,0,2,0,2,31,1,0,2,NO
Public Class,net.sf.mpxj.junit.DurationTest,11,0,9,0,9,1,8,67,1,0,9,NO
Public Class,net.sf.mpxj.junit.FileUtility,0,0,0,0,1,0,1,37,1,0,6,NO
Public Class,net.sf.mpxj.junit.legacy.BasicTest,29,0,47,0,47,11,36,1200,1,0,71,NO
Public Class,net.sf.mpxj.junit.LocaleDataTest,4,0,1,0,1,0,1,18,1,0,4,NO
Public Class,net.sf.mpxj.junit.LocaleTest,7,0,3,0,3,1,2,32,1,0,4,NO
Public Class,net.sf.mpxj.junit.MppAssignmentTest,15,0,15,0,15,2,13,645,1,0,29,NO
Public Class,net.sf.mpxj.junit.MppAutoFilterTest,10,0,7,0,7,1,6,66,1,0,7,NO
Public Class,net.sf.mpxj.junit.MppBarStyleTest,15,0,18,0,18,6,12,2828,1,0,21,NO
Public Class,net.sf.mpxj.junit.MppBaselineTest,9,0,8,0,8,1,7,144,1,0,8,NO
Public Class,net.sf.mpxj.junit.MppCalendarTest,15,0,15,0,15,2,13,159,1,0,15,NO
Public Class,net.sf.mpxj.junit.MppColumnsTest,7,0,5,0,5,2,3,1673,1,40,7,NO
Public Class,net.sf.mpxj.junit.MppEnterpriseTest,9,0,8,0,8,1,7,68,1,0,8,NO
Public Class,net.sf.mpxj.junit.MppFilterLogicTest,7,0,7,0,7,1,6,43,1,0,7,NO
Public Class,net.sf.mpxj.junit.MppFilterTest,11,0,12,0,12,5,7,265,1,0,12,NO
Public Class,net.sf.mpxj.junit.MppGanttTest,18,0,14,0,14,8,6,202,1,92,15,NO
Public Class,net.sf.mpxj.junit.MppGraphIndTest,11,0,8,0,8,2,6,505,1,0,9,NO
Public Class,net.sf.mpxj.junit.MppGroupTest,12,0,7,0,7,1,6,125,1,0,7,NO
Public Class,net.sf.mpxj.junit.MppNullTaskTest,9,0,9,0,9,1,8,109,1,0,12,NO
Public Class,net.sf.mpxj.junit.MppPasswordTest,5,0,1,0,1,0,1,10,1,0,1,NO
Public Class,net.sf.mpxj.junit.MppProjectPropertiesTest,12,0,8,0,8,1,7,75,1,0,9,NO
Public Class,net.sf.mpxj.junit.MppRecurringTest,12,0,9,0,9,1,8,150,1,0,9,NO
Public Class,net.sf.mpxj.junit.MppResourceFlags,7,0,4,0,4,2,2,108,1,0,5,NO
Public Class,net.sf.mpxj.junit.MppSubprojectTest,9,0,8,0,8,1,7,61,1,0,9,NO
Public Class,net.sf.mpxj.junit.MppTaskFlags,9,0,8,0,8,2,6,226,1,0,10,NO
Public Class,net.sf.mpxj.junit.MppTaskTest,19,0,36,1,36,5,31,559,1,97,38,NO
Public Class,net.sf.mpxj.junit.MppViewStateTest,6,0,7,0,7,1,6,94,1,0,8,NO
Public Class,net.sf.mpxj.junit.MppViewTest,10,0,7,0,7,1,6,74,1,0,11,NO
Public Class,net.sf.mpxj.junit.MppXmlCompare,7,0,11,4,11,10,1,508,1,59,40,NO
Public Class,net.sf.mpxj.junit.MpxjAssert,2,0,1,0,5,1,4,24,1,0,5,NO
Public Class,net.sf.mpxj.junit.MpxjTestData,0,0,0,2,2,0,2,48,1,100,3,NO
Public Class,net.sf.mpxj.junit.MpxjTestSuite,0,0,0,0,0,0,0,3,1,0,0,NO
Public Class,net.sf.mpxj.junit.PlannerCalendarTest,4,0,1,0,1,0,1,8,1,0,1,NO
Public Class,net.sf.mpxj.junit.PlannerResourceTest,4,0,1,0,1,0,1,8,1,0,1,NO
Public Class,net.sf.mpxj.junit.primavera.PrimaveraDatabaseReaderTest,1,0,1,0,1,0,1,16,1,0,1,NO
Public Class,net.sf.mpxj.junit.project.DataLinksTest,6,0,2,0,2,1,1,16,1,0,3,NO
Public Class,net.sf.mpxj.junit.project.DefaultDurationFormatTest,7,0,1,0,1,0,1,9,1,0,1,NO
Public Class,net.sf.mpxj.junit.project.ProjectPropertiesOnlyTest,7,0,2,0,2,1,1,24,1,0,4,NO
Public Class,net.sf.mpxj.junit.project.ProjectPropertiesTest,9,0,2,0,2,1,1,40,1,0,5,NO
Public Class,net.sf.mpxj.junit.project.ProjectValueListsTest,13,0,2,0,2,1,1,66,1,0,4,NO
Public Class,net.sf.mpxj.junit.project.TaskContainerTest,5,0,1,0,1,0,1,27,1,0,1,NO
Public Class,net.sf.mpxj.junit.ProjectCalendarTest,11,0,5,0,5,0,5,390,1,0,5,NO
Public Class,net.sf.mpxj.junit.ProjectWriterUtilityTest,5,0,2,0,2,0,2,36,1,0,4,NO
Public Class,net.sf.mpxj.junit.RecurringDataTest,3,0,2,1,2,1,1,131,1,50,4,NO
Public Class,net.sf.mpxj.junit.resource.MppResourceTypeTest,9,0,5,0,5,2,3,47,1,0,7,NO
Public Class,net.sf.mpxj.junit.resource.ResourceFlagsTest,9,0,3,0,3,2,1,33,1,0,8,NO
Public Class,net.sf.mpxj.junit.resource.ResourceMiscTest,8,0,2,0,2,1,1,35,1,0,4,NO
Public Class,net.sf.mpxj.junit.resource.ResourceNumbersTest,10,0,3,0,3,2,1,35,1,0,9,NO
Public Class,net.sf.mpxj.junit.resource.ResourceTextTest,9,0,3,0,3,2,1,35,1,0,9,NO
Public Class,net.sf.mpxj.junit.resource.ResourceTypeTest,10,0,2,0,2,1,1,45,1,0,5,NO
Public Class,net.sf.mpxj.junit.SemVerTest,1,0,2,0,2,0,2,17,1,0,2,NO
Public Class,net.sf.mpxj.junit.SlackTest,7,0,1,0,1,0,1,112,1,0,1,NO
Public Class,net.sf.mpxj.junit.SplitTaskTest,6,0,3,1,3,1,2,60,1,66,5,NO
Public Class,net.sf.mpxj.junit.task.TaskBaselinesTest,13,0,13,1,13,11,2,440,1,61,38,NO
Public Class,net.sf.mpxj.junit.task.TaskCostsTest,10,0,3,0,3,2,1,35,1,0,9,NO
Public Class,net.sf.mpxj.junit.task.TaskDatesTest,7,0,3,1,3,2,1,49,1,66,8,NO
Public Class,net.sf.mpxj.junit.task.TaskDeletionTest,7,0,3,0,3,1,2,49,1,0,6,NO
Public Class,net.sf.mpxj.junit.task.TaskDurationsTest,13,0,4,0,4,3,1,78,1,0,15,NO
Public Class,net.sf.mpxj.junit.task.TaskFinishesTest,8,0,3,2,3,2,1,52,1,66,10,NO
Public Class,net.sf.mpxj.junit.task.TaskFlagsTest,9,0,3,0,3,2,1,33,1,0,8,NO
Public Class,net.sf.mpxj.junit.task.TaskLinksTest,13,0,3,0,3,2,1,42,1,0,5,NO
Public Class,net.sf.mpxj.junit.task.TaskNumbersTest,10,0,3,0,3,2,1,35,1,0,9,NO
Public Class,net.sf.mpxj.junit.task.TaskOutlineCodesTest,8,0,4,0,4,3,1,51,1,0,12,NO
Public Class,net.sf.mpxj.junit.task.TaskPercentCompleteTest,7,0,3,0,3,2,1,32,1,0,3,NO
Public Class,net.sf.mpxj.junit.task.TaskStartsTest,8,0,3,2,3,2,1,52,1,66,10,NO
Public Class,net.sf.mpxj.junit.task.TaskTextTest,9,0,3,0,3,2,1,35,1,0,9,NO
Public Class,net.sf.mpxj.junit.task.TaskTextValuesTest,7,0,2,0,2,1,1,45,1,0,4,NO
Public Class,net.sf.mpxj.junit.TimephasedSegmentTest,10,0,8,2,8,2,6,937,1,87,10,NO
Public Class,net.sf.mpxj.junit.TimephasedSegmentTest2,9,0,12,2,12,6,6,671,1,75,15,NO
Public Class,net.sf.mpxj.junit.TimephasedTest,11,0,9,1,9,2,7,1033,1,88,10,NO
Public Class,net.sf.mpxj.listener.DefaultProjectListener,5,0,10,0,10,0,10,33,1,0,10,NO
Public Class,net.sf.mpxj.LocaleData_en,0,0,1,0,1,0,1,8,2,0,1,NO
Class,net.sf.mpxj.merlin.MapRow,8,1,18,1,18,1,17,283,1,83,49,NO
