Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
Public Class,com.aelitis.azureus.launcher.MainExecutor,0,0,0,0,1,0,0,21,1,0,1,NO
Public Class,com.aelitis.azureus.plugins.clientid.ClientIDPlugin,5,0,0,0,2,0,1,85,1,50,5,NO
Public Class,com.aelitis.azureus.plugins.dht.DHTPlugin,43,0,41,22,42,0,37,1463,1,93,109,NO
Public Class,com.aelitis.azureus.plugins.dht.DHTPluginOperationAdapter,2,0,5,0,5,0,5,32,1,0,5,NO
Public Class,com.aelitis.azureus.plugins.dht.impl.DHTPluginContactImpl,7,0,18,2,18,0,16,154,1,38,23,NO
Public Class,com.aelitis.azureus.plugins.dht.impl.DHTPluginImpl,52,0,50,17,50,1,43,1115,1,89,117,NO
Public Class,com.aelitis.azureus.plugins.dht.impl.DHTPluginStorageManager,25,0,51,21,57,0,30,1474,1,93,161,NO
Public Class,com.aelitis.azureus.plugins.dht.impl.DHTPluginValueImpl,1,0,6,1,6,0,5,35,1,0,6,NO
Public Class,com.aelitis.azureus.plugins.extseed.ExternalSeedException,0,0,4,1,4,0,4,29,2,50,4,NO
Public Class,com.aelitis.azureus.plugins.extseed.ExternalSeedManualPeer,3,0,4,1,4,0,3,30,1,0,4,NO
Public Class,com.aelitis.azureus.plugins.extseed.ExternalSeedPeer,21,0,76,20,76,0,66,754,1,93,118,YES
Public Class,com.aelitis.azureus.plugins.extseed.ExternalSeedPlugin,26,0,17,7,18,0,14,480,1,83,43,NO
Public Abstract Class,com.aelitis.azureus.plugins.extseed.impl.ExternalSeedReaderImpl,35,2,50,33,50,0,27,1047,1,93,186,NO
Public Class,com.aelitis.azureus.plugins.extseed.impl.ExternalSeedReaderRequest,3,0,16,9,16,0,14,139,1,79,27,NO
Public Class,com.aelitis.azureus.plugins.extseed.impl.getright.ExternalSeedReaderFactoryGetRight,6,0,6,0,6,2,4,116,1,0,23,NO
Public Class,com.aelitis.azureus.plugins.extseed.impl.getright.ExternalSeedReaderGetRight,16,0,14,9,64,1,7,324,2,80,43,NO
Public Class,com.aelitis.azureus.plugins.extseed.impl.webseed.ExternalSeedReaderFactoryWebSeed,6,0,6,0,6,2,4,97,1,0,17,NO
Public Class,com.aelitis.azureus.plugins.extseed.impl.webseed.ExternalSeedReaderWebSeed,7,0,9,4,59,0,5,99,2,72,16,NO
Public Class,com.aelitis.azureus.plugins.extseed.util.ExternalSeedHTTPDownloaderLinear,4,0,8,5,8,0,7,432,1,82,15,NO
Public Class,com.aelitis.azureus.plugins.extseed.util.ExternalSeedHTTPDownloaderRange,9,0,13,6,14,0,14,560,1,82,97,NO
Public Class,com.aelitis.azureus.plugins.I2PHelpers,9,0,0,0,4,0,4,123,1,62,15,NO
Public Class,com.aelitis.azureus.plugins.magnet.MagnetPlugin,53,0,15,8,16,4,9,1342,1,87,140,NO
Public Class,com.aelitis.azureus.plugins.magnet.MagnetPluginException,0,0,1,0,1,0,1,11,2,0,1,NO
Public Class,com.aelitis.azureus.plugins.magnet.MagnetPluginMDDownloader,30,0,5,12,5,2,0,596,1,56,56,NO
Public Class,com.aelitis.azureus.plugins.magnet.swt.MagnetPluginUISWT,4,0,1,0,1,0,1,14,1,0,2,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPlugin,89,0,112,44,113,0,44,3000,1,96,342,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginAdapter,1,3,7,0,7,0,7,39,1,0,7,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginAZ2,18,0,20,4,20,0,9,705,1,81,45,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginBeta,50,0,93,25,93,36,54,4177,1,96,250,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginBuddy,25,0,103,47,103,0,53,2311,1,95,256,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginBuddyMessage,3,0,10,6,10,0,6,76,1,75,11,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginBuddyMessageHandler,12,0,31,10,31,0,7,673,1,82,110,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginException,0,2,2,0,2,0,2,17,2,0,2,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginPasswordException,0,0,2,1,4,0,2,19,3,0,2,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginTimeoutException,0,0,2,1,4,0,0,18,3,0,2,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginUI,1,0,0,0,2,0,2,38,1,0,6,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.BuddyPluginUtils,18,0,0,0,15,1,14,226,1,93,38,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginView,39,0,16,18,16,6,6,1969,1,92,65,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginViewBetaChat,40,0,35,37,39,21,9,3085,1,92,269,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginViewChat,11,0,10,7,10,0,4,290,1,74,21,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginViewInstance,33,0,23,12,23,6,9,1977,1,89,47,YES
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.ChatMDIEntry,7,0,5,5,5,2,2,122,1,64,13,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.ChatView,8,0,6,3,6,4,1,109,1,66,22,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatFavorite,2,0,3,0,12,0,1,34,2,100,5,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatMessageCount,7,0,3,0,3,0,3,51,1,100,13,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatMsgOutstanding,2,0,3,0,12,0,1,30,2,100,4,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatName,4,0,3,0,3,0,3,32,1,100,7,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatStatus,4,0,3,0,3,0,3,33,1,100,7,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.columns.ColumnChatUserCount,4,0,3,0,3,0,3,31,1,100,8,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.swt.SBC_ChatOverview,36,0,23,5,46,2,23,481,3,86,73,NO
Public Class,com.aelitis.azureus.plugins.net.buddy.tracker.BuddyPluginTracker,32,0,50,22,50,0,22,1508,1,94,149,YES
Public Class,com.aelitis.azureus.plugins.net.netstatus.NetStatusPlugin,13,0,7,7,8,0,8,124,1,82,8,NO
Public Class,com.aelitis.azureus.plugins.net.netstatus.NetStatusProtocolTester,28,0,13,8,13,0,6,390,1,80,41,NO
Public Class,com.aelitis.azureus.plugins.net.netstatus.NetStatusProtocolTesterBT,19,0,19,15,19,0,8,666,1,88,35,NO
Public Class,com.aelitis.azureus.plugins.net.netstatus.swt.NetStatusPluginTester,17,0,13,4,13,0,4,548,1,71,73,NO
Public Class,com.aelitis.azureus.plugins.net.netstatus.swt.NetStatusPluginView,16,0,12,9,12,0,2,388,1,84,27,NO
Public Class,com.aelitis.azureus.plugins.removerules.DownloadRemoveRulesPlugin,18,0,10,9,11,0,6,279,1,77,33,NO
Public Class,com.aelitis.azureus.plugins.sharing.hoster.ShareHosterPlugin,35,0,12,9,13,1,10,345,1,77,48,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.always.RunEverythingPlugin,16,0,11,6,12,0,8,260,1,77,30,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.DefaultRankCalculator,18,0,22,25,23,2,20,751,1,88,169,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.DownloadingRankColumnListener,4,0,2,1,2,0,2,39,1,0,7,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.SeedingRankColumnListener,13,0,3,6,3,0,3,96,1,33,26,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.StartStopRulesDefaultPlugin,43,0,23,56,25,11,12,1780,1,92,236,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.StartStopRulesFPListener,1,0,1,0,1,0,1,6,1,0,1,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionDownloading,10,0,7,0,7,1,6,109,1,0,9,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionQueue,9,0,6,0,6,0,6,190,1,0,12,YES
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeeding,8,0,7,0,7,1,6,149,1,0,9,YES
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingAutoStarting,9,0,7,0,7,1,6,146,1,0,10,YES
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingFirstPriority,6,0,6,0,6,0,6,165,1,0,11,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingIgnore,6,0,6,0,6,0,6,104,1,0,6,NO
Public Class,com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.StartStopRulesDefaultPluginSWTUI,9,0,2,0,2,0,2,101,1,0,2,NO
Public Class,com.aelitis.azureus.plugins.tracker.dht.DHTTrackerPlugin,50,0,32,26,33,3,15,2838,1,91,191,NO
Public Class,com.aelitis.azureus.plugins.tracker.dht.DHTTrackerPluginAlt,15,0,7,13,7,4,0,565,1,80,30,NO
Public Class,com.aelitis.azureus.plugins.tracker.local.LocalTrackerPlugin,33,0,18,15,19,0,11,626,1,81,69,NO
Public Class,com.aelitis.azureus.plugins.upnp.UPnPMapping,2,0,14,6,14,0,12,111,1,80,20,NO
Public Class,com.aelitis.azureus.plugins.upnp.UPnPMappingManager,11,0,14,4,15,0,6,364,1,86,42,NO
Public Class,com.aelitis.azureus.plugins.upnp.UPnPPlugin,42,0,37,25,38,0,18,1049,1,90,116,NO
Public Class,com.aelitis.azureus.plugins.upnp.UPnPPluginService,14,0,14,8,14,0,8,379,1,75,48,NO
Public Class,com.aelitis.azureus.ui.common.RememberedDecisionsManager,1,0,0,0,5,0,5,56,1,0,10,NO
Public Abstract Class,com.aelitis.azureus.ui.common.table.impl.CoreTableColumn,1,1,8,0,137,0,8,55,2,0,8,NO
Public Class,com.aelitis.azureus.ui.common.table.impl.DataSourceCallBackUtil,6,0,0,0,1,0,1,94,1,0,10,NO
Public Class,com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,41,1,128,50,129,3,126,1239,1,96,320,NO
Public Class,com.aelitis.azureus.ui.common.table.impl.TableColumnInfoImpl,1,0,6,3,6,0,6,39,1,66,8,NO
Public Class,com.aelitis.azureus.ui.common.table.impl.TableColumnManager,24,0,35,9,37,6,31,614,1,91,127,NO
Public Class,com.aelitis.azureus.ui.common.table.impl.TableRowCoreSorter,1,0,1,0,1,0,1,27,1,0,6,NO
Public Class,com.aelitis.azureus.ui.common.table.TableCountChangeAdapter,1,0,2,0,2,0,2,7,1,0,2,NO
Public Abstract Class,com.aelitis.azureus.ui.common.table.TableGroupRowRunner,1,11,2,0,2,0,2,8,1,0,2,NO
Public Abstract Class,com.aelitis.azureus.ui.common.table.TableGroupRowVisibilityRunner,1,2,1,0,1,0,1,4,1,0,1,NO
Public Abstract Class,com.aelitis.azureus.ui.common.table.TableSelectionAdapter,1,7,6,0,6,0,6,16,1,0,6,NO
Public Class,com.aelitis.azureus.ui.common.table.TableStructureEventDispatcher,4,0,8,2,9,1,8,83,1,66,17,NO
Public Class,com.aelitis.azureus.ui.common.viewtitleinfo.ViewTitleInfoManager,4,0,0,0,3,0,3,22,1,0,6,NO
Public Class,com.aelitis.azureus.ui.console.MakeTorrent,5,0,3,1,6,0,6,137,1,50,30,NO
Public Class,com.aelitis.azureus.ui.Main,0,0,0,0,1,0,1,16,1,0,2,NO
Public Class,com.aelitis.azureus.ui.selectedcontent.DownloadUrlInfo,1,2,12,4,12,1,11,69,1,72,17,NO
Public Class,com.aelitis.azureus.ui.selectedcontent.DownloadUrlInfoContentNetwork,1,0,3,1,15,0,3,15,2,0,3,NO
Public Class,com.aelitis.azureus.ui.selectedcontent.SelectedContent,8,0,16,6,16,0,16,109,1,77,29,NO
Public Class,com.aelitis.azureus.ui.selectedcontent.SelectedContentManager,8,0,0,0,13,2,11,142,1,75,36,NO
Public Class,com.aelitis.azureus.ui.selectedcontent.SelectedContentV3,7,0,25,6,25,0,25,140,1,78,37,NO
Public Class,com.aelitis.azureus.ui.skin.SkinConstants,0,0,0,0,0,0,0,13,1,0,0,NO
Public Class,com.aelitis.azureus.ui.skin.SkinPropertiesImpl,5,1,22,3,22,1,19,276,1,81,74,NO
Public Class,com.aelitis.azureus.ui.swt.browser.BrowserContext,15,0,26,20,35,2,19,665,2,92,54,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.ConfigListener,14,0,3,0,12,0,5,80,2,0,17,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.DisplayListener,43,0,12,1,22,10,5,420,2,80,67,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.DownloadUrlInfoSWT,1,0,4,3,16,0,4,24,2,33,4,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.ExternalLoginCookieListener,2,0,12,2,12,0,12,63,1,70,16,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.ExternalLoginWindow,10,0,6,9,7,0,4,290,1,73,26,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.MetaSearchListener,40,0,8,1,16,1,4,1326,2,77,143,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.TorrentListener,18,0,5,1,14,1,6,97,2,71,16,NO
Public Class,com.aelitis.azureus.ui.swt.browser.listener.VuzeListener,11,0,2,0,9,0,2,66,2,0,12,NO
Public Class,com.aelitis.azureus.ui.swt.browser.msg.MessageDispatcherSWT,9,0,8,4,8,0,8,119,1,68,18,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveDLDate,6,0,3,0,3,0,3,28,1,100,4,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveDLFileCount,4,0,3,0,3,0,3,39,1,100,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveDLName,5,0,4,0,4,0,4,51,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveDLSize,7,0,3,0,3,0,3,48,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveDLTags,4,0,3,0,3,0,3,44,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.archivedls.ColumnArchiveShareRatio,6,0,3,0,3,0,3,47,1,100,7,NO
Public Abstract Class,com.aelitis.azureus.ui.swt.columns.ColumnCheckBox,9,7,9,1,9,0,7,114,1,71,19,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistoryAddDate,6,0,3,0,3,0,3,28,1,100,4,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistoryCompleteDate,6,0,3,0,3,0,3,32,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistoryHash,5,0,3,0,3,0,3,39,1,100,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistoryName,5,0,4,0,4,0,4,51,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistoryRemoveDate,6,0,3,0,3,0,3,28,1,100,4,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistorySaveLocation,5,0,4,0,4,0,4,51,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.dlhistory.ColumnDLHistorySize,5,0,3,0,3,0,3,40,1,100,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.search.ColumnSearchResultSite,6,0,4,0,4,0,4,56,1,75,10,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultActions,23,0,6,3,9,3,5,312,1,83,46,YES
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultAge,7,0,2,0,2,0,2,30,1,0,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultCategory,4,0,3,0,3,0,3,28,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultExisting,6,0,3,0,3,0,3,43,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultHash,5,0,3,0,3,0,3,28,1,100,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultName,4,0,3,0,3,0,3,28,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultRank,4,0,2,0,2,0,2,24,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultRatings,4,0,3,0,3,0,3,29,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultSeedsPeers,4,0,3,0,3,0,3,29,1,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultSize,5,0,2,0,2,0,2,24,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.searchsubs.ColumnSearchSubResultType,6,0,4,0,4,0,4,74,1,55,13,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubResultNew,10,0,5,0,5,0,5,58,1,66,14,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionAutoDownload,5,0,3,0,146,0,3,43,4,66,10,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionCategory,3,0,3,0,146,0,3,36,4,66,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionEnabled,5,0,3,0,146,0,3,44,4,66,10,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionError,4,0,3,0,146,0,3,31,4,66,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionLastChecked,5,0,3,0,161,0,3,47,5,66,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionMaxResults,7,0,3,0,146,0,3,46,4,66,10,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionName,12,0,5,2,148,0,5,65,4,73,14,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNbNewResults,4,0,3,0,146,0,3,42,4,66,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNbResults,4,0,3,0,146,0,3,38,4,66,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNew,6,0,5,1,148,0,5,47,4,66,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionParent,3,0,3,0,146,0,3,31,4,66,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionSubscribers,3,0,3,0,146,0,3,38,4,66,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionTag,6,0,3,0,146,0,3,32,4,66,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagAggregateSR,5,0,3,0,3,0,3,38,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagAggregateSRMax,5,0,3,0,3,0,3,38,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagColor,6,0,4,0,4,0,4,49,1,100,10,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagCopyOnComp,5,0,3,0,3,0,3,37,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagCount,4,0,3,0,3,0,3,31,1,100,6,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagDownLimit,8,0,3,0,3,0,3,39,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagDownRate,6,0,3,0,3,0,3,39,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagDownSession,6,0,3,0,3,0,3,45,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagDownTotal,6,0,3,0,3,0,3,45,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagGroup,4,0,3,0,3,0,3,34,1,100,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagInitialSaveLocation,5,0,3,0,3,0,3,37,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagLimits,6,0,3,0,3,0,3,54,1,100,13,YES
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagMaxSR,5,0,3,0,3,0,3,38,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagMinSR,5,0,3,0,3,0,3,38,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagMoveOnComp,5,0,3,0,3,0,3,37,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagName,4,0,3,0,3,0,3,36,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagProperties,8,0,3,0,3,0,3,94,1,100,21,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagPublic,2,0,3,0,12,0,1,37,2,100,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagRSSFeed,3,0,3,0,12,0,1,33,2,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagType,5,0,3,0,3,0,3,29,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagUpLimit,8,0,3,0,3,0,3,39,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagUploadPriority,4,0,4,0,13,0,2,41,2,100,7,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagUpRate,6,0,3,0,3,0,3,39,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagUpSession,6,0,3,0,3,0,3,45,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagUpTotal,6,0,3,0,3,0,3,45,1,100,9,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagVisible,2,0,3,0,12,0,1,33,2,100,5,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tag.ColumnTagXCode,5,0,3,0,3,0,3,37,1,100,8,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tagdiscovery.ColumnTagDiscoveryAddedOn,6,0,3,0,3,0,3,22,1,100,4,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tagdiscovery.ColumnTagDiscoveryName,4,0,3,0,3,0,3,19,1,100,3,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tagdiscovery.ColumnTagDiscoveryNetwork,4,0,3,0,3,0,3,19,1,100,3,NO
Public Class,com.aelitis.azureus.ui.swt.columns.tagdiscovery.ColumnTagDiscoveryTorrent,5,0,3,0,3,0,3,35,1,100,3,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnControls,5,0,2,2,145,0,2,143,4,50,2,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnProgressETA,36,0,14,12,157,6,8,397,4,85,75,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnStream,16,0,10,0,153,1,9,158,4,85,37,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnThumbAndName,25,0,14,1,157,2,12,515,4,78,97,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnThumbnail,10,0,8,1,151,0,8,130,4,75,24,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnTorrentFileProgress,17,0,3,10,3,0,2,222,1,36,28,NO
Public Class,com.aelitis.azureus.ui.swt.columns.torrent.ColumnUnopened,11,0,5,0,148,0,5,103,4,55,22,NO
Public Class,com.aelitis.azureus.ui.swt.columns.utils.ColumnImageClickArea,8,0,20,15,20,1,19,232,1,86,57,NO
Public Class,com.aelitis.azureus.ui.swt.columns.utils.TableColumnCreatorV3,35,0,0,0,10,3,7,430,1,0,57,NO
Public Class,com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityActions,24,0,6,3,149,1,5,217,4,75,48,NO
Public Class,com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityDate,4,0,3,0,161,0,3,20,5,0,4,NO
Public Class,com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityNew,6,0,5,0,148,0,5,50,4,66,11,NO
Public Class,com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityText,22,0,8,2,151,2,6,175,4,79,36,NO
Public Class,com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityType,4,0,3,0,146,0,3,54,4,66,8,NO
Public Class,com.aelitis.azureus.ui.swt.devices.add.DeviceTemplateChooser,13,0,4,5,4,2,2,105,1,65,11,NO
Public Class,com.aelitis.azureus.ui.swt.devices.add.ManufacturerChooser,11,0,1,3,1,0,1,67,1,33,6,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Completion,11,0,7,3,7,1,6,108,1,78,20,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Name,5,0,4,0,4,0,4,41,1,0,8,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Remaining,5,0,3,0,3,0,3,25,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Status,5,0,3,0,3,0,3,41,1,66,6,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Category,4,0,3,0,3,0,3,29,1,0,6,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Completion,12,0,8,5,8,2,6,133,1,83,25,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_CopiedToDevice,8,0,3,1,3,0,3,44,1,66,8,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Device,5,0,3,0,3,0,3,28,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Duration,5,0,3,0,3,0,3,25,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Name,6,0,5,0,5,0,5,46,1,0,10,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Profile,4,0,3,0,3,0,3,24,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Rank,5,0,3,0,3,0,3,41,1,0,8,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Resolution,4,0,3,0,3,0,3,26,1,0,5,NO
Public Class,com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Status,10,0,3,0,3,0,3,115,1,66,21,NO
