Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,Alter
Public Class,com.logicaldoc.core.util.DbcpConfig,0,0,24,12,24,0,24,85,2,91,24,YES
Public Class,com.logicaldoc.core.util.DocUtil,9,0,0,0,2,0,2,24,1,50,6,NO
Public Class,com.logicaldoc.core.util.GhostUtil,4,0,0,0,2,0,2,98,1,50,10,YES
Public Class,com.logicaldoc.core.util.IconSelector,0,0,0,0,3,0,3,65,1,0,23,YES
Public Class,com.logicaldoc.core.util.UserUtil,2,0,0,0,3,0,3,38,1,0,9,NO
Public Abstract Class,com.logicaldoc.dropbox.AbstractDropBoxTCase,0,0,7,7,7,2,2,96,1,69,16,NO
Public Class,com.logicaldoc.dropbox.Dropbox,0,0,13,5,13,2,11,126,1,80,31,NO
Public Class,com.logicaldoc.dropbox.DropboxDataServlet,6,0,1,0,1,0,0,65,1,0,12,NO
Public Class,com.logicaldoc.dropbox.DropboxPlugin,4,0,1,0,17,0,0,16,1,100,1,NO
Public Class,com.logicaldoc.dropbox.DropboxServiceImpl,23,0,9,0,10,3,5,240,1,30,42,NO
Public Class,com.logicaldoc.dropbox.DropBoxTestBench,1,0,0,0,2,0,2,39,1,0,6,NO
Public Class,com.logicaldoc.dropbox.SessionUtil,4,0,0,0,4,0,4,22,2,0,6,NO
Public Class,com.logicaldoc.gui.common.client.AccessDeniedException,0,0,2,0,4,0,2,9,3,0,2,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIArchive,0,0,31,15,31,0,31,123,2,96,31,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIAttribute,2,0,42,18,43,0,43,246,1,92,63,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIAttributeSet,1,0,17,6,17,0,17,90,1,86,26,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIAutomationRoutine,0,0,10,4,26,0,10,36,3,77,10,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIAutomationTrigger,2,0,11,5,11,0,11,53,1,80,15,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIBarcodeSpec,0,0,9,4,9,0,9,32,1,77,9,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIBarcodeTemplate,2,0,14,7,14,0,14,51,1,85,14,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIBookmark,0,0,8,4,8,0,8,30,2,75,8,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIBranding,0,0,49,21,49,0,49,201,1,94,61,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUICalendarEvent,4,0,49,19,49,0,49,226,1,94,67,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIContact,0,0,24,9,24,0,24,103,1,87,31,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUICriterion,0,0,13,6,13,0,13,46,1,84,13,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIDashlet,0,0,22,10,22,0,22,85,1,89,22,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIDocument,1,1,103,49,119,0,103,391,1,97,111,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIDocumentNote,0,0,30,15,30,0,30,107,1,93,30,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIEmail,3,0,33,16,33,0,33,116,1,93,33,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIEmailAccount,2,0,43,21,43,0,43,157,1,96,43,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIEmailRule,1,0,8,4,8,0,8,34,2,75,8,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIEmailSettings,0,0,16,8,16,0,16,62,1,87,16,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIEvent,0,0,9,4,12,0,12,46,1,81,12,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIExtensibleObject,1,3,16,3,16,0,16,165,1,75,40,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIExternalCall,2,0,12,5,12,0,12,69,1,81,22,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIFolder,2,0,82,32,98,0,82,355,1,97,105,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIGroup,0,0,12,6,12,0,12,47,1,87,12,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIHistory,0,0,30,15,30,0,30,107,1,93,30,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIImportFolder,1,0,54,26,54,0,54,218,1,96,60,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIIncrementalArchive,3,0,16,7,16,0,16,65,2,85,18,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIInfo,8,0,46,20,46,0,46,197,1,95,63,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIKeystore,0,0,34,17,34,0,34,121,1,94,34,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUILDAPServer,1,0,54,26,54,0,54,190,1,96,54,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIMenu,1,0,6,3,6,0,6,23,1,66,6,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIMessage,0,0,22,10,22,0,22,80,1,90,22,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIMessageTemplate,0,0,12,6,12,0,12,44,1,83,12,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIOCRTemplate,3,0,18,7,18,0,18,82,1,85,26,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIParameter,1,0,9,3,9,0,9,37,1,62,10,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIPatch,0,0,21,9,22,0,22,82,1,89,24,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIRating,0,0,14,7,14,0,14,52,1,85,14,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIReport,1,0,27,13,27,0,27,98,1,93,27,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIResult,1,0,8,4,8,0,8,30,1,75,8,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIRetentionPolicy,0,0,22,11,22,0,22,86,1,90,22,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIRight,0,0,46,23,46,0,46,163,1,95,46,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIScheduling,0,0,32,15,32,0,32,112,1,93,32,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIScheme,0,0,13,6,13,0,13,55,1,82,14,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUISearchEngine,0,0,26,13,26,0,26,93,1,92,26,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUISearchOptions,3,0,55,26,55,0,55,204,1,96,58,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUISecuritySettings,1,0,18,9,18,0,18,65,1,88,18,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUISequence,0,0,18,9,18,0,18,65,1,88,18,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUISession,3,0,12,6,12,0,12,44,1,83,12,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIStamp,1,0,47,22,47,0,47,177,1,95,48,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUISyndication,1,0,30,15,30,0,30,107,1,93,30,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUITag,0,0,8,4,8,0,8,30,1,75,8,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUITask,2,0,21,10,21,0,21,86,1,90,23,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUITemplate,1,0,17,6,17,0,17,90,1,86,26,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUITenant,2,0,63,28,63,0,63,252,1,96,74,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUITransition,1,0,14,5,14,0,14,50,1,78,14,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIUser,4,0,100,45,100,0,100,416,1,97,124,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIValue,0,0,6,2,6,0,6,23,1,50,6,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIVersion,0,0,12,6,131,0,12,45,1,83,12,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIVIASettings,1,0,8,4,9,0,9,33,1,77,9,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIWebServiceSettings,0,0,6,3,6,0,6,24,1,66,6,NO
Public Class,com.logicaldoc.gui.common.client.beans.GUIWFState,3,0,55,26,55,0,55,209,1,96,59,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIWorkflow,3,0,31,14,31,0,31,128,3,93,38,YES
Public Class,com.logicaldoc.gui.common.client.beans.GUIZone,1,0,31,14,31,0,31,111,1,92,31,NO
Public Class,com.logicaldoc.gui.common.client.Common,0,0,1,0,2,0,2,9,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.Constants,0,0,0,0,0,0,0,80,1,0,0,NO
Public Class,com.logicaldoc.gui.common.client.CookiesManager,1,0,0,0,11,0,11,103,1,0,25,YES
Public Class,com.logicaldoc.gui.common.client.data.ArchivedDocsDS,0,0,1,0,1,0,1,28,1,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.ArchivesDS,1,0,1,0,1,0,1,24,1,0,4,NO
Public Class,com.logicaldoc.gui.common.client.data.AspectsDS,0,0,1,0,1,0,1,14,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.AttributeOptionsDS,0,0,1,0,1,0,1,19,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.AttributesDS,1,0,1,0,1,0,1,14,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.AttributeSetsDS,0,0,1,0,1,0,1,13,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.AutomationRoutinesDS,0,0,1,0,1,0,1,15,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.AutomationTriggersDS,1,0,1,0,1,0,1,18,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.BarcodeTemplatesDS,0,0,1,0,1,0,1,13,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.BookmarksDS,0,0,1,0,1,0,1,21,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.CalendarEventsDS,0,0,1,0,1,0,1,15,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.ChannelsDS,1,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.CharsetsDS,1,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ChatMessagesDS,0,0,1,0,1,0,1,14,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ComparatorsDS,1,0,2,0,2,0,2,27,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.ContactsDS,2,0,1,0,1,0,1,16,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ConversionFormatsDS,1,0,1,0,1,0,1,10,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.DashletsDS,1,0,1,0,1,0,1,17,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.DeletedDocsDS,0,0,1,0,1,0,1,34,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.DeletedFoldersDS,0,0,1,0,1,0,1,23,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.DiscussionsDS,0,0,1,0,1,0,1,16,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.DocumentAliasesDS,0,0,1,0,1,0,1,17,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.DocumentHistoryDS,1,0,4,0,4,1,3,39,2,0,9,YES
Public Class,com.logicaldoc.gui.common.client.data.DocumentsDS,6,0,7,1,7,2,5,149,2,71,24,YES
Public Class,com.logicaldoc.gui.common.client.data.DropboxDS,1,0,1,0,1,0,1,23,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.DuplicatesDS,0,0,1,0,1,0,1,26,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.EmailAccountsDS,0,0,1,0,1,0,1,12,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.EventsDS,1,0,1,0,1,0,1,13,2,0,1,YES
Public Class,com.logicaldoc.gui.common.client.data.ExtensionAliasesDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.FeedMessagesDS,0,0,1,0,1,0,1,18,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.FolderAliasesDS,0,0,1,0,1,0,1,15,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.FolderHistoryDS,1,0,1,0,1,0,1,15,2,0,1,YES
Public Class,com.logicaldoc.gui.common.client.data.FoldersDS,1,0,1,0,2,0,2,34,2,50,5,NO
Public Class,com.logicaldoc.gui.common.client.data.FolderTemplatesDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.FormatConvertersDS,1,0,2,0,2,0,2,30,2,0,4,NO
Public Class,com.logicaldoc.gui.common.client.data.FormsDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.GarbageDS,0,0,1,0,1,0,1,18,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.GroupsDS,1,0,1,0,1,0,1,13,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ImpexFoldersDS,0,0,1,0,1,0,1,11,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ImportFoldersDS,1,0,1,0,1,0,1,14,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.IncrementalArchivesDS,1,0,1,0,1,0,1,16,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.IndexingQueueDS,3,0,1,0,1,0,1,49,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.LanguagesDS,2,0,1,0,1,0,1,13,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.LDAPServersDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.LinksDS,0,0,1,0,1,0,1,26,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.LockedDocsDS,0,0,1,0,1,0,1,30,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.MenusDS,1,0,1,0,1,0,1,18,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.MessagesDS,0,0,1,0,1,0,1,17,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.NotesDS,0,0,3,0,3,1,2,32,2,0,7,NO
Public Class,com.logicaldoc.gui.common.client.data.OCRTemplatesDS,0,0,1,0,1,0,1,13,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.OnlineUsersDS,0,0,1,0,1,0,1,10,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.ParsersDS,0,0,1,0,2,1,1,22,2,50,3,NO
Public Class,com.logicaldoc.gui.common.client.data.PropertiesDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.RatingsDS,0,0,1,0,1,0,1,13,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.ReportsDS,0,0,1,0,1,0,1,20,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.RetentionPoliciesDS,0,0,1,0,1,0,1,16,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.RightsDS,1,0,1,0,1,0,1,33,2,0,2,YES
Public Class,com.logicaldoc.gui.common.client.data.SavedSearchesDS,1,0,1,0,2,0,2,17,2,50,3,NO
Public Class,com.logicaldoc.gui.common.client.data.SessionsDS,1,0,2,0,2,0,2,22,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.ShareFileDS,1,0,1,0,1,0,1,19,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.SkinsDS,0,0,1,0,1,0,1,13,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.StampsDS,0,0,1,0,1,0,1,15,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.StampUsersDS,0,0,1,0,1,0,1,18,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.StoragesDS,0,0,1,0,1,0,1,13,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.StoragesTypesDS,0,0,1,0,1,0,1,12,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.SubscriptionsDS,0,0,1,0,1,0,1,25,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.SyndicationsDS,0,0,1,0,1,0,1,14,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.TagsDS,0,0,1,0,1,0,1,13,2,0,4,NO
Public Class,com.logicaldoc.gui.common.client.data.TasksDS,1,0,1,0,1,0,1,26,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.TemplatesDS,0,0,1,0,1,0,1,15,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.data.TenantsDS,0,0,1,0,1,0,1,23,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.TicketsDS,0,0,1,0,1,0,1,28,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.TokenFiltersDS,0,0,1,0,1,0,1,12,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.UserHistoryDS,1,0,1,0,1,0,1,15,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.data.UsersDS,0,0,1,0,2,0,2,26,2,0,3,YES
Public Class,com.logicaldoc.gui.common.client.data.VersionsDS,1,0,1,0,1,0,1,26,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.data.WorkflowHistoriesDS,1,0,1,0,1,0,1,30,2,0,5,YES
Public Class,com.logicaldoc.gui.common.client.data.WorkflowsDS,0,0,1,0,1,0,1,14,2,0,3,YES
Public Class,com.logicaldoc.gui.common.client.data.WorkflowTasksDS,0,0,1,0,1,0,1,24,2,0,3,YES
Public Class,com.logicaldoc.gui.common.client.data.WorkflowTriggersDS,1,0,1,0,1,0,1,20,2,0,1,YES
Public Class,com.logicaldoc.gui.common.client.data.ZohoDS,1,0,1,0,1,0,1,23,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.Feature,1,0,0,0,5,0,5,120,2,40,7,YES
Public Class,com.logicaldoc.gui.common.client.formatters.DateCellFormatter,1,0,2,1,2,0,2,12,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.formatters.DaysCellFormatter,1,0,1,0,1,0,1,15,2,0,6,NO
Public Class,com.logicaldoc.gui.common.client.formatters.FileSizeCellFormatter,1,0,3,1,3,0,3,17,2,33,4,NO
Public Class,com.logicaldoc.gui.common.client.formatters.I18NCellFormatter,1,0,1,0,1,0,1,8,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.formatters.UserCellFormatter,0,0,1,0,1,0,1,10,1,0,3,YES
Public Class,com.logicaldoc.gui.common.client.i18n.I18N,2,0,1,0,24,1,23,160,1,86,53,NO
Public Class,com.logicaldoc.gui.common.client.InputValues,1,0,0,0,3,0,3,30,1,0,9,NO
Public Class,com.logicaldoc.gui.common.client.InvalidSessionException,0,0,2,0,4,0,2,9,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.LDRpcRequestBuilder,1,0,1,0,1,0,0,12,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.log.EventPanel,3,0,6,1,7,2,5,77,1,78,12,YES
Public Class,com.logicaldoc.gui.common.client.log.Log,7,0,1,0,8,1,7,58,1,0,19,YES
Public Class,com.logicaldoc.gui.common.client.Menu,1,0,0,0,2,0,2,83,3,0,3,YES
Public Class,com.logicaldoc.gui.common.client.observer.DocumentController,2,0,12,1,13,1,12,99,2,53,33,NO
Public Class,com.logicaldoc.gui.common.client.observer.FolderController,3,0,8,1,9,1,8,64,2,55,21,NO
Public Class,com.logicaldoc.gui.common.client.observer.UserController,2,0,6,1,7,1,6,31,1,57,13,NO
Public Class,com.logicaldoc.gui.common.client.ServerException,0,2,2,0,2,0,2,8,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.Session,19,0,47,8,48,0,48,250,1,93,56,NO
Public Class,com.logicaldoc.gui.common.client.util.AwesomeFactory,4,0,0,0,10,0,10,58,1,0,14,NO
Public Class,com.logicaldoc.gui.common.client.util.Base64Coder,0,0,1,1,7,1,6,91,1,90,21,NO
Public Class,com.logicaldoc.gui.common.client.util.DocumentProtectionManager,4,0,0,0,2,0,2,70,2,50,2,NO
Public Class,com.logicaldoc.gui.common.client.util.DocUtil,9,0,0,0,16,0,16,144,1,0,38,NO
Public Class,com.logicaldoc.gui.common.client.util.ItemFactory,46,0,0,20,110,2,108,1535,1,100,191,YES
Public Class,com.logicaldoc.gui.common.client.util.LD,4,0,0,0,8,0,8,276,1,0,16,YES
Public Class,com.logicaldoc.gui.common.client.util.RequestInfo,0,0,19,9,19,0,11,83,1,88,23,NO
Public Class,com.logicaldoc.gui.common.client.util.Util,12,0,0,0,75,5,70,707,1,98,193,YES
Public Class,com.logicaldoc.gui.common.client.util.WindowUtils,4,0,0,0,23,8,15,78,1,0,8,NO
Public Class,com.logicaldoc.gui.common.client.validators.EmailsValidator,1,0,1,0,1,0,1,7,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.validators.EmailValidator,1,0,1,0,1,0,1,7,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.validators.SimpleTextValidator,1,0,1,0,1,0,1,6,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.VoidCallback,1,0,2,0,2,0,2,8,1,0,2,NO
Public Class,com.logicaldoc.gui.common.client.websockets.EventListener,14,0,6,0,6,1,5,98,2,83,26,YES
Public Class,com.logicaldoc.gui.common.client.websockets.EventMessage,2,0,26,12,26,0,26,93,2,91,26,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ApplicationRestarting,1,0,1,1,3,1,2,39,2,50,4,NO
Public Class,com.logicaldoc.gui.common.client.widgets.automation.AutomationCompletionProvider,0,0,1,0,1,0,1,65,1,0,1,NO
Public Class,com.logicaldoc.gui.common.client.widgets.automation.AutomationEditor,2,0,7,4,7,0,7,59,1,64,9,YES
Public Class,com.logicaldoc.gui.common.client.widgets.automation.AutomationItemEditor,2,0,5,4,5,3,2,93,2,44,8,NO
Public Class,com.logicaldoc.gui.common.client.widgets.automation.HtmlItemEditor,2,0,3,4,5,2,3,70,1,33,8,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ContactingServer,2,0,1,0,2,1,1,34,2,50,3,NO
Public Class,com.logicaldoc.gui.common.client.widgets.DropSpotPopup,8,0,2,0,4,0,4,55,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.widgets.EditingTabSet,1,0,4,3,4,0,4,48,2,25,9,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ExtendedPropertiesPanel,15,0,16,12,16,12,4,488,2,77,95,YES
Public Class,com.logicaldoc.gui.common.client.widgets.FeatureDisabled,3,0,2,0,2,0,2,20,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.widgets.FolderSelector,4,0,8,3,8,0,8,110,2,79,16,NO
Public Class,com.logicaldoc.gui.common.client.widgets.FolderTree,2,0,2,0,2,0,1,23,2,0,3,NO
Public Class,com.logicaldoc.gui.common.client.widgets.HTMLPanel,0,0,1,0,1,0,1,8,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ImageCropper,0,0,13,6,13,0,13,115,2,69,16,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ImageLightbox,3,0,1,0,1,0,1,20,2,0,3,YES
Public Class,com.logicaldoc.gui.common.client.widgets.ImageWithCanvases,2,0,21,4,21,1,20,158,2,73,28,YES
Public Class,com.logicaldoc.gui.common.client.widgets.IncomingMessage,2,0,3,4,3,0,3,49,2,50,7,NO
Public Class,com.logicaldoc.gui.common.client.widgets.InfoPanel,0,0,3,2,3,0,3,24,2,50,5,NO
Public Class,com.logicaldoc.gui.common.client.widgets.MessageLabel,1,0,2,0,2,0,2,25,2,0,6,NO
Public Class,com.logicaldoc.gui.common.client.widgets.PopupMessage,1,0,1,0,1,0,1,21,2,0,1,YES
Public Class,com.logicaldoc.gui.common.client.widgets.preview.MailPreviewPanel,7,0,2,0,2,1,1,157,2,0,23,YES
Public Class,com.logicaldoc.gui.common.client.widgets.preview.PreviewPanel,11,0,9,12,9,7,2,213,2,70,38,NO
Public Class,com.logicaldoc.gui.common.client.widgets.preview.PreviewPopup,5,0,4,5,4,2,2,90,2,60,7,NO
Public Class,com.logicaldoc.gui.common.client.widgets.preview.PreviewTile,3,0,2,2,2,1,1,54,2,25,5,YES
Public Class,com.logicaldoc.gui.common.client.widgets.RefreshableListGrid,0,11,4,0,4,0,4,19,2,0,5,NO
Public Class,com.logicaldoc.gui.common.client.widgets.SessionTimeout,1,0,1,0,2,1,1,31,2,50,3,NO
Public Class,com.logicaldoc.gui.common.client.widgets.ToastNotification,3,0,1,0,2,0,2,40,2,0,2,NO
Public Class,com.logicaldoc.gui.common.client.widgets.UserPickListProperties,1,0,1,0,1,0,1,4,2,0,1,NO
Public Class,com.logicaldoc.gui.common.client.widgets.UserSearchDialog,6,0,4,3,4,0,3,93,2,58,4,NO
Public Class,com.logicaldoc.gui.common.client.widgets.UserSelector,4,0,3,0,3,0,3,55,2,0,6,YES
Public Class,com.logicaldoc.gui.frontend.client.administration.AdminMenu,9,0,1,0,2,1,1,48,2,50,9,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.administration.AdminPanel,1,49,1,3,1,0,1,17,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.administration.AdminScreen,2,0,5,2,6,1,5,37,2,66,9,NO
Public Class,com.logicaldoc.gui.frontend.client.calendar.CalendarEventDialog,13,0,8,6,8,7,1,538,2,66,36,YES
Public Class,com.logicaldoc.gui.frontend.client.calendar.EventsCalendar,2,0,1,0,1,0,1,83,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.calendar.UserCalendarPanel,2,0,4,3,5,1,4,57,2,65,7,NO
Public Class,com.logicaldoc.gui.frontend.client.clipboard.Clipboard,2,0,8,2,9,1,8,61,2,74,15,NO
Public Class,com.logicaldoc.gui.frontend.client.clipboard.ClipboardWindow,3,0,3,1,4,1,3,61,2,62,4,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.chat.ChatController,1,0,4,1,5,1,4,23,2,60,9,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.chat.ChatMessagesPanel,5,0,9,2,9,2,4,102,2,77,13,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.chat.ChatPanel,7,0,3,1,3,0,2,60,2,66,4,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.chat.OnlineUsersPanel,5,0,12,2,12,3,6,137,1,75,20,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.DashboardPanel,10,0,14,8,15,2,13,121,2,85,30,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.ContentDashlet,4,0,3,1,10,1,1,31,2,66,4,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.Dashlet,10,5,6,2,7,0,4,82,2,64,13,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.DashletSelector,2,0,1,1,1,0,1,57,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.DocumentDashlet,8,0,6,3,13,2,2,127,3,83,8,YES
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.DocumentHistoryDashlet,8,0,6,3,13,2,2,180,2,72,13,YES
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.NotesDashlet,8,0,5,2,12,2,2,74,2,70,7,YES
