Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,Alter
Public Class,com.logicaldoc.gui.frontend.client.dashboard.dashlet.TagCloudDashlet,6,0,2,1,9,0,2,41,3,50,5,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.MessageDialog,2,0,3,2,3,2,1,196,3,50,8,YES
Public Class,com.logicaldoc.gui.frontend.client.dashboard.MessagesPanel,7,0,9,3,9,2,6,186,3,77,12,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.MostUsedTagsPortlet,7,0,3,2,3,2,1,64,3,66,4,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.TagCloud,4,0,3,1,3,1,2,39,2,66,5,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.TagsDashboard,4,0,2,3,2,0,2,40,2,50,5,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.TagsPortlet,5,0,2,1,2,1,1,25,2,50,4,NO
Public Class,com.logicaldoc.gui.frontend.client.dashboard.UserDashboard,8,0,3,1,4,0,4,95,2,62,17,NO
Public Class,com.logicaldoc.gui.frontend.client.document.AliasesPanel,4,0,3,2,7,0,2,45,2,50,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.BookmarkDialog,3,0,1,2,1,0,1,63,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.document.BookmarksPanel,7,0,6,1,7,3,4,161,2,57,14,NO
Public Class,com.logicaldoc.gui.frontend.client.document.ComparisonWindow,6,0,2,3,2,1,1,34,3,16,3,NO
Public Class,com.logicaldoc.gui.frontend.client.document.ConversionDialog,13,0,2,2,2,0,2,78,2,25,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DetailsPreviewPanel,2,0,2,1,6,0,1,13,2,50,3,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentCalendarPanel,2,0,3,3,7,0,2,35,2,33,5,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentCheckin,4,0,4,6,4,0,4,99,2,54,6,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentDetailsPanel,30,0,27,42,27,6,15,523,3,92,79,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.document.DocumentDetailTab,5,15,4,4,4,0,4,29,3,62,5,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentExtendedPropertiesPanel,2,0,2,1,6,0,2,15,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentOCRPanel,5,0,3,3,7,0,3,121,2,44,11,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentsListPanel,7,0,6,4,6,0,6,96,2,62,9,YES
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentsMenu,10,0,3,4,3,0,3,72,3,75,12,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentsPanel,23,0,39,11,40,2,35,307,3,90,66,YES
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentsPreviewPanel,5,1,4,4,4,0,3,52,2,62,10,YES
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentSubscriptionsPanel,5,0,5,2,9,2,1,167,2,50,8,YES
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentsUploader,11,0,6,8,6,1,5,156,2,70,9,NO
Public Class,com.logicaldoc.gui.frontend.client.document.DocumentToolbar,16,0,9,25,10,2,7,562,2,81,59,YES
Public Class,com.logicaldoc.gui.frontend.client.document.DownloadTicketDialog,6,0,3,3,3,1,2,106,3,33,8,NO
Public Class,com.logicaldoc.gui.frontend.client.document.EmailDialog,9,0,7,5,7,6,1,354,2,68,16,YES
Public Class,com.logicaldoc.gui.frontend.client.document.form.AddForm,9,0,2,2,2,0,2,59,2,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.form.FillForm,8,0,2,1,2,0,2,50,2,0,3,NO
Public Class,com.logicaldoc.gui.frontend.client.document.grid.ContextMenu,13,0,4,0,4,3,1,811,2,0,24,YES
Public Class,com.logicaldoc.gui.frontend.client.document.grid.Cursor,3,0,13,4,13,1,12,101,2,69,24,YES
Public Class,com.logicaldoc.gui.frontend.client.document.grid.DocumentsListGrid,17,2,49,3,53,3,40,744,2,93,105,YES
Public Class,com.logicaldoc.gui.frontend.client.document.grid.DocumentsTileGrid,7,0,41,3,41,1,37,346,2,91,57,YES
Public Class,com.logicaldoc.gui.frontend.client.document.grid.GridUtil,6,0,0,0,5,0,5,142,2,0,33,YES
Public Class,com.logicaldoc.gui.frontend.client.document.grid.NavigatorDocumentsGrid,4,0,1,0,54,0,1,99,3,0,21,YES
Public Class,com.logicaldoc.gui.frontend.client.document.HistoryPanel,5,0,2,0,6,0,1,70,2,0,3,YES
Public Class,com.logicaldoc.gui.frontend.client.document.LinksPanel,12,0,6,1,10,0,1,231,1,66,11,NO
Public Class,com.logicaldoc.gui.frontend.client.document.MetadataDiff,10,0,2,0,2,1,1,183,4,0,28,NO
Public Class,com.logicaldoc.gui.frontend.client.document.note.AnnotationCanvas,7,0,5,3,5,2,2,81,3,40,7,YES
Public Class,com.logicaldoc.gui.frontend.client.document.note.AnnotationEditor,5,1,2,5,2,0,1,67,3,9,4,YES
Public Class,com.logicaldoc.gui.frontend.client.document.note.AnnotationsWindow,11,0,10,8,10,7,3,197,2,73,19,YES
Public Class,com.logicaldoc.gui.frontend.client.document.note.NotesPanel,7,0,4,4,8,1,2,163,2,62,11,YES
Public Class,com.logicaldoc.gui.frontend.client.document.note.NoteUpdateDialog,5,0,2,6,2,1,1,54,2,16,3,YES
Public Class,com.logicaldoc.gui.frontend.client.document.note.VersionNotesWindow,4,0,1,0,1,0,1,71,2,0,2,YES
Public Class,com.logicaldoc.gui.frontend.client.document.PublishingPanel,2,0,3,2,7,1,2,87,2,50,10,NO
Public Class,com.logicaldoc.gui.frontend.client.document.RatingDialog,8,0,2,2,2,1,1,175,3,25,3,NO
Public Class,com.logicaldoc.gui.frontend.client.document.ReplaceVersionFile,6,0,4,6,4,0,4,80,2,50,6,NO
Public Class,com.logicaldoc.gui.frontend.client.document.SendToArchiveDialog,6,0,2,1,2,0,2,58,2,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.signature.SignatureDialog,7,0,2,4,2,1,1,84,3,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.signature.SignaturePanel,12,0,3,2,7,1,1,103,2,50,5,NO
Public Class,com.logicaldoc.gui.frontend.client.document.signature.VisualPositioningSignatureDialog,10,0,5,6,5,3,2,138,2,60,9,NO
Public Class,com.logicaldoc.gui.frontend.client.document.split.SplitDialog,3,0,1,1,1,0,1,94,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.document.stamp.StampDialog,9,0,2,3,2,0,2,75,2,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.document.stamp.VisualPositioningStampDialog,12,0,5,9,5,3,2,205,3,60,10,NO
Public Class,com.logicaldoc.gui.frontend.client.document.StandardPropertiesPanel,10,0,4,7,8,2,2,197,2,57,22,YES
Public Class,com.logicaldoc.gui.frontend.client.document.TrashPanel,13,0,6,1,7,3,4,177,2,71,10,NO
Public Class,com.logicaldoc.gui.frontend.client.document.update.UpdateDialog,4,0,5,4,5,0,5,152,2,75,10,NO
Public Class,com.logicaldoc.gui.frontend.client.document.update.UpdateNotificationPanel,2,0,4,6,8,2,2,50,2,54,7,YES
Public Class,com.logicaldoc.gui.frontend.client.document.update.UpdatePanel,14,0,6,17,6,0,3,158,3,61,25,NO
Public Class,com.logicaldoc.gui.frontend.client.document.update.UpdateStandardPropertiesPanel,6,0,4,6,8,2,2,103,2,54,10,YES
Public Class,com.logicaldoc.gui.frontend.client.document.VersionsPanel,9,0,5,1,9,1,1,264,2,60,10,NO
Public Class,com.logicaldoc.gui.frontend.client.document.WorkflowDialog,5,0,2,3,2,0,2,49,3,0,3,NO
Public Class,com.logicaldoc.gui.frontend.client.dropbox.DropboxAuthorizationWizard,9,0,2,3,2,0,2,68,2,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.dropbox.DropboxDialog,8,0,3,2,3,2,1,109,3,33,8,NO
Public Class,com.logicaldoc.gui.frontend.client.dropbox.DropboxTree,2,0,2,0,2,0,1,37,3,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.AliasesPanel,4,0,3,2,6,0,2,41,2,50,4,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.ApplyTemplateDialog,5,0,1,0,1,0,1,56,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.AutomationDialog,7,0,4,5,4,3,1,121,2,70,7,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.AutomationTriggerDialog,8,0,2,5,2,1,1,123,2,19,7,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.CopyDialog,4,0,1,0,1,0,1,90,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.CreateAliasDialog,2,0,1,0,1,0,1,37,3,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.CreateDialog,8,0,2,1,2,1,1,85,2,0,5,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderAutomationPanel,8,0,7,2,10,3,2,193,2,50,14,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderCursor,8,0,18,4,19,5,14,147,2,78,27,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderDetailsPanel,23,0,19,30,19,4,11,368,3,89,66,YES
Public Abstract Class,com.logicaldoc.gui.frontend.client.folder.FolderDetailTab,1,10,3,2,3,0,3,15,3,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderExtendedPropertiesPanel,4,0,2,2,5,0,2,50,2,0,5,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderInterfacePanel,3,0,3,3,6,1,1,128,2,55,10,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderNavigator,29,0,47,5,48,15,25,1126,3,97,111,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderNavigatorPanel,9,0,6,4,7,1,6,69,1,77,8,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderOCRPanel,5,0,3,2,6,0,3,87,3,50,8,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderPagination,0,0,11,4,11,0,11,42,2,63,11,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderQuotaPanel,6,0,3,4,6,1,1,84,2,41,15,YES
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderSearchDialog,7,0,4,4,4,0,3,88,3,62,4,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.folder.FolderSearchForm,16,2,7,4,7,1,4,233,3,58,38,YES
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderSecurityPanel,11,0,8,4,11,2,4,391,3,78,20,YES
Public Class,com.logicaldoc.gui.frontend.client.folder.FolderSubscriptionsPanel,5,0,5,2,8,2,1,186,2,50,8,YES
Public Class,com.logicaldoc.gui.frontend.client.folder.HistoryPanel,5,0,2,0,5,0,1,55,3,0,3,YES
Public Class,com.logicaldoc.gui.frontend.client.folder.InheritRightsDialog,3,0,1,0,1,0,1,61,1,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.MoveDialog,2,0,1,0,1,0,1,51,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.RestoreDialog,2,0,1,1,1,0,1,68,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.folder.StandardPropertiesPanel,9,0,4,5,7,2,1,231,2,50,26,YES
Public Class,com.logicaldoc.gui.frontend.client.Frontend,14,0,9,1,15,1,13,105,2,81,14,NO
Public Class,com.logicaldoc.gui.frontend.client.gdrive.GDriveCheckin,8,0,2,2,2,0,2,56,2,25,3,NO
Public Class,com.logicaldoc.gui.frontend.client.gdrive.GDriveCreate,6,0,2,2,2,0,2,75,2,25,3,YES
Public Class,com.logicaldoc.gui.frontend.client.gdrive.GDriveEditor,4,0,2,3,2,1,1,161,2,16,4,YES
Public Class,com.logicaldoc.gui.frontend.client.gdrive.GDriveImport,4,0,1,1,1,0,1,132,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.gdrive.GDriveSettings,5,0,2,1,2,0,2,57,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.gdrive.SearchBox,1,1,2,0,2,0,1,32,3,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ArchiveDetailsPanel,3,0,2,6,2,1,1,38,2,16,4,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ArchiveDialog,5,0,1,2,1,0,1,64,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ExportArchivesList,16,0,13,5,13,0,7,262,3,70,22,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ExportArchivesPanel,6,0,2,0,3,0,2,16,2,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ImportArchiveFoldersList,6,0,4,2,4,1,3,121,2,50,4,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ImportArchivesList,11,0,6,3,6,2,4,159,2,55,8,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ImportArchivesPanel,3,0,3,0,4,0,3,15,2,0,3,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ImportDetailsPanel,8,0,6,5,6,1,5,83,2,60,9,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.ImportSettingsPanel,2,0,2,3,2,0,2,34,2,16,5,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.IncrementalArchivesList,9,0,9,4,9,1,6,180,2,52,14,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.IncrementalDetailsPanel,9,0,7,6,7,0,6,129,2,66,11,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.IncrementalSettingsPanel,6,0,2,7,2,0,2,57,3,28,6,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.archives.VersionsPanel,7,0,4,5,4,2,2,136,3,65,7,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.converters.ConverterAssociationsDialog,3,0,3,4,3,1,1,85,3,33,9,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.converters.ExtensionAliasesDialog,2,0,2,1,2,1,1,52,2,50,2,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.converters.FormatConvertersPanel,8,0,7,2,9,7,1,352,2,56,20,YES
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountAdvancedProperties,3,0,3,2,6,1,1,76,3,33,6,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountAutomationPanel,2,0,3,2,6,0,2,42,3,33,6,YES
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountDetailsPanel,11,0,7,11,7,2,5,149,3,67,20,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountDetailsTab,1,4,3,2,3,0,3,16,3,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountFiltersPanel,5,0,4,1,7,1,2,202,2,50,10,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountsPanel,8,0,6,3,7,1,5,241,2,55,10,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.email.EmailAccountStandardProperties,4,0,3,3,6,1,1,88,3,22,9,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.folders.ImportFolderAdvancedProperties,4,0,3,2,6,1,1,144,3,33,13,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.folders.ImportFolderDetailsPanel,9,0,7,7,7,2,5,116,2,65,14,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.impex.folders.ImportFolderDetailsTab,1,2,3,2,3,0,3,15,2,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.folders.ImportFoldersPanel,9,0,7,3,8,1,6,258,3,47,16,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.folders.ImportFolderStandardProperties,5,0,4,3,7,2,1,118,3,33,11,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.ImpexMenu,4,0,1,0,1,0,1,104,2,0,13,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.syndication.SyndicationDetailsPanel,8,0,7,5,7,2,5,97,2,62,11,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.impex.syndication.SyndicationDetailsTab,1,1,3,2,3,0,3,14,2,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.syndication.SyndicationsPanel,8,0,7,3,8,1,6,250,2,47,11,NO
Public Class,com.logicaldoc.gui.frontend.client.impex.syndication.SyndicationStandardProperties,4,0,3,3,6,1,1,119,3,22,11,NO
Public Class,com.logicaldoc.gui.frontend.client.menu.AboutDialog,5,0,1,0,1,0,1,75,3,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.menu.MainMenu,22,0,36,3,37,17,17,918,3,93,67,YES
Public Class,com.logicaldoc.gui.frontend.client.menu.Registration,2,0,2,1,2,0,2,59,2,50,2,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.barcode.BarcodeQueuePanel,8,0,5,3,5,1,4,214,2,53,5,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.barcode.BarcodesPanel,3,0,2,0,3,0,2,11,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.barcode.BarcodeTemplateSettings,8,0,3,5,3,1,2,83,3,40,6,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.barcode.BarcodeTemplatesPanel,8,0,8,12,8,4,4,300,2,79,18,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.CustomIdPanel,7,0,7,3,8,5,2,263,3,76,14,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.FolderTemplatesPanel,5,0,4,1,5,2,1,121,2,50,9,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.form.FormCreate,9,0,2,3,2,0,2,61,2,33,5,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.form.FormDetailsPanel,10,0,6,6,6,1,5,121,3,69,11,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.form.FormEditor,3,0,2,3,2,1,1,47,2,16,2,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.form.FormsPanel,7,0,8,3,9,2,6,174,2,50,11,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.MetadataMenu,3,0,1,0,1,0,1,186,3,0,21,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.RetentionPoliciesPanel,9,0,7,3,8,1,6,268,2,47,13,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.RetentionPolicyDetailsPanel,10,0,7,6,7,1,6,128,2,71,11,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.stamp.StampDetailsPanel,10,0,7,10,8,1,5,317,2,76,26,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.stamp.StampsPanel,8,0,7,3,8,1,6,222,2,47,11,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.stamp.StampUploader,5,0,2,6,2,0,2,84,2,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.stamp.StampUsersPanel,6,0,3,2,3,1,2,127,2,33,4,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.tag.TagsPanel,6,0,2,1,3,0,2,23,1,0,4,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.tag.TagsPreset,3,0,3,2,3,2,1,104,2,66,4,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.tag.TagsSettingsPanel,3,0,2,2,2,0,2,92,2,25,8,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.AddTemplateAttributeDialog,7,0,3,2,3,0,2,124,2,66,3,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.AttributeSetDetailsPanel,8,0,9,5,9,0,4,103,2,71,13,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.AttributeSetPropertiesPanel,6,0,12,13,12,3,2,425,3,73,29,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.AttributeSetsPanel,8,0,7,5,7,1,4,173,2,68,9,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.AttributeTypeFormatter,2,0,1,0,2,0,2,44,2,0,17,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.Options,7,0,8,4,8,4,4,214,3,40,14,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.OptionsUploader,6,0,2,6,2,0,2,70,2,25,4,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.TemplateDetailsPanel,8,0,9,5,9,2,4,116,2,71,13,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.TemplatePropertiesPanel,7,0,9,7,9,1,3,352,2,63,30,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.TemplatesAndAttributesPanel,3,0,1,0,2,0,1,8,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.template.TemplatesPanel,7,0,7,4,7,1,4,172,2,64,10,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.OcrQueuePanel,8,0,5,3,5,1,4,214,2,53,5,YES
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.ZonalOCRPanel,5,0,2,2,3,0,2,15,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.ZonalOCRTemplateSettings,11,0,3,7,3,1,2,130,2,42,7,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.ZonalOCRTemplatesPanel,10,0,8,16,8,2,5,287,2,77,15,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.ZoneCanvas,9,0,4,2,4,3,1,109,2,37,5,NO
Public Class,com.logicaldoc.gui.frontend.client.metadata.zonalocr.ZoneEditor,9,0,3,3,3,1,2,81,2,22,4,NO
Public Class,com.logicaldoc.gui.frontend.client.panels.MainPanel,20,0,13,6,14,1,13,152,2,79,26,NO
Public Class,com.logicaldoc.gui.frontend.client.panels.StatusBar,2,0,1,0,1,0,1,12,2,0,2,NO
Public Class,com.logicaldoc.gui.frontend.client.panels.StatusBarIcons,8,0,10,6,11,1,7,105,2,83,15,NO
Public Class,com.logicaldoc.gui.frontend.client.panels.TopPanel,4,0,1,0,1,0,1,21,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.CertificateDialog,4,0,2,2,2,0,2,113,2,50,4,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.ChangePassword,3,0,1,0,1,0,1,86,3,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.contacts.ContactDetails,4,0,1,0,1,0,1,63,3,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.contacts.Contacts,6,0,5,1,6,4,2,207,3,50,11,YES
Public Class,com.logicaldoc.gui.frontend.client.personal.contacts.ContactsImportPreview,3,0,2,1,2,0,2,116,2,0,3,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.contacts.ContactsImportSettings,6,0,12,1,12,1,11,151,2,0,14,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.contacts.ContactsUploader,2,0,2,5,2,0,2,56,2,30,4,NO
Public Class,com.logicaldoc.gui.frontend.client.personal.Profile,8,0,2,1,2,1,1,235,3,0,12,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.ArchivedDocsReport,11,0,5,3,6,2,3,265,2,53,7,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.CalendarReport,8,0,3,6,4,1,2,251,3,55,18,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.custom.CustomReportsPanel,16,0,10,4,11,3,7,339,3,67,19,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.custom.ReportDetailsPanel,8,0,7,7,7,2,5,113,3,67,14,NO
Public Abstract Class,com.logicaldoc.gui.frontend.client.reports.custom.ReportDetailsTab,1,1,3,2,3,0,3,15,3,33,3,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.custom.ReportParametersForm,9,0,4,4,4,2,2,166,3,56,27,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.custom.ReportStandardProperties,6,0,3,5,6,1,1,87,3,26,12,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.custom.ReportUploader,11,0,3,8,3,1,2,132,2,50,9,YES
Public Class,com.logicaldoc.gui.frontend.client.reports.DeletedDocsReport,11,0,5,3,6,2,3,166,2,53,8,YES
Public Class,com.logicaldoc.gui.frontend.client.reports.DeletedFoldersReport,10,0,5,3,6,2,3,142,2,53,8,YES
Public Class,com.logicaldoc.gui.frontend.client.reports.DownloadTicketsReport,8,0,4,2,5,2,2,276,3,37,8,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.DuplicatesReport,11,0,6,4,7,2,4,334,2,62,11,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.LastChangesReport,10,0,4,7,5,1,3,249,2,64,15,NO
Public Class,com.logicaldoc.gui.frontend.client.reports.LockedDocsReport,9,0,4,2,5,2,2,260,2,50,7,YES
Public Class,com.logicaldoc.gui.frontend.client.reports.ReportsMenu,3,0,1,0,1,0,1,126,2,0,14,NO
Public Class,com.logicaldoc.gui.frontend.client.search.DocumentFieldsDS,4,0,1,0,1,0,1,105,2,0,11,YES
Public Class,com.logicaldoc.gui.frontend.client.search.FolderFieldsDS,4,0,1,0,1,0,1,65,2,0,10,NO
Public Class,com.logicaldoc.gui.frontend.client.search.FoldersForm,2,0,2,0,10,1,1,17,1,66,5,NO
Public Class,com.logicaldoc.gui.frontend.client.search.FulltextForm,11,0,5,4,5,2,3,209,4,55,25,YES
Public Class,com.logicaldoc.gui.frontend.client.search.HitsListPanel,17,0,28,3,28,1,22,239,2,83,43,YES
Public Class,com.logicaldoc.gui.frontend.client.search.ParameterConditionRow,7,0,9,9,9,3,6,233,2,75,37,YES
Public Class,com.logicaldoc.gui.frontend.client.search.ParametricForm,16,0,4,4,5,2,3,261,3,60,44,YES
Public Class,com.logicaldoc.gui.frontend.client.search.SaveDialog,3,0,1,0,1,0,1,60,2,0,1,NO
Public Class,com.logicaldoc.gui.frontend.client.search.SavedSearchesPanel,2,0,4,1,5,2,3,112,2,70,6,NO
Public Class,com.logicaldoc.gui.frontend.client.search.Search,7,0,13,6,14,1,13,78,2,86,18,YES
Public Class,com.logicaldoc.gui.frontend.client.search.SearchHitsGrid,4,0,2,1,55,0,2,78,3,50,29,YES
Public Class,com.logicaldoc.gui.frontend.client.search.SearchMenu,8,0,5,0,6,1,5,65,2,83,14,NO
Public Class,com.logicaldoc.gui.frontend.client.search.SearchPanel,21,0,26,7,27,1,23,206,2,90,42,YES
Public Class,com.logicaldoc.gui.frontend.client.search.SearchPreviewPanel,1,0,1,0,5,0,1,5,2,0,1,YES
Public Class,com.logicaldoc.gui.frontend.client.search.SearchToolbar,15,0,2,0,2,1,1,170,3,0,10,YES
Public Class,com.logicaldoc.gui.frontend.client.search.TagsForm,10,0,5,4,7,4,3,201,2,77,15,YES
Public Class,com.logicaldoc.gui.frontend.client.security.AntivirusPanel,7,0,3,0,3,1,1,92,2,0,11,NO
Public Class,com.logicaldoc.gui.frontend.client.security.BruteForcePanel,11,0,5,2,6,3,2,188,2,60,15,NO
Public Class,com.logicaldoc.gui.frontend.client.security.FirewallPanel,8,0,5,4,5,1,4,108,3,44,17,NO
Public Class,com.logicaldoc.gui.frontend.client.security.GroupDetailsPanel,9,0,8,7,8,2,6,110,2,69,14,NO
Public Class,com.logicaldoc.gui.frontend.client.security.GroupPropertiesPanel,3,0,3,4,3,1,1,62,2,33,12,NO
Public Class,com.logicaldoc.gui.frontend.client.security.GroupsPanel,9,0,5,3,6,1,4,181,2,53,9,NO
