CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
1,0,14,9,14,1,12,108,1,78,18,YES
12,0,19,4,20,0,19,204,1,80,33,YES
17,0,6,9,6,1,0,309,1,68,48,YES
12,0,50,6,50,0,49,356,1,92,57,YES
38,0,46,13,47,0,27,902,1,91,126,YES
2,0,9,1,9,0,8,51,1,11,9,YES
0,0,10,1,10,0,9,56,1,80,10,YES
17,0,49,33,49,0,38,538,1,93,90,YES
16,0,43,12,43,0,39,330,1,93,56,YES
3,0,6,3,6,0,5,48,1,55,8,YES
3,0,6,1,28,0,5,66,3,0,11,YES
9,0,5,3,30,0,3,281,5,53,53,YES
7,1,21,10,46,0,3,320,5,86,54,YES
24,2,8,3,25,0,2,588,4,65,122,YES
11,2,12,13,79,0,7,288,2,88,29,YES
15,0,0,1,4,0,3,197,1,31,14,YES
25,3,55,27,67,0,51,800,1,95,127,YES
10,0,4,6,5,0,0,156,1,72,11,YES
5,0,41,22,42,0,27,457,1,88,63,YES
18,2,4,3,17,0,1,383,3,41,54,YES
3,0,6,6,6,0,6,51,1,69,6,YES
2,0,10,7,10,0,7,77,1,80,12,YES
26,0,42,33,42,1,27,1973,1,91,345,YES
1,0,21,11,21,0,15,142,1,86,28,YES
31,0,7,3,24,0,2,455,4,75,58,YES
11,0,9,5,76,0,7,126,2,75,17,YES
12,0,0,0,21,1,18,489,1,91,80,YES
12,0,0,0,21,1,20,339,1,90,72,YES
18,0,0,2,18,1,16,483,1,91,73,YES
4,0,14,13,17,4,10,274,1,87,46,YES
1,0,6,1,6,0,6,46,1,16,8,YES
7,2,4,7,5,0,1,424,1,67,70,YES
7,0,0,0,8,0,8,162,1,62,35,YES
4,0,0,0,7,0,7,108,1,60,9,YES
0,0,3,1,3,0,3,19,1,33,3,YES
4,61,4,0,7,0,7,61,2,66,10,YES
3,233,12,5,17,0,17,277,1,82,29,YES
0,0,2,1,2,0,2,20,2,0,2,YES
4,0,10,8,10,0,10,140,1,82,18,YES
0,0,0,0,2,0,2,89,1,0,16,YES
9,0,15,8,30,9,21,768,1,96,152,YES
9,0,11,5,27,13,14,634,1,91,126,YES
0,0,8,6,12,5,7,215,1,75,23,YES
8,0,3,6,6,0,5,125,1,83,8,YES
6,0,7,8,7,0,5,91,1,68,13,YES
0,0,0,32,13,0,13,415,1,100,34,YES
4,0,0,0,39,6,33,485,1,94,101,YES
3,0,8,2,8,0,7,161,1,37,18,YES
4,0,2,1,2,0,2,31,1,0,2,YES
5,2,40,4,40,0,34,517,1,74,81,YES
3,1,2,0,3,0,1,24,1,0,1,YES
15,0,14,7,17,11,0,610,2,79,96,YES
11,0,0,0,52,4,48,1142,1,95,201,YES
22,0,0,0,71,5,65,1547,1,97,309,YES
3,0,3,4,3,0,3,86,1,41,6,YES
1,0,7,2,7,0,7,41,1,50,9,YES
7,0,0,0,7,0,6,204,1,85,31,YES
0,0,8,4,8,0,8,62,1,59,14,YES
5,0,0,0,2,0,2,103,1,50,5,YES
1,0,4,2,4,0,1,27,1,37,4,YES
0,0,2,1,2,0,2,52,1,0,11,YES
6,0,5,3,5,0,3,171,1,60,23,YES
1,0,2,0,2,0,2,131,1,50,10,YES
12,0,4,2,5,2,3,241,1,70,38,YES
2,0,22,3,24,7,16,390,2,59,77,YES
9,0,2,5,6,0,3,168,1,78,16,YES
12,0,11,4,11,0,10,142,2,79,26,YES
6,0,8,4,10,2,8,394,2,76,26,YES
3,0,11,5,11,0,10,92,2,80,15,YES
0,0,0,0,3,0,0,4,3,0,0,YES
2,0,0,1,20,0,20,152,1,100,35,YES
4,0,5,1,8,5,3,279,1,62,39,YES
0,0,9,15,9,2,7,374,1,60,21,YES
2,0,4,6,5,1,4,353,1,63,12,YES
6,0,0,0,6,0,6,91,1,66,6,YES
1,0,3,6,3,0,3,176,1,100,4,YES
11,0,0,0,9,2,7,578,1,47,69,YES
9,0,0,0,16,0,16,305,1,86,69,YES
6,0,0,0,13,0,13,381,1,67,15,YES
15,0,25,16,26,1,20,547,1,89,73,YES
3,0,0,0,13,1,12,189,1,0,37,YES
3,0,2,4,2,0,2,72,1,12,3,YES
9,0,27,8,29,0,26,428,2,88,66,YES
4,0,18,9,31,0,11,137,3,85,27,YES
4,0,9,7,9,0,6,94,1,65,16,YES
48,0,0,1,116,12,104,3065,1,98,433,YES
5,0,12,3,13,3,10,147,1,66,33,YES
4,0,0,0,2,0,2,30,1,25,4,YES
23,0,0,0,52,4,48,1285,1,98,254,YES
1,0,19,5,19,1,18,186,1,78,46,YES
5,0,0,0,20,3,17,119,1,76,19,YES
1,2,5,0,7,0,0,31,1,66,8,YES
19,0,56,8,66,12,45,1281,1,97,244,YES
1,0,9,2,10,4,6,196,1,70,28,YES
9,0,0,0,2,0,2,51,1,50,13,YES
6,0,0,0,5,3,2,207,1,70,33,YES
29,0,61,9,62,9,42,1420,1,94,231,YES
0,0,9,4,9,0,9,50,1,66,15,YES
14,0,0,1,6,0,6,82,1,91,11,YES
12,0,6,10,7,1,6,468,1,81,36,YES
35,0,35,6,39,0,30,958,1,93,87,YES
32,0,10,6,10,0,4,338,1,85,49,YES
21,0,20,19,23,0,21,680,1,90,51,YES
11,0,4,1,4,0,4,168,1,0,6,YES
66,0,149,24,154,3,139,1775,2,95,325,YES
48,0,60,16,66,4,52,1106,1,92,183,YES
8,0,7,2,15,0,6,61,2,50,11,YES
12,0,0,0,8,3,5,303,1,75,45,YES
5,0,0,0,6,0,2,179,1,66,17,YES
11,0,30,6,31,4,23,307,1,83,64,YES
10,0,12,4,12,0,12,132,1,79,19,YES
34,0,6,1,7,1,6,127,1,78,17,YES
34,0,137,17,137,0,134,863,1,95,183,YES
11,0,10,5,17,0,9,289,2,82,11,YES
21,0,69,6,74,1,66,575,2,82,97,YES
16,0,129,5,132,18,114,799,1,92,217,YES
44,0,40,12,59,9,24,1713,1,94,239,YES
65,0,71,19,71,0,60,708,1,93,129,YES
32,0,28,2,29,2,24,517,1,94,60,YES
6,2,7,4,7,0,5,88,1,67,7,YES
19,0,17,9,17,0,14,334,1,82,65,YES
1,1,11,4,11,1,9,37,1,88,14,YES
3,3,9,2,9,0,8,87,1,66,10,YES
4,0,8,11,17,1,6,221,2,69,27,YES
7,17,32,13,32,1,30,242,1,89,48,YES
4,0,13,1,45,0,13,86,2,15,13,YES
12,1,37,16,37,2,33,206,1,91,58,YES
42,0,29,7,29,0,28,256,1,75,32,YES
32,0,36,3,41,1,40,590,1,84,106,YES
16,0,13,2,14,2,9,298,1,73,48,YES
5,9,34,8,34,0,13,349,1,89,65,YES
14,0,23,0,24,0,23,207,1,95,37,YES
20,0,17,12,51,0,11,382,2,78,50,YES
22,0,24,12,58,1,14,936,2,85,193,YES
9,0,9,5,9,0,6,232,1,73,41,YES
4,0,7,2,7,0,6,90,1,21,21,YES
4,0,0,0,4,0,4,99,1,0,15,YES
31,0,131,7,148,0,130,796,2,97,172,YES
17,0,42,1,59,0,41,351,2,95,68,YES
9,0,27,4,44,0,26,246,2,92,43,YES
12,0,25,1,42,0,24,220,2,92,36,YES
38,0,13,4,13,2,3,1342,1,73,206,YES
29,0,18,13,19,1,12,419,1,92,60,YES
10,0,0,0,7,1,6,250,1,71,47,YES
0,0,7,1,7,1,6,135,2,14,30,YES
1,0,7,0,28,4,3,74,3,0,16,YES
7,20,13,3,14,1,9,194,1,83,59,YES
2,0,6,0,6,3,3,95,1,0,25,YES
56,1,28,12,31,5,19,624,2,88,76,YES
19,0,15,1,22,0,15,220,3,66,46,YES
2,0,4,3,5,1,4,109,1,40,18,YES
12,0,8,2,8,0,6,479,1,31,31,YES
2,0,2,0,2,0,2,170,1,0,4,YES
7,0,2,0,2,0,2,180,1,0,5,YES
7,0,5,0,5,0,5,314,1,0,13,YES
0,0,12,4,12,0,12,73,2,64,16,YES
14,0,1,0,4,2,2,204,1,75,15,YES
10,0,12,11,24,4,8,480,3,79,93,YES
5,0,10,9,22,1,8,191,3,81,45,YES
7,0,15,11,29,4,12,369,3,86,74,YES
7,0,0,0,6,1,5,253,1,0,20,YES
1,1,11,3,11,1,10,51,1,69,17,YES
4,4,9,6,18,1,8,105,2,59,13,YES
4,0,13,3,26,0,12,179,2,74,37,YES
4,0,15,5,15,1,13,138,1,82,20,YES
6,0,5,2,14,0,5,125,2,30,8,YES
5,0,6,0,16,2,4,125,2,0,18,YES
34,0,0,0,8,2,5,481,1,0,58,YES
14,0,9,13,9,5,4,246,1,73,44,YES
13,0,0,0,4,1,3,251,1,64,18,YES
18,0,0,0,12,3,8,419,1,89,98,YES
4,0,0,0,7,3,4,213,1,0,39,YES
9,0,13,1,13,9,3,185,1,15,27,YES
42,0,29,50,29,13,15,1530,1,94,117,YES
57,0,0,0,103,9,94,2095,1,99,194,YES
16,0,15,5,16,5,11,242,1,81,40,YES
11,0,0,0,8,4,4,408,1,87,69,YES
5,0,7,18,9,1,8,234,1,86,20,YES
34,0,0,0,14,0,13,618,1,0,94,YES
13,0,7,1,17,0,4,292,2,57,22,YES
5,0,13,14,13,10,3,608,1,81,32,YES
17,0,0,0,5,0,5,427,1,80,37,YES
5,0,1,0,10,4,6,242,1,80,77,YES
15,0,10,5,49,1,9,181,2,82,24,YES
5,0,2,8,2,0,2,299,1,43,3,YES
6,0,2,0,2,0,2,171,1,0,4,YES
14,0,7,1,17,6,4,878,1,86,81,YES
2,0,1,0,2,0,2,34,1,0,8,YES
47,0,7,3,7,0,7,568,1,66,82,YES
13,0,9,11,9,3,6,336,1,76,31,YES
58,0,35,6,35,0,35,786,1,92,89,YES
9,0,35,29,35,5,28,445,1,92,82,YES
2,0,25,23,25,1,24,101,1,96,25,YES
13,0,19,19,19,11,8,393,2,88,60,YES
2,0,12,2,12,0,12,125,1,0,31,YES
11,0,12,8,16,10,6,295,1,77,46,YES
8,0,15,4,16,2,12,111,1,81,26,YES
9,0,4,5,5,0,3,229,1,60,18,YES
8,0,6,8,6,0,6,181,1,93,8,YES
0,0,0,0,9,0,8,156,1,0,9,YES
2,1,3,1,3,0,2,28,1,33,6,YES
5,0,14,8,14,2,12,164,1,79,36,YES
20,0,17,19,31,4,13,489,2,89,49,YES
12,0,5,1,17,1,6,126,2,85,12,YES
16,0,13,11,23,6,7,373,2,85,36,YES
19,0,10,6,12,2,5,302,1,80,62,YES
3,0,2,1,3,0,3,45,1,33,10,YES
5,0,7,8,7,5,2,318,1,69,29,YES
77,0,0,0,39,8,20,2343,1,0,307,YES
5,0,1,0,1,0,1,89,1,0,1,YES
19,0,13,11,13,0,13,218,1,86,24,YES
2,0,16,6,16,2,14,185,2,77,36,YES
3,0,13,2,13,0,13,115,2,38,25,YES
5,0,0,0,1,0,1,106,1,0,5,YES
9,0,0,0,6,1,5,74,1,58,15,YES
5,0,0,0,6,0,6,98,1,66,21,YES
5,0,9,4,9,3,6,80,1,72,17,YES
17,0,23,20,23,9,11,532,1,89,65,YES
1,0,0,0,1,0,1,11,1,0,2,YES
23,0,5,0,6,1,5,206,1,0,35,YES
8,0,8,6,8,1,7,116,1,68,25,YES
3,0,6,1,9,0,7,211,2,77,55,YES
22,0,5,6,6,3,2,402,1,75,42,YES
59,0,0,1,119,16,103,2765,1,99,456,YES
2,0,2,0,145,0,2,86,4,0,2,YES
22,0,17,21,17,3,8,1021,1,85,90,YES
24,0,6,0,6,0,6,698,1,0,28,YES
10,0,7,0,7,0,7,184,1,0,13,YES
15,0,6,1,6,0,6,221,1,66,11,YES
9,0,6,0,6,0,6,278,1,0,13,YES
26,0,6,0,6,0,6,536,1,0,37,YES
4,0,6,0,6,0,6,54,1,0,7,YES
14,0,6,0,6,0,6,307,1,0,14,YES
22,0,14,8,14,1,11,485,1,82,29,YES
12,0,6,0,6,0,6,380,1,0,12,YES
20,0,10,6,10,1,9,622,1,86,27,YES
0,0,7,0,7,0,7,30,1,0,7,YES
9,0,7,5,7,0,6,190,1,82,11,YES
22,0,7,3,7,0,6,366,1,85,12,YES
10,0,5,3,6,3,3,104,1,70,15,YES
54,0,30,19,31,22,7,940,1,91,142,YES
23,0,14,8,14,3,11,423,1,83,36,YES
20,0,13,12,13,9,2,437,1,83,51,YES
60,0,39,17,60,5,34,685,2,92,120,YES
28,0,0,0,14,9,5,940,1,0,134,YES
86,3,89,34,111,22,62,2124,2,96,332,YES
14,0,7,4,28,0,7,185,2,82,15,YES
29,0,13,15,13,11,2,472,1,82,74,YES
18,0,12,3,33,0,12,117,2,63,19,YES
22,0,15,15,15,9,6,631,1,87,69,YES
20,0,21,3,42,3,18,124,2,86,29,YES
25,0,20,16,20,13,6,704,1,88,86,YES
23,0,18,28,18,15,3,1072,1,91,52,YES
13,0,13,17,13,0,12,532,1,87,38,YES
36,0,113,28,113,5,107,1039,1,95,245,YES
53,0,112,45,229,10,90,2397,2,96,358,YES
83,0,0,0,5,2,3,216,1,100,16,YES
10,15,15,7,158,2,13,262,4,85,46,YES
8,0,3,0,147,1,3,90,4,0,21,YES
9,0,3,0,161,0,3,62,5,66,10,YES
12,0,8,3,151,1,7,106,4,81,20,YES
10,0,4,0,162,0,4,65,5,0,10,YES
9,0,7,2,150,0,6,208,4,96,7,YES
10,0,4,5,147,0,4,119,4,60,11,YES
9,0,7,4,150,0,6,235,4,92,7,YES
12,0,7,2,150,0,6,85,4,57,14,YES
13,0,10,3,153,0,10,116,4,70,27,YES
10,0,4,0,147,0,4,77,4,50,18,YES
11,0,3,0,146,0,3,65,4,66,12,YES
4,0,2,0,145,0,2,28,4,0,6,YES
6,0,3,0,146,0,3,47,4,66,7,YES
3,0,3,0,146,0,3,28,4,0,7,YES
4,0,3,0,146,0,3,62,4,0,14,YES
14,0,13,6,13,7,6,391,1,82,58,YES
24,0,15,7,15,9,6,984,1,88,86,YES
32,0,10,3,31,1,9,278,2,62,35,YES
50,0,0,0,52,6,46,2028,1,96,135,YES
53,0,0,0,22,10,12,1914,1,0,194,YES
14,0,0,0,10,0,10,583,1,90,79,YES
9,0,7,14,8,3,5,256,1,79,33,YES
27,0,11,18,12,4,8,389,1,83,31,YES
53,2,39,46,39,14,11,1868,1,93,218,YES
4,3,12,2,32,0,11,205,4,62,37,YES
4,3,9,1,28,3,6,237,4,50,43,YES
4,0,7,1,25,0,7,79,4,77,14,YES
28,1,0,0,2,0,2,234,1,50,39,YES
7,0,5,1,14,0,7,67,2,42,12,YES
11,0,8,2,17,0,10,148,2,30,31,YES
5,0,5,1,14,0,7,62,2,42,11,YES
10,0,10,2,18,0,11,133,2,50,25,YES
12,0,10,8,19,0,12,149,2,82,20,YES
17,1,26,5,35,5,23,720,2,88,97,YES
3,0,12,9,12,5,7,253,1,61,44,YES
28,0,17,18,17,1,16,348,1,81,52,YES
5,0,0,0,3,0,3,57,1,0,6,YES
24,0,11,3,11,0,6,158,1,45,17,YES
9,0,11,2,11,0,7,93,1,54,15,YES
14,1,2,0,6,0,0,205,2,0,23,YES
0,1,3,0,3,0,3,103,2,0,1,YES
1,12,5,1,5,0,4,225,2,0,5,YES
14,0,14,2,14,6,8,258,2,78,44,YES
0,0,17,7,17,0,17,129,1,77,21,YES
30,0,33,3,33,1,32,515,2,69,93,YES
8,0,11,1,11,1,10,109,2,27,21,YES
2,0,23,1,23,1,22,407,1,4,80,YES
1,0,26,2,27,2,25,180,1,29,38,YES
24,0,15,2,15,11,4,376,2,70,58,YES
11,0,0,0,11,0,0,249,1,87,30,YES
0,0,19,1,19,0,19,94,1,21,29,YES
2,0,6,0,36,0,10,170,3,0,43,YES
4,0,0,0,1,0,1,37,1,0,1,YES
0,0,0,0,0,0,0,6,1,0,0,NO
0,0,2,0,2,0,2,17,2,0,2,NO
4,0,0,0,5,0,5,28,1,0,5,NO
3,19,8,0,8,0,8,48,1,0,8,NO
3,0,0,0,1,0,1,9,1,0,1,NO
2,0,0,0,2,0,2,8,1,0,2,NO
14,0,20,13,20,0,20,166,1,85,32,NO
2,0,8,5,8,0,8,41,1,67,10,NO
10,0,8,10,8,2,6,178,1,66,16,NO
3,0,0,0,1,0,1,13,1,0,1,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,0,2,0,2,13,1,0,2,NO
21,0,15,2,19,0,12,346,1,77,57,NO
1,0,1,0,52,0,0,48,3,0,1,NO
32,0,6,0,9,0,8,317,1,74,25,NO
0,0,2,0,2,0,2,17,2,0,2,NO
5,1,38,14,38,0,28,276,1,86,37,NO
0,0,1,0,1,0,1,11,2,0,1,NO
2,0,2,1,3,0,2,23,1,50,4,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,0,1,0,1,8,1,0,1,NO
0,0,2,0,2,0,2,17,2,0,2,NO
3,0,0,2,2,0,2,51,1,83,8,NO
4,0,5,1,188,0,2,61,3,19,11,NO
10,0,10,4,10,0,2,295,1,72,24,NO
12,0,8,3,191,0,0,194,3,78,25,NO
16,0,32,11,247,0,20,472,4,88,83,NO
8,0,4,2,4,1,0,98,1,50,9,NO
22,0,6,2,6,0,3,269,1,58,46,NO
14,0,25,6,240,0,18,411,4,84,70,NO
5,0,12,6,12,0,10,98,1,80,15,NO
12,0,14,2,231,0,5,712,4,91,86,NO
40,4,50,6,183,0,22,1058,2,87,148,NO
32,0,52,23,52,0,30,615,1,88,105,NO
42,0,22,15,22,4,5,641,1,88,107,NO
1,0,6,3,20,0,0,214,2,55,37,NO
0,0,2,2,16,0,0,59,2,0,9,NO
1,0,2,1,16,0,0,46,2,0,6,NO
20,0,14,4,14,1,10,603,1,69,60,NO
0,0,1,0,1,0,1,10,2,0,1,NO
0,0,4,1,4,0,4,29,2,50,4,NO
7,0,0,0,2,0,2,65,1,0,2,NO
4,0,0,0,1,0,1,18,1,0,1,NO
8,0,0,0,2,0,2,24,1,0,2,NO
2,3,8,1,8,0,8,70,1,0,14,NO
6,0,0,0,17,0,16,253,1,52,48,NO
4,0,0,0,1,0,1,10,1,0,1,NO
4,0,1,0,2,0,2,39,1,0,10,NO
1,0,2,0,3,0,3,73,1,0,5,NO
2,0,19,3,19,1,18,133,1,68,31,NO
3,0,0,0,2,0,2,16,1,0,2,NO
3,0,7,0,7,0,7,50,1,0,8,NO
6,0,0,0,3,0,3,35,1,0,5,NO
5,0,27,1,27,0,26,157,1,0,27,NO
4,0,0,0,1,0,1,12,1,0,2,NO
0,0,2,0,2,0,2,17,2,0,2,NO
6,0,0,0,2,0,2,43,1,0,2,NO
7,22,11,1,11,0,11,88,1,81,13,NO
0,0,8,0,62,0,7,47,2,0,8,NO
2,0,7,6,7,0,6,66,1,69,11,NO
4,0,0,0,1,0,0,167,1,0,2,NO
10,8,17,12,35,0,11,185,3,78,32,NO
8,0,10,4,45,0,2,96,4,60,15,NO
8,0,12,4,47,0,3,109,4,64,21,NO
10,0,10,4,45,0,4,111,4,57,20,NO
5,0,3,0,38,0,2,30,4,0,3,NO
8,0,5,1,40,0,2,63,4,19,11,NO
5,0,7,3,42,0,2,108,4,57,18,NO
8,0,8,3,43,0,7,83,4,45,12,NO
7,0,5,1,40,0,4,48,4,19,7,NO
8,8,18,11,40,0,9,206,3,76,36,NO
6,0,10,3,50,0,3,82,4,60,12,NO
5,0,10,3,50,0,3,81,4,60,11,NO
5,0,9,3,49,0,6,74,4,55,9,NO
6,0,7,2,47,0,3,63,4,71,9,NO
4,0,7,2,47,0,3,87,4,42,11,NO
5,0,6,1,46,0,5,56,4,33,8,NO
8,0,10,3,50,0,3,88,4,60,13,NO
0,0,3,0,3,0,3,23,2,0,4,NO
2,0,0,0,1,0,1,16,1,0,1,NO
0,0,4,1,4,0,4,29,2,50,4,NO
2,0,0,0,1,0,1,8,1,0,1,NO
5,0,17,0,53,0,11,219,2,0,24,NO
7,0,3,1,51,0,0,63,3,0,11,NO
5,1,12,0,48,0,10,166,2,0,17,NO
6,0,25,2,25,0,25,562,1,52,26,NO
8,0,25,2,25,0,25,358,1,88,26,NO
9,0,28,5,28,0,27,588,1,88,33,NO
12,0,30,7,30,0,30,587,1,93,46,NO
20,0,15,6,17,4,6,476,1,86,59,NO
1,0,6,2,6,0,5,38,1,41,6,NO
15,0,7,3,8,1,7,731,1,89,13,NO
2,0,0,0,1,0,1,10,1,0,2,NO
3,0,0,0,1,0,1,9,1,0,1,NO
0,2,3,0,3,0,1,40,1,0,5,NO
28,0,30,17,35,0,15,498,2,88,61,NO
5,0,14,7,14,1,13,94,1,84,22,NO
2,5,7,2,7,0,6,27,1,33,7,NO
6,2,9,2,9,0,9,59,1,44,14,NO
12,0,0,0,5,3,2,73,1,0,14,NO
4,0,3,2,3,0,0,88,1,33,5,NO
1,0,0,0,2,0,2,10,1,100,2,NO
4,0,0,0,1,0,1,52,1,0,3,NO
3,0,16,9,17,0,15,110,1,81,24,NO
0,0,2,0,2,0,2,17,2,0,2,NO
0,0,3,2,3,0,3,15,1,33,3,NO
0,2,1,0,1,0,1,3,1,0,0,NO
3,0,5,3,5,0,5,64,1,40,13,NO
0,0,4,3,4,0,4,21,1,50,4,NO
0,0,0,0,2,0,2,33,1,0,11,NO
0,0,3,2,3,0,3,18,1,33,3,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,0,2,0,2,13,1,0,2,NO
0,1,3,0,3,0,3,11,2,0,3,NO
0,0,3,0,6,0,3,11,3,0,3,NO
0,0,3,2,3,0,3,14,1,33,3,NO
0,0,0,0,3,1,2,75,1,0,10,NO
0,0,1,0,1,0,1,10,2,0,1,NO
4,0,0,0,1,0,1,71,1,0,2,NO
3,0,6,1,24,0,5,52,3,33,7,NO
3,0,6,1,28,0,5,53,3,33,7,NO
9,0,5,1,6,1,5,63,1,75,10,NO
13,1,47,0,48,0,48,153,1,66,4,NO
0,0,2,0,2,0,2,17,2,0,2,NO
1,0,3,2,3,0,3,40,1,33,6,NO
3,0,11,5,11,3,8,83,1,67,22,NO
3,0,11,5,11,3,8,82,1,67,23,NO
10,0,6,6,6,0,6,128,1,25,24,NO
5,0,2,1,2,0,2,35,1,0,9,NO
10,0,10,4,10,0,10,164,1,60,39,NO
2,0,0,0,1,0,1,12,1,0,3,NO
2,0,17,5,17,0,17,40,1,75,18,NO
7,0,12,13,12,7,5,278,1,76,49,NO
11,0,26,3,26,0,26,70,1,87,27,NO
13,0,11,10,13,9,3,388,1,80,60,NO
6,0,4,7,4,0,4,80,1,60,15,NO
6,0,10,6,13,0,12,197,1,93,15,NO
12,0,29,7,29,1,28,429,1,82,74,NO
3,0,0,0,1,0,1,5,1,0,1,NO
23,0,19,12,45,2,14,369,2,87,49,NO
4,0,3,1,4,0,3,89,1,50,4,NO
18,0,10,25,11,1,8,636,1,83,112,NO
12,0,13,9,13,1,12,378,1,75,31,NO
4,0,6,2,6,0,2,111,1,61,17,NO
3,0,1,0,2,0,2,66,1,0,3,NO
10,2,26,10,26,3,18,322,1,87,58,NO
1,0,6,4,6,3,3,72,1,66,12,NO
4,0,6,3,9,0,8,126,1,87,14,NO
1,0,17,11,17,0,0,122,1,85,17,NO
2,2,7,6,7,0,7,151,1,76,22,NO
25,0,20,8,29,2,27,471,1,91,58,NO
5,0,0,0,3,0,3,36,1,0,4,NO
0,0,2,0,2,0,2,8,1,0,2,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,0,1,0,1,8,1,0,1,NO
12,0,0,0,4,1,3,241,1,50,14,NO
6,2,6,6,9,0,6,115,1,87,16,NO
0,0,3,0,3,0,3,15,1,0,3,NO
4,0,5,5,5,0,5,72,1,56,13,NO
2,0,0,0,3,0,3,20,1,0,3,NO
3,0,12,4,12,0,12,32,1,79,14,NO
9,0,25,17,25,0,25,218,1,86,67,NO
5,0,17,6,17,0,17,148,1,74,26,NO
11,0,17,6,17,2,15,126,1,83,39,NO
2,0,12,2,12,0,12,26,1,75,14,NO
6,0,22,6,25,3,22,137,1,88,39,NO
2,0,11,1,11,0,11,22,1,81,13,NO
3,0,2,0,2,0,2,7,1,0,2,NO
2,0,11,1,11,0,11,22,1,81,13,NO
2,0,11,1,11,0,11,22,1,81,13,NO
6,0,0,0,1,0,1,13,1,0,2,NO
5,0,17,6,17,0,17,148,1,76,26,NO
11,0,18,6,18,3,15,147,1,85,52,NO
0,0,2,0,2,0,2,8,2,0,2,NO
6,0,0,0,2,0,2,37,1,0,7,NO
1,0,0,0,1,0,1,5,1,0,1,NO
6,0,17,9,17,0,10,201,1,70,43,NO
4,0,18,10,20,0,18,145,1,79,45,NO
2,0,0,0,2,0,2,27,1,0,2,NO
2,0,7,4,7,0,7,38,1,57,7,NO
3,0,0,0,1,0,1,8,1,0,1,NO
1,0,14,4,14,0,14,153,1,16,38,NO
4,0,6,2,6,0,5,129,1,66,36,NO
4,0,7,2,7,1,5,155,1,66,36,NO
4,0,1,0,3,1,2,40,1,33,7,NO
4,0,3,0,3,0,3,33,1,0,10,NO
5,0,3,0,3,1,2,27,1,0,7,NO
5,0,6,2,6,0,0,29,1,33,8,NO
8,0,9,5,9,2,0,118,1,62,28,NO
1,0,6,3,6,0,0,15,1,66,6,NO
2,0,0,0,1,0,1,12,1,0,1,NO
1,0,0,0,19,3,16,266,1,0,101,NO
6,0,7,7,7,1,6,103,1,59,15,NO
2,0,2,1,2,0,2,39,1,50,7,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,0,1,0,1,8,1,0,1,NO
4,0,0,0,3,0,3,44,1,0,4,NO
11,0,0,0,6,0,6,87,1,0,15,NO
0,1,2,0,2,0,2,17,2,0,2,NO
3,0,0,0,1,0,1,13,1,0,2,NO
0,0,3,1,3,0,3,13,1,0,3,NO
5,0,8,2,8,4,4,159,1,37,38,NO
1,0,6,2,7,2,5,61,1,64,16,NO
2,0,7,3,10,1,9,85,1,73,25,NO
1,0,0,0,3,0,2,26,1,33,4,NO
4,0,0,0,1,0,1,10,1,0,1,NO
11,0,20,13,25,0,1,355,1,84,58,NO
15,0,6,3,6,0,3,176,1,66,31,NO
0,0,2,0,2,0,2,17,2,0,2,NO
2,0,0,2,2,0,2,46,1,83,7,NO
10,0,0,0,3,0,3,95,1,0,16,NO
0,0,2,0,2,0,2,17,2,0,2,NO
3,5,5,0,5,0,5,33,1,0,5,NO
2,0,0,0,1,0,1,8,1,0,1,NO
21,0,0,0,57,7,49,505,1,98,131,NO
1,13,17,0,17,0,17,89,1,0,17,NO
3,0,0,0,1,0,1,9,1,0,1,NO
9,0,0,0,7,0,7,111,1,0,9,NO
0,0,5,2,5,0,5,25,1,19,7,NO
0,0,5,4,5,1,4,34,1,35,8,NO
0,0,8,4,8,1,7,58,1,37,15,NO
0,0,4,2,4,0,4,17,1,12,5,NO
6,0,0,0,5,0,5,36,1,0,5,NO
0,0,8,2,8,0,8,62,2,43,8,NO
4,0,0,0,10,1,9,229,1,80,44,NO
0,0,0,0,5,0,5,54,1,0,13,NO
2,0,4,2,4,2,2,28,1,37,4,NO
8,0,0,0,24,6,17,210,1,0,53,NO
0,2,1,0,1,0,1,3,1,0,0,NO
0,0,2,0,9,0,2,9,3,0,2,NO
5,0,0,0,2,0,2,18,1,0,2,NO
0,0,1,0,2,0,1,6,2,0,1,NO
4,0,0,0,1,0,1,68,1,0,2,NO
3,0,6,1,24,0,5,52,3,33,7,NO
3,0,6,1,28,0,5,53,3,33,7,NO
3,0,2,0,3,0,1,55,1,0,10,NO
0,0,0,0,0,0,0,1,1,0,0,NO
1,0,6,2,8,4,2,110,2,62,20,NO
1,0,3,0,3,0,1,21,2,0,4,NO
5,0,0,0,5,0,5,44,1,0,10,NO
2,0,0,0,1,0,1,14,1,0,2,NO
0,0,0,0,1,0,0,21,1,0,1,NO
2,0,5,0,5,0,5,32,1,0,5,NO
