CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
4,0,3,1,5,0,3,12,2,33,3,NO
14,0,5,1,18,2,3,44,2,19,9,NO
3,2,3,1,19,0,1,13,3,50,3,NO
6,1,13,3,32,0,7,84,4,46,17,NO
5,1,14,2,46,0,8,103,5,46,20,NO
6,1,10,3,29,0,7,72,4,60,19,NO
12,2,12,6,41,1,5,121,5,70,21,NO
20,0,5,1,7,0,5,29,2,0,6,NO
8,0,2,0,29,0,2,21,2,0,5,NO
4,0,2,0,29,0,2,12,2,0,3,NO
10,0,2,1,29,0,2,38,2,100,6,NO
9,0,2,1,29,0,2,17,2,50,3,NO
7,0,2,0,29,0,2,20,2,0,5,NO
21,0,8,0,35,6,2,61,2,0,15,NO
6,0,7,1,24,0,7,54,3,25,15,NO
6,0,7,1,24,0,7,52,3,37,14,NO
18,0,10,3,27,3,6,103,3,66,24,NO
4,0,3,0,16,0,3,17,2,0,4,NO
10,0,6,2,19,1,5,44,2,41,10,NO
15,0,7,4,23,0,6,47,3,64,10,NO
9,9,17,1,19,0,16,61,2,0,19,NO
1,0,2,1,21,0,2,13,3,0,3,NO
1,0,2,1,21,0,2,13,3,0,3,NO
2,0,2,2,21,0,2,17,3,25,3,NO
11,0,13,8,29,2,10,100,3,50,16,NO
3,0,9,1,13,6,7,134,1,30,40,NO
11,0,16,2,16,2,13,73,1,53,20,NO
5,0,3,1,3,0,3,21,1,0,6,NO
14,0,13,3,17,3,10,60,2,66,18,NO
5,0,6,1,14,0,6,25,3,66,7,NO
4,0,6,1,14,0,6,27,3,66,7,NO
12,0,15,9,19,1,14,96,2,79,24,NO
5,0,6,1,14,0,6,22,3,66,6,NO
13,0,12,10,12,0,12,65,1,76,14,NO
5,0,6,1,14,0,6,22,3,66,6,NO
13,0,15,3,20,0,16,107,2,70,32,NO
9,0,11,2,11,0,11,37,1,54,11,NO
10,0,14,5,14,1,13,71,1,75,20,NO
6,0,6,4,14,0,6,36,3,66,8,NO
4,0,6,1,14,0,6,27,3,66,7,NO
4,0,6,1,14,0,6,27,3,66,7,NO
1,8,4,1,8,0,4,15,2,0,5,NO
5,0,8,5,8,0,8,36,1,67,8,NO
8,6,4,1,4,0,3,19,1,0,5,NO
2,0,6,2,9,4,4,94,1,72,19,NO
2,0,5,1,7,1,6,44,1,28,13,NO
1,0,2,1,2,0,2,30,1,0,7,NO
0,0,2,1,2,0,2,15,1,0,2,NO
1,0,8,3,8,0,8,35,1,50,8,NO
0,2,6,3,6,0,6,24,1,66,6,NO
1,0,4,2,10,0,4,18,2,37,4,NO
0,0,6,0,14,1,7,28,2,0,8,NO
0,0,7,6,7,2,5,52,1,73,13,NO
2,0,0,0,1,0,1,5,1,0,1,NO
0,0,0,0,2,0,2,28,1,0,6,NO
1,1,20,8,21,1,17,179,1,66,32,NO
1,0,18,7,19,0,16,123,1,61,28,NO
1,0,12,3,34,2,10,76,2,61,15,NO
3,0,0,0,1,0,1,15,1,0,3,NO
2,0,2,1,2,0,2,42,1,0,4,NO
1,0,2,2,2,1,1,17,2,25,3,NO
4,16,3,0,3,0,3,13,1,0,3,NO
1,1,16,5,16,2,14,136,1,80,41,NO
8,0,4,1,7,0,4,27,2,50,5,NO
12,0,5,4,8,1,4,49,2,50,10,NO
14,0,8,5,13,2,8,84,2,78,22,NO
11,0,4,1,7,0,4,24,2,0,5,NO
7,0,4,0,7,0,4,18,2,0,4,NO
11,0,4,3,7,0,4,37,2,41,5,NO
9,0,4,3,7,0,4,34,2,66,5,NO
10,0,4,3,7,0,4,32,2,58,6,NO
11,0,4,3,7,0,4,49,2,41,6,NO
9,0,4,3,7,0,4,27,2,66,5,NO
9,0,4,1,7,0,4,27,2,50,6,NO
8,0,4,1,7,0,4,22,2,50,5,NO
11,0,4,3,7,0,4,37,2,33,8,NO
11,0,4,3,7,0,4,42,2,33,9,NO
12,0,8,4,11,0,8,61,2,71,12,NO
11,0,5,3,8,1,4,34,2,40,6,NO
25,0,3,1,13,0,3,91,2,0,27,NO
2,0,1,0,1,0,1,5,1,0,1,NO
1,0,19,3,19,0,19,64,1,17,19,NO
1,0,6,0,22,0,6,57,2,0,8,NO
0,0,0,0,3,0,2,105,1,0,13,NO
0,0,0,0,9,2,7,86,1,0,22,NO
0,0,4,4,4,0,4,39,1,18,10,NO
22,0,14,8,16,1,14,138,1,83,32,NO
1,2,5,1,5,0,4,21,1,0,6,NO
5,0,8,2,8,2,6,29,1,75,8,NO
1,0,2,1,2,0,2,9,1,0,2,NO
0,0,2,1,2,0,2,9,1,0,2,NO
0,0,2,1,2,0,2,9,1,0,2,NO
2,0,5,2,5,0,5,26,1,50,7,NO
1,0,8,2,8,2,6,39,1,31,9,NO
3,0,1,0,1,0,1,12,1,0,3,NO
10,0,8,0,8,7,1,104,1,0,29,NO
8,0,3,0,3,2,1,49,1,0,14,NO
0,0,0,0,0,0,0,2,1,0,0,NO
11,0,2,0,16,0,1,19,2,0,3,NO
7,0,2,0,16,0,1,14,2,0,3,NO
7,0,2,0,16,0,1,16,2,0,3,NO
9,0,2,0,16,0,1,17,2,0,3,NO
11,0,2,0,16,0,1,17,2,0,3,NO
7,0,2,0,16,0,1,17,2,0,3,NO
9,0,2,0,16,0,1,17,2,0,3,NO
10,0,10,0,16,1,10,61,2,0,20,NO
2,0,6,2,6,0,6,30,1,16,7,NO
1,0,0,1,0,0,0,3,1,0,0,NO
15,0,22,4,22,5,17,243,1,65,72,NO
8,0,14,5,14,7,7,132,1,55,32,NO
0,0,0,0,0,0,0,2,1,0,0,NO
2,0,1,0,3,1,2,32,1,0,4,NO
1,0,3,1,4,2,2,129,1,50,40,NO
1,0,0,0,1,0,1,9,1,0,2,NO
8,0,3,3,3,1,2,32,1,33,8,NO
2,0,19,6,19,6,13,113,1,86,28,NO
0,0,0,0,1,0,1,5,1,0,1,NO
0,0,6,2,6,0,6,27,1,16,6,NO
7,0,1,0,1,0,1,9,1,0,1,NO
5,0,1,0,1,0,1,8,1,0,2,NO
7,0,2,1,2,0,2,23,1,0,4,NO
4,0,1,0,1,0,1,4,1,0,1,NO
8,0,2,1,2,0,2,23,1,0,6,NO
7,0,2,1,2,0,2,23,1,0,4,NO
7,0,2,0,2,0,2,13,1,0,3,NO
3,0,0,0,16,3,0,207,1,0,47,NO
3,0,5,4,5,0,5,77,2,40,18,NO
0,0,2,0,2,0,0,8,2,0,2,NO
0,0,0,0,1,1,0,40,1,0,8,NO
8,0,0,0,26,21,0,857,1,0,156,NO
2,0,0,0,2,0,2,30,1,0,5,NO
1,0,0,1,1,1,0,38,1,100,6,NO
0,0,0,0,4,3,0,84,1,0,19,NO
0,0,1,61,1,0,0,71,1,96,1,NO
0,0,0,0,2,1,0,86,1,0,17,NO
1,0,0,0,5,0,0,33,1,0,8,NO
4,4,3,0,153,0,2,28,5,0,6,NO
14,0,2,0,16,0,1,35,2,0,7,NO
7,0,2,0,16,1,1,18,2,0,3,NO
12,0,2,0,16,0,1,24,2,0,6,NO
7,0,2,0,16,0,1,20,2,0,3,NO
12,0,5,0,19,3,1,70,2,0,19,NO
8,0,2,0,16,0,1,15,2,0,3,NO
7,0,2,0,16,1,1,15,2,0,3,NO
25,0,7,0,22,6,1,150,2,0,27,NO
8,0,2,0,16,0,1,26,2,0,4,NO
7,0,2,0,16,0,1,18,2,0,3,NO
16,0,2,0,16,0,1,24,2,0,4,NO
17,0,2,0,16,0,1,38,2,0,9,NO
0,0,0,0,1,0,0,14,1,0,3,NO
3,0,2,1,2,0,2,13,1,0,3,NO
4,0,3,1,3,0,3,20,1,0,5,NO
2,0,5,1,6,1,5,43,1,33,8,NO
8,0,6,0,6,4,2,63,1,0,16,NO
1,0,3,0,3,1,2,14,1,0,4,NO
0,0,6,0,8,4,4,89,1,0,20,NO
0,0,6,0,8,4,4,89,1,0,20,NO
1,0,2,0,2,1,1,26,1,0,7,NO
0,0,2,0,2,0,2,23,1,0,6,NO
0,0,1,1,12,1,11,129,1,100,30,NO
1,0,5,2,6,1,5,22,1,33,6,NO
4,0,2,0,2,0,2,18,1,0,3,NO
1,0,2,0,2,0,2,8,1,0,2,NO
5,0,3,0,3,1,2,38,1,66,8,NO
8,0,2,0,2,0,2,17,1,0,4,NO
0,0,6,3,6,0,6,45,1,27,12,NO
1,0,3,2,3,0,3,30,1,0,8,NO
1,0,3,2,3,0,3,55,1,0,14,NO
4,0,7,5,9,7,2,196,1,75,50,NO
0,0,3,2,3,0,3,17,1,33,4,NO
0,0,2,0,2,0,2,8,2,0,2,NO
0,0,6,2,6,0,6,24,1,16,6,NO
1,0,2,6,2,1,1,26,1,41,4,NO
2,0,3,4,3,1,2,24,1,41,5,NO
0,0,2,0,2,0,2,7,1,0,2,NO
0,0,4,1,5,1,4,160,1,19,12,NO
6,0,2,2,2,0,2,22,1,25,5,NO
10,0,2,7,2,0,2,53,1,42,12,NO
10,0,2,7,2,0,2,53,1,42,12,NO
8,0,9,3,9,7,2,122,1,81,18,NO
8,0,9,3,9,7,2,122,1,81,18,NO
4,0,0,0,3,0,3,11,1,0,3,NO
0,0,1,0,3,1,1,40,1,0,10,NO
1,0,1,0,7,5,2,58,1,0,17,NO
7,0,2,0,16,0,1,17,2,0,3,NO
3,0,3,0,10,0,3,12,2,0,3,NO
11,0,2,0,16,0,1,18,2,0,3,NO
10,0,2,0,16,0,1,19,2,0,4,NO
1,0,7,3,12,1,11,60,1,75,16,NO
7,0,2,0,16,0,1,15,2,0,3,NO
7,0,2,0,16,0,1,17,2,0,3,NO
9,0,2,0,16,0,1,19,2,0,3,NO
7,0,2,0,16,0,1,17,2,0,3,NO
7,0,3,0,10,0,3,19,2,0,4,NO
3,0,3,0,10,1,2,16,2,0,3,NO
14,0,3,0,14,1,2,43,2,0,6,NO
7,0,3,0,10,0,3,19,2,0,4,NO
25,0,2,0,16,1,1,54,2,0,7,NO
25,0,2,0,16,1,1,52,2,0,7,NO
25,0,2,0,16,1,1,49,2,0,7,NO
7,0,2,0,16,0,1,14,2,0,3,NO
23,0,2,0,16,0,1,55,2,0,7,NO
8,0,2,0,16,0,1,27,2,0,4,NO
11,0,2,0,16,0,1,18,2,0,3,NO
7,0,2,0,16,0,1,15,2,0,3,NO
9,0,2,0,16,0,1,34,2,0,6,NO
8,0,2,0,16,0,1,21,2,0,3,NO
8,0,2,0,16,0,1,21,2,0,3,NO
8,0,2,0,16,0,1,24,2,0,3,NO
8,0,2,0,16,0,1,22,2,0,3,NO
9,0,2,0,16,0,1,24,2,0,4,NO
11,0,2,0,16,0,1,18,2,0,3,NO
10,0,2,0,17,2,1,31,2,0,5,NO
22,0,5,0,5,3,2,74,1,0,8,NO
23,0,5,0,5,3,2,93,1,0,10,NO
36,0,6,2,7,4,3,180,1,57,21,NO
25,0,5,2,5,2,3,101,1,60,10,NO
25,0,5,0,6,4,2,91,1,0,10,NO
27,0,5,0,6,4,2,98,1,0,10,NO
30,0,5,0,5,3,2,87,1,0,9,NO
26,0,5,0,6,4,2,109,1,0,10,NO
11,18,3,0,7,0,1,34,2,0,8,NO
0,0,0,2,4,1,3,47,1,100,10,NO
1,0,9,2,12,4,8,112,1,69,19,NO
1,0,4,2,4,0,3,16,1,37,4,NO
2,0,0,0,8,2,6,34,1,0,8,NO
1,0,3,1,3,0,3,12,1,0,3,NO
7,3,12,2,12,1,6,59,1,68,15,NO
3,0,5,1,20,3,4,72,2,75,18,NO
7,0,11,3,16,1,15,109,1,79,31,NO
1,0,3,0,15,0,2,15,2,0,3,NO
2,0,6,1,18,0,4,41,2,50,10,NO
0,0,6,1,6,0,6,21,1,16,6,NO
1,0,6,1,6,0,6,38,1,0,11,NO
12,0,2,0,16,0,1,30,2,0,4,NO
15,0,2,0,16,0,1,33,2,0,4,NO
9,0,2,0,16,0,1,19,2,0,4,NO
16,0,3,0,17,1,1,45,2,0,5,NO
7,0,3,0,156,0,3,20,6,0,5,NO
0,0,3,1,3,0,3,12,1,0,3,NO
0,0,7,2,7,0,7,33,2,28,7,NO
1,16,1,0,1,0,1,5,1,0,1,NO
4,0,4,1,5,0,4,30,2,0,7,NO
3,0,4,1,5,0,4,15,2,25,4,NO
9,0,5,4,6,1,4,31,2,55,8,NO
3,0,4,1,6,1,4,17,2,60,5,NO
8,0,4,4,5,0,4,27,2,31,7,NO
6,0,6,4,7,1,5,45,2,62,8,NO
4,0,4,1,5,0,4,27,2,0,6,NO
4,0,5,3,6,0,5,36,2,19,8,NO
9,0,9,2,10,5,4,47,2,55,11,NO
7,0,3,1,5,1,4,39,1,40,9,NO
8,0,3,1,5,1,4,32,1,40,7,NO
6,0,3,2,4,1,3,32,1,37,6,NO
6,0,3,1,5,1,4,32,1,40,7,NO
7,0,3,1,4,1,3,30,1,25,7,NO
8,0,3,2,4,1,3,33,1,37,7,NO
6,0,3,1,4,1,3,26,1,25,6,NO
6,0,3,1,5,1,4,32,1,40,7,NO
4,0,3,1,4,1,3,25,1,25,6,NO
8,0,3,2,4,1,3,33,1,37,7,NO
8,0,4,3,7,2,5,49,1,61,10,NO
7,0,3,1,5,1,4,35,1,40,8,NO
8,0,3,2,4,1,3,28,1,37,6,NO
0,0,2,1,2,1,1,17,1,0,4,NO
17,0,6,4,8,3,4,48,2,64,10,NO
2,0,3,0,13,0,3,16,3,0,4,NO
19,0,8,5,10,4,4,125,1,80,28,NO
11,0,5,5,5,1,4,47,1,64,9,NO
6,0,0,0,5,0,5,37,1,0,9,NO
6,0,13,3,13,0,13,50,1,30,13,NO
9,0,2,5,2,0,2,29,1,30,5,NO
1,2,7,0,7,1,1,85,1,0,17,NO
1,0,2,0,9,0,1,24,2,0,3,NO
3,0,5,0,12,3,1,269,2,0,25,NO
3,0,10,3,10,9,1,114,1,60,34,NO
1,0,3,3,3,3,0,30,1,33,7,NO
6,0,3,1,8,3,5,42,1,62,11,NO
1,0,2,1,2,0,2,19,1,0,5,NO
4,0,11,3,11,0,11,74,1,60,20,NO
2,0,6,2,6,0,6,27,1,50,7,NO
14,0,11,8,13,1,10,121,2,80,30,NO
7,0,8,3,10,0,8,47,2,54,10,NO
2,0,6,1,7,1,6,34,1,28,9,NO
3,0,6,3,8,1,7,33,1,66,8,NO
6,0,2,2,2,1,1,25,1,0,5,NO
8,0,5,2,5,4,1,59,1,60,16,NO
0,0,0,0,2,0,2,9,1,0,2,NO
4,0,4,1,4,1,3,79,1,50,9,NO
2,0,2,1,4,1,2,25,1,75,6,NO
8,0,5,3,8,5,2,116,1,75,24,NO
0,0,6,2,12,1,11,52,1,66,13,NO
1,0,5,1,5,3,2,47,1,40,13,NO
5,0,0,0,8,0,8,70,1,0,9,NO
1,0,6,2,6,1,5,29,1,33,9,NO
4,0,0,0,4,1,3,52,1,0,14,NO
4,0,8,2,8,5,3,64,1,62,19,NO
13,0,3,7,3,0,3,43,1,33,7,NO
2,0,9,2,16,2,14,88,1,65,26,NO
12,0,11,3,11,4,7,62,1,57,13,NO
4,0,4,1,4,0,4,29,1,0,6,NO
0,0,5,1,6,0,6,31,1,16,8,NO
22,0,26,8,27,1,26,238,1,83,53,NO
1,0,2,1,2,0,2,9,1,0,2,NO
13,0,12,5,14,7,5,120,2,75,19,NO
0,0,3,3,3,0,3,17,2,33,3,NO
5,2,17,5,17,1,16,91,1,82,28,NO
1,0,0,0,2,0,2,57,1,0,2,NO
1,0,0,0,1,0,1,39,1,0,1,NO
4,0,10,2,10,1,9,43,1,55,12,NO
5,0,13,2,14,0,14,65,1,17,15,NO
7,0,15,9,15,5,10,110,1,80,28,NO
7,0,4,4,4,0,4,71,1,0,8,NO
5,0,4,1,4,1,3,19,1,0,5,NO
0,0,1,1,1,0,1,6,1,0,1,NO
4,0,2,2,2,0,2,18,1,0,3,NO
6,0,2,2,2,0,2,22,1,0,4,NO
1,0,4,2,4,2,2,37,1,50,6,NO
9,0,12,1,12,6,6,104,1,33,28,NO
11,0,3,1,3,1,2,35,1,33,9,NO
3,0,11,4,12,2,10,60,1,60,15,NO
2,0,8,2,8,0,8,30,1,12,8,NO
1,0,8,2,8,1,7,42,1,18,11,NO
1,0,12,3,13,2,11,66,2,41,17,NO
7,0,9,4,9,2,7,49,1,16,10,NO
2,0,3,0,13,0,3,16,3,0,4,NO
7,0,5,4,5,1,4,57,1,0,6,NO
2,0,11,2,17,1,16,68,1,55,19,NO
3,0,10,3,10,2,8,53,1,33,11,NO
4,0,6,3,6,3,3,50,1,5,7,NO
1,0,4,1,5,0,5,18,1,19,5,NO
4,0,4,1,4,1,3,18,1,25,5,NO
6,0,12,8,12,1,11,85,1,71,16,NO
1,0,7,2,10,1,4,54,1,65,13,NO
6,0,10,1,10,0,10,72,1,9,20,NO
1,0,5,4,6,3,3,52,2,62,10,NO
4,0,1,0,8,0,0,10,3,0,2,NO
0,0,6,1,8,0,8,63,1,25,16,NO
1,0,3,1,4,1,3,27,1,25,8,NO
0,0,2,2,2,0,2,18,1,25,4,NO
2,0,3,0,13,0,3,16,3,0,4,NO
9,0,5,6,7,0,5,39,2,53,7,NO
27,0,2,0,17,2,1,82,2,0,7,NO
28,0,3,0,15,2,2,57,2,0,7,NO
8,0,7,3,7,1,6,58,1,52,12,NO
27,0,9,3,19,3,6,80,3,74,15,NO
29,0,10,4,20,4,6,90,3,75,17,NO
27,0,9,3,19,3,6,80,3,74,15,NO
1,0,6,2,14,0,14,76,2,75,19,NO
15,0,3,1,20,0,2,31,2,33,5,NO
7,0,5,4,5,1,4,67,1,44,17,NO
2,0,4,0,14,1,3,54,3,0,14,NO
2,0,1,0,8,0,0,9,3,0,2,NO
2,0,1,0,8,0,0,9,3,0,2,NO
1,0,0,0,5,1,4,52,1,0,13,NO
9,0,3,2,3,1,2,24,1,33,3,NO
3,0,1,0,8,0,0,16,3,0,3,NO
2,0,1,0,8,0,0,9,3,0,2,NO
2,0,1,0,8,0,0,11,3,0,2,NO
4,0,1,0,8,0,0,20,3,0,4,NO
2,0,1,0,8,0,0,9,3,0,2,NO
5,0,3,1,20,0,2,14,2,33,3,NO
5,0,1,0,8,0,0,11,3,0,2,NO
3,0,1,0,8,0,0,14,3,0,3,NO
5,0,2,0,2,0,2,11,1,0,3,NO
1,0,3,1,3,0,3,25,1,0,7,NO
1,0,2,1,2,0,2,12,1,0,2,NO
5,0,10,2,10,4,6,105,1,55,27,NO
13,1,52,18,56,9,35,650,1,92,127,NO
8,1,15,7,71,3,8,150,2,77,27,NO
3,0,3,0,74,2,1,48,3,0,11,NO
1,0,2,6,2,0,2,20,1,0,2,NO
1,0,2,2,2,0,2,11,1,0,2,NO
1,0,7,2,7,0,7,32,1,42,7,NO
1,0,2,2,2,0,2,11,1,0,2,NO
1,0,2,4,2,0,2,16,1,0,2,NO
0,0,2,1,2,0,2,12,1,0,3,NO
1,0,3,2,3,1,2,22,1,33,5,NO
5,0,1,0,46,0,1,9,3,0,1,NO
2,0,1,0,46,0,1,7,3,0,1,NO
0,0,6,3,7,1,6,34,1,61,9,NO
2,0,8,3,8,0,8,38,1,45,9,NO
1,1,3,0,9,0,1,28,2,0,3,NO
0,2,6,3,6,0,4,25,1,61,6,NO
0,1,6,4,6,0,4,29,1,54,6,NO
1,2,3,0,9,0,1,18,2,0,3,NO
2,1,4,0,13,0,3,25,3,0,5,NO
10,0,41,9,41,9,32,1202,1,89,132,NO
0,34,2,0,11,0,2,8,3,0,2,NO
0,1,2,0,8,0,2,8,2,0,2,NO
0,16,2,0,11,0,2,8,3,0,2,NO
1,0,5,3,5,0,5,20,1,66,5,NO
0,2,1,0,14,0,1,5,4,0,1,NO
0,0,6,1,6,0,6,26,2,66,6,NO
1,0,0,0,1,0,1,19,1,0,1,NO
1,0,0,0,1,0,1,8,1,0,1,NO
1,0,0,0,1,0,1,8,1,0,1,NO
5,0,9,4,11,8,3,112,1,72,29,NO
0,0,3,1,3,0,3,24,1,0,7,NO
2,0,0,0,1,0,1,15,1,0,4,NO
0,0,1,0,1,0,1,5,1,0,1,NO
8,0,1,0,1,0,1,20,1,0,3,NO
15,0,6,4,8,0,6,39,2,62,6,NO
9,0,2,0,16,1,1,28,2,0,4,NO
9,0,2,0,16,1,1,25,2,0,4,NO
25,0,13,3,75,4,8,127,4,72,23,NO
3,0,1,0,8,0,0,12,3,0,3,NO
4,0,13,5,13,1,12,133,1,61,31,NO
3,0,7,7,8,0,8,64,1,82,12,NO
11,2,22,1,23,7,11,242,1,59,63,NO
1,2,25,0,30,9,19,199,2,0,49,NO
5,2,19,2,19,1,18,138,1,89,36,NO
2,0,22,4,22,1,21,170,1,60,43,NO
2,0,20,6,43,5,13,223,2,78,57,NO
0,0,0,0,2,0,2,39,1,0,10,NO
0,0,7,5,7,3,4,76,1,45,20,NO
0,0,5,2,5,0,5,24,1,30,6,NO
5,0,11,2,12,3,5,130,1,50,37,NO
2,0,12,4,12,1,7,62,1,41,16,NO
4,0,10,4,10,2,8,100,1,42,19,NO
3,0,11,3,11,0,11,49,2,81,12,NO
1,0,6,2,6,0,6,32,1,16,6,NO
2,0,6,2,6,2,4,54,1,58,10,NO
0,0,2,1,2,0,2,23,1,0,5,NO
0,0,11,2,11,0,11,50,1,18,14,NO
6,0,9,4,11,3,7,108,1,72,28,NO
3,0,4,0,27,2,2,49,2,0,15,NO
3,0,12,2,42,0,12,60,3,58,13,NO
3,0,27,2,57,0,27,195,3,25,54,NO
2,0,10,3,10,0,10,69,1,36,19,NO
1,0,13,2,13,0,13,66,2,53,19,NO
1,0,2,1,2,0,2,9,1,0,2,NO
6,0,8,1,27,2,6,94,2,25,12,NO
4,0,6,1,25,0,6,33,2,16,8,NO
4,0,11,2,12,3,6,95,1,45,24,NO
5,0,9,8,9,3,4,116,1,80,31,NO
0,0,0,0,0,0,0,2,1,0,0,NO
0,0,7,4,7,0,7,38,1,57,11,NO
1,0,6,4,6,0,6,36,1,58,10,NO
1,0,3,1,4,1,3,16,1,25,4,NO
1,0,11,4,11,0,11,66,1,36,18,NO
0,0,0,0,0,0,0,2,1,0,0,NO
14,0,4,4,6,0,3,35,2,65,5,NO
2,0,3,2,3,0,2,14,1,33,3,NO
11,0,19,4,21,11,8,222,2,73,53,NO
6,4,13,10,13,0,3,50,1,90,12,NO
1,0,6,4,6,0,6,28,1,58,6,NO
0,0,8,3,8,0,8,31,1,66,8,NO
4,0,21,5,21,3,17,191,1,73,54,NO
5,0,8,2,8,0,8,70,1,31,13,NO
4,0,6,1,6,0,6,38,1,16,10,NO
0,0,6,3,6,0,6,24,1,61,6,NO
1,0,5,1,5,0,5,14,1,100,5,NO
4,0,3,2,16,0,3,16,2,33,3,NO
4,0,3,1,16,0,3,22,2,33,3,NO
4,0,3,2,16,0,3,20,2,16,3,NO
10,0,3,2,16,0,3,21,2,33,3,NO
8,0,6,3,6,0,6,34,1,50,7,NO
6,0,10,1,10,8,2,70,1,90,10,NO
3,0,2,3,2,0,2,31,1,33,4,NO
5,0,17,3,17,7,9,174,1,56,42,NO
5,0,4,0,4,2,1,31,1,0,7,NO
2,0,3,1,3,1,2,16,1,33,3,NO
3,0,3,2,3,0,3,19,1,33,4,NO
13,0,5,2,5,1,4,35,1,50,8,NO
0,0,7,3,7,0,7,32,1,33,8,NO
3,0,3,2,3,0,3,42,1,16,8,NO
3,0,1,0,1,0,1,15,1,0,2,NO
5,0,12,2,12,5,7,101,1,54,31,NO
4,0,7,1,7,2,5,72,1,0,19,NO
3,0,4,4,4,0,4,40,1,50,9,NO
2,0,3,1,3,1,2,67,1,66,7,NO
0,0,0,0,18,3,14,95,1,0,27,NO
0,0,6,0,6,0,6,17,1,0,6,NO
0,0,6,2,6,0,6,30,1,25,8,NO
3,0,12,2,14,2,7,123,1,64,32,NO
0,0,1,0,3,1,2,26,1,0,3,NO
0,0,2,3,2,0,2,24,1,33,4,NO
1,0,10,5,10,3,7,95,1,74,25,NO
2,0,14,3,14,1,13,118,1,40,31,NO
6,0,8,2,11,3,5,176,1,54,43,NO
0,0,2,1,2,0,2,9,1,0,2,NO
1,0,5,4,5,2,3,57,1,44,13,NO
1,0,10,6,11,3,8,139,1,77,30,NO
1,0,11,2,14,3,6,101,1,53,27,NO
3,122,2,0,2,0,2,7,1,0,2,NO
3,0,3,2,3,0,3,18,1,33,4,NO
8,0,5,6,7,0,5,36,2,53,6,NO
5,0,3,3,13,1,12,57,1,82,15,NO
12,0,18,3,20,4,16,166,1,68,46,NO
6,0,4,2,4,0,1,36,1,25,8,NO
7,0,3,1,3,0,1,17,1,0,4,NO
0,0,4,9,4,0,4,35,1,55,5,NO
3,0,0,0,1,1,0,14,1,0,2,NO
2,0,2,1,2,0,1,9,1,0,2,NO
6,0,2,1,2,0,1,14,1,0,3,NO
23,0,1,3,1,0,0,73,1,66,17,NO
2,0,2,1,2,0,1,9,1,0,2,NO
1,0,1,0,1,0,1,5,1,0,1,NO
6,0,3,2,5,0,3,16,2,16,3,NO
17,0,6,2,10,3,5,86,2,50,22,NO
5,0,3,1,3,0,1,17,1,0,4,NO
5,0,4,1,4,0,4,15,1,25,4,NO
1,0,2,1,2,0,1,17,1,0,5,NO
4,0,6,1,6,1,5,28,1,16,7,NO
6,0,2,1,2,0,1,14,1,0,3,NO
5,0,20,6,20,1,19,86,1,55,22,NO
1,0,3,1,3,0,2,20,1,0,5,NO
11,0,11,10,13,6,2,100,2,67,18,NO
3,0,5,2,7,0,5,24,2,60,5,NO
5,0,3,3,5,0,3,20,2,22,3,NO
5,0,4,2,6,0,3,36,2,12,8,NO
9,0,7,3,9,0,7,45,2,52,11,NO
7,0,5,3,7,1,3,41,2,66,10,NO
5,0,5,1,7,0,5,23,2,19,6,NO
12,0,9,6,11,5,3,113,2,64,27,NO
4,0,4,2,6,1,3,24,2,12,4,NO
12,0,5,2,5,0,4,27,1,50,6,NO
4,0,4,2,4,0,4,16,1,37,4,NO
5,0,5,2,6,1,5,27,1,41,7,NO
1,0,3,1,3,0,2,15,1,0,4,NO
9,0,6,3,8,0,4,77,2,33,16,NO
1,0,0,0,1,0,1,8,1,0,1,NO
5,13,13,1,13,0,12,42,1,7,13,NO
3,0,3,0,16,0,3,15,2,0,4,NO
4,0,2,0,19,0,1,10,3,0,3,NO
9,0,7,1,21,3,4,108,2,71,8,NO
5,0,3,0,17,0,3,21,2,0,3,NO
0,0,4,2,4,1,3,51,1,25,15,NO
2,0,3,4,4,1,3,34,1,25,8,NO
27,0,7,4,7,5,2,67,1,67,11,NO
3,0,10,2,10,6,4,115,1,80,31,NO
4,0,4,1,4,0,4,19,1,25,5,NO
0,0,7,3,7,0,7,30,1,66,8,NO
3,0,3,1,3,0,2,21,1,66,5,NO
1,0,7,4,7,0,7,33,1,57,8,NO
3,0,5,1,5,0,5,55,1,0,17,NO
1,0,5,3,5,0,5,32,1,53,8,NO
3,0,4,1,4,2,2,36,1,25,10,NO
6,0,11,2,12,4,8,188,1,50,39,NO
2,0,2,1,2,0,2,17,1,0,4,NO
2,0,2,1,2,0,2,22,1,0,6,NO
2,0,2,1,2,0,2,17,1,0,4,NO
2,0,1,0,1,0,1,9,1,0,2,NO
0,0,0,0,0,0,0,2,1,0,0,NO
3,0,8,3,8,1,7,37,1,50,9,NO
4,0,0,0,1,0,1,16,1,0,3,NO
7,0,5,5,5,1,4,56,1,43,10,NO
5,0,10,2,10,1,9,80,1,50,15,NO
1,0,6,2,7,2,5,63,1,35,14,NO
2,0,12,2,12,4,8,127,1,50,39,NO
2,0,4,1,4,2,2,38,1,25,11,NO
10,0,0,0,2,1,1,16,1,0,3,NO
14,0,6,2,8,2,4,46,2,41,9,NO
4,0,11,2,11,1,10,55,1,40,15,NO
