Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
Class,net.sourceforge.plantuml.real.RealMiddle,1,0,8,3,14,1,5,33,2,54,8,NO
Class,net.sourceforge.plantuml.real.RealMiddle2,2,0,5,2,17,0,2,25,3,40,5,NO
Class,net.sourceforge.plantuml.real.RealMin,2,0,8,1,14,0,6,38,2,37,11,NO
Class,net.sourceforge.plantuml.salt.element.LeftFirst,1,0,1,0,1,0,1,10,1,0,2,NO
Class,net.sourceforge.plantuml.salt.element.TopFirst,1,0,1,0,1,0,1,10,1,0,2,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.ArrowAndNoteBox,6,0,15,2,40,0,14,96,3,46,23,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.ArrowAndParticipant,7,0,16,3,41,1,14,90,3,47,19,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.DrawableSetInitializer,67,0,27,9,27,22,5,505,1,72,104,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.FreeYStrategyBasic,2,0,2,0,2,0,2,7,1,0,2,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.FrontierComplex,1,0,8,1,8,2,4,54,1,0,16,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.FrontierSimple,1,0,3,1,3,0,3,18,1,0,5,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.FrontierStackImpl,3,0,10,1,10,2,8,71,1,19,10,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.FrontierStackImpl.Stack,1,0,3,2,3,1,0,17,1,33,4,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GraphicalDelayText,8,0,6,3,14,0,5,37,2,50,6,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GraphicalDivider,7,0,5,1,13,0,4,26,2,19,5,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GraphicalHSpace,3,0,5,1,13,0,4,22,2,60,5,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GraphicalNewpage,7,0,5,1,13,0,4,26,2,19,5,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GraphicalReference,9,0,8,4,16,0,7,55,2,62,11,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GroupingGraphicalElementHeader,8,0,7,4,19,0,6,60,3,60,13,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.GroupingGraphicalElementTail,4,0,4,0,16,0,3,16,3,0,4,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.InGroupablesStack,2,0,4,1,4,0,4,24,1,0,7,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.MessageArrow,15,0,16,3,41,3,12,115,3,83,26,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.MessageSelfArrow,14,0,13,3,38,0,12,78,3,82,15,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.NoteBox,14,0,13,6,21,1,11,103,2,71,24,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.NotesBoxes,7,0,10,3,18,0,8,89,2,63,22,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.PageSplitter,2,0,6,8,6,4,1,59,1,35,9,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.ParticipantRange,0,0,4,2,4,0,4,20,1,25,5,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.SegmentColored,11,0,12,4,12,1,10,93,1,66,14,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.Step1Message,39,0,14,1,27,12,0,195,2,71,41,NO
Class,net.sourceforge.plantuml.sequencediagram.graphic.Step1MessageExo,24,0,5,1,18,3,0,76,2,40,12,NO
Class,net.sourceforge.plantuml.stats.HumanDuration,0,0,2,1,2,0,2,27,1,0,5,NO
Class,net.sourceforge.plantuml.sudoku.dlx_generator,0,0,7,57,7,0,3,443,1,77,113,NO
Class,net.sourceforge.plantuml.sudoku.dlx_solver,0,0,4,61,4,0,1,455,1,70,125,NO
Class,net.sourceforge.plantuml.svek.CircleAndArrow,5,0,3,8,4,2,2,42,1,59,5,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityArrow,7,0,5,3,9,1,4,49,2,26,7,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityArrowAndCircle,7,0,3,4,7,0,3,32,2,33,3,YES
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCircle,6,0,3,2,8,1,3,27,2,37,5,YES
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCircleConnect,6,0,3,6,7,0,3,25,2,44,3,YES
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCircleCross,7,0,4,4,9,2,3,31,2,50,5,YES
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCircleCrowfoot,4,0,3,3,8,1,3,36,2,50,4,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCircleLine,6,0,3,2,8,1,3,39,2,37,4,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityCrowfoot,4,0,3,3,8,1,3,42,2,41,6,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityDiamond,4,0,4,4,8,0,4,43,2,43,7,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityDoubleLine,3,0,3,3,8,1,3,37,2,50,4,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityExtends,3,0,3,3,7,0,3,26,2,33,3,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityHalfArrow,4,0,4,3,8,0,4,30,2,41,5,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityLineCrowfoot,3,0,3,3,8,1,3,38,2,50,4,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityNotNavigable,2,0,3,2,7,0,3,24,2,33,3,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityParenthesis,4,0,3,4,7,0,3,19,2,41,3,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityParenthesis2,4,0,3,4,7,0,3,25,2,33,3,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityPlus,6,0,4,4,10,3,3,37,2,50,6,YES
Class,net.sourceforge.plantuml.svek.extremity.ExtremityStateLine1,9,0,4,4,9,2,3,43,2,55,5,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityStateLine2,8,0,3,4,7,0,3,28,2,33,3,NO
Class,net.sourceforge.plantuml.svek.extremity.ExtremityTriangle,4,0,3,4,7,0,3,30,2,33,5,NO
Class,net.sourceforge.plantuml.svek.extremity.MiddleCircle,5,0,3,3,7,0,3,15,2,55,3,NO
Class,net.sourceforge.plantuml.svek.extremity.MiddleCircleCircled,7,0,3,8,7,0,3,37,2,54,6,YES
Class,net.sourceforge.plantuml.svek.PointListIteratorImpl,2,0,5,2,6,1,4,39,1,50,9,NO
Class,net.sourceforge.plantuml.swing.AboutWindow,2,0,7,0,8,6,2,76,2,0,9,NO
Class,net.sourceforge.plantuml.swing.ImageWindow2,19,0,18,18,18,15,3,315,2,87,35,NO
Class,net.sourceforge.plantuml.swing.LicenseWindow,3,0,4,0,5,3,2,63,2,0,6,NO
Class,net.sourceforge.plantuml.swing.ScrollablePicture,0,0,10,2,10,0,10,64,2,70,16,NO
Class,net.sourceforge.plantuml.swing.SimpleLine2,1,0,7,3,9,1,8,41,1,62,10,NO
Class,net.sourceforge.plantuml.telnet.AcceptTelnetClient,4,0,3,3,3,0,2,38,2,33,7,NO
Class,net.sourceforge.plantuml.wbs.Fork,9,0,3,4,11,0,3,54,3,25,8,NO
Class,net.sourceforge.plantuml.wbs.ITFComposed,10,0,10,5,19,3,7,108,3,63,18,NO
Class,net.sourceforge.plantuml.wbs.ITFLeaf,12,0,7,1,9,0,7,35,2,57,8,NO
Class,net.sourceforge.plantuml.wbs.WElement,12,0,14,9,14,2,12,89,1,80,20,NO
Class,net.sourceforge.plantuml.zopfli.BlockSplitter,3,0,0,0,3,1,0,121,1,0,24,NO
Class,net.sourceforge.plantuml.zopfli.Cookie,5,0,3,41,7,0,0,128,1,95,15,NO
Class,net.sourceforge.plantuml.zopfli.Deflate,12,0,0,0,20,16,1,668,1,0,159,NO
Class,net.sourceforge.plantuml.zopfli.Hash,1,0,3,9,3,0,3,89,1,40,14,NO
Class,net.sourceforge.plantuml.zopfli.Katajainen,2,0,0,0,3,2,0,86,1,0,20,NO
Class,net.sourceforge.plantuml.zopfli.LongestMatchCache,1,0,5,4,5,0,0,94,1,30,19,NO
Class,net.sourceforge.plantuml.zopfli.LzStore,0,0,4,3,4,0,0,21,1,25,4,NO
Class,net.sourceforge.plantuml.zopfli.Squeeze,7,0,0,0,5,2,0,192,1,0,36,NO
Class,net.sourceforge.plantuml.zopfli.SymbolStats,3,0,8,5,8,0,0,147,1,55,34,NO
Class,net.sourceforge.plantuml.zopfli.Util,0,0,0,0,5,4,0,194,1,0,59,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.plugins.Plugin,3,1,6,4,6,0,6,24,1,81,4,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.projection.Projection,4,3,26,16,26,0,24,158,1,86,19,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.scanbit.BitGeneratorMap,9,2,10,4,14,2,3,67,2,62,11,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.scanbit.ScanBitGenerator,1,1,4,3,4,0,4,19,1,66,3,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.scandot.ScanDotGenerator,0,2,2,1,2,0,2,9,1,0,1,NO
Public Abstract Class,ext.plantuml.com.ctreber.acearth.shader.Shader,4,3,8,8,9,1,7,83,1,75,16,NO
Public Abstract Class,ext.plantuml.com.ctreber.aclib.gui.MonitoredObject,1,5,4,1,4,0,3,17,1,0,4,NO
Public Abstract Class,ext.plantuml.com.ctreber.aclib.sort.CTSort,1,1,2,0,2,0,2,8,1,0,1,NO
Public Abstract Class,ext.plantuml.com.google.zxing.common.ECI,1,1,2,1,3,0,2,18,1,33,5,NO
Public Abstract Class,ext.plantuml.com.google.zxing.ReaderException,0,3,2,0,2,0,1,7,2,0,2,NO
Public Abstract Class,jcckit.data.DataContainer,3,2,12,2,12,2,9,77,1,54,18,NO
Public Abstract Class,jcckit.graphic.BasicGraphicalElement,1,3,3,1,3,0,3,12,1,33,3,NO
Public Abstract Class,jcckit.plot.AbstractSymbolFactory,8,3,5,2,5,0,3,33,1,25,5,NO
Public Abstract Class,jcckit.util.FlatConfigData,0,2,7,1,7,1,4,39,1,19,13,NO
Public Abstract Class,net.sourceforge.plantuml.AbstractPSystem,18,37,17,2,17,1,15,86,1,78,22,YES
Public Abstract Class,net.sourceforge.plantuml.activitydiagram3.ftile.AbstractConnection,2,52,5,2,5,0,5,27,1,19,7,NO
Public Abstract Class,net.sourceforge.plantuml.activitydiagram3.ftile.AbstractFtile,12,33,14,2,16,0,13,55,2,76,16,NO
Public Abstract Class,net.sourceforge.plantuml.activitydiagram3.ftile.vcompact.AbstractParallelFtilesBuilder,20,3,16,5,16,1,4,80,1,90,18,NO
Public Abstract Class,net.sourceforge.plantuml.activitydiagram3.ftile.vcompact.cond.FtileDimensionMemoize,3,2,3,1,19,0,1,13,3,50,3,NO
Public Abstract Class,net.sourceforge.plantuml.activitydiagram3.ftile.vertical.FtileDecorate,9,9,17,1,19,0,16,61,2,0,19,NO
Public Abstract Class,net.sourceforge.plantuml.api.ImageDataAbstract,0,2,6,3,6,0,6,24,1,66,6,NO
Public Abstract Class,net.sourceforge.plantuml.asciiart.AbstractComponentText,4,16,3,0,3,0,3,13,1,0,3,NO
Public Abstract Class,net.sourceforge.plantuml.classdiagram.AbstractEntityDiagram,4,4,3,0,156,0,2,28,5,0,6,YES
Public Abstract Class,net.sourceforge.plantuml.command.PSystemAbstractFactory,8,5,4,1,4,0,1,24,1,50,4,YES
Public Abstract Class,net.sourceforge.plantuml.command.PSystemCommandFactory,51,21,14,1,18,4,3,189,2,91,38,YES
Public Abstract Class,net.sourceforge.plantuml.command.PSystemSingleLineFactory,11,18,3,0,7,0,1,34,2,0,8,YES
Public Abstract Class,net.sourceforge.plantuml.command.regex.MyPattern,2,0,0,0,8,2,6,34,1,0,8,NO
Public Abstract Class,net.sourceforge.plantuml.command.regex.RegexComposed,7,3,12,2,12,1,6,59,1,68,15,NO
Public Abstract Class,net.sourceforge.plantuml.creole.atom.AbstractAtom,1,15,1,0,1,0,1,5,1,0,1,NO
Public Abstract Class,net.sourceforge.plantuml.creole.rosetta.ReaderAbstractWiki,1,2,7,0,7,1,1,85,1,0,17,NO
Public Abstract Class,net.sourceforge.plantuml.cucadiagram.BodyEnhancedAbstract,9,2,7,3,10,0,3,53,2,83,13,NO
Public Abstract Class,net.sourceforge.plantuml.cucadiagram.CucaDiagram,45,2,88,15,153,10,69,718,4,94,202,YES
Public Abstract Class,net.sourceforge.plantuml.cucadiagram.EntityUtils,4,0,0,0,4,1,3,52,1,0,14,NO
Public Abstract Class,net.sourceforge.plantuml.cucadiagram.WithLinkType,5,3,17,5,17,1,16,91,1,82,28,YES
Public Abstract Class,net.sourceforge.plantuml.error.PSystemError,47,3,29,2,46,21,5,314,2,91,54,YES
Public Abstract Class,net.sourceforge.plantuml.evalex.AbstractFunction,1,1,3,0,9,0,1,28,2,0,3,NO
