CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,Alter
13,0,6,1,7,3,4,177,2,71,10,NO
4,0,5,4,5,0,5,152,2,75,10,NO
2,0,4,6,8,2,2,50,3,54,7,NO
12,0,6,14,6,0,3,130,2,65,21,YES
6,0,4,6,8,2,2,103,3,54,10,NO
9,0,5,1,9,1,1,254,3,60,10,NO
5,0,2,3,2,0,2,49,2,0,3,NO
9,0,2,3,2,0,2,68,2,33,3,NO
8,0,3,2,3,2,1,109,2,33,8,NO
2,0,2,0,2,0,1,37,2,0,4,NO
4,0,3,2,6,0,2,41,3,50,4,NO
5,0,1,0,1,0,1,56,2,0,2,NO
5,0,2,1,2,1,1,77,2,0,5,YES
8,0,2,3,2,1,1,97,2,16,7,YES
4,0,1,0,1,0,1,90,2,0,2,NO
2,0,1,0,1,0,1,37,2,0,1,NO
8,0,2,1,2,1,1,85,2,0,5,NO
8,0,7,2,10,3,2,193,3,50,14,NO
8,0,18,4,19,5,14,147,2,78,27,NO
21,0,19,24,19,4,11,314,2,89,57,YES
1,16,3,2,3,0,3,15,2,33,3,NO
29,0,47,3,48,15,25,1089,2,96,111,YES
9,0,6,4,7,1,6,69,2,77,8,NO
0,0,11,4,11,0,11,42,1,63,11,NO
6,0,3,4,6,1,1,84,3,41,15,YES
7,0,4,4,4,0,3,88,2,62,4,YES
13,4,7,4,7,1,4,229,2,58,36,YES
11,0,8,4,11,2,4,391,3,78,20,NO
5,0,5,2,8,2,1,186,3,50,8,NO
5,0,2,0,5,0,1,55,3,0,3,NO
3,0,1,0,1,0,1,61,2,0,1,NO
2,0,1,0,1,0,1,51,2,0,1,NO
2,0,1,1,1,0,1,68,2,0,1,NO
9,0,4,5,7,2,1,240,3,50,27,YES
14,0,9,1,15,1,13,105,1,81,14,NO
8,0,2,2,2,0,2,56,2,25,3,NO
6,0,2,2,2,0,2,75,2,25,3,NO
4,0,2,3,2,1,1,161,2,16,4,NO
4,0,1,1,1,0,1,132,2,0,1,NO
5,0,2,1,2,0,2,57,2,0,2,NO
1,2,2,0,2,0,1,32,2,0,2,NO
3,0,2,6,2,1,1,38,2,16,4,NO
5,0,1,2,1,0,1,64,2,0,1,NO
16,0,13,5,13,0,7,262,2,70,22,NO
6,0,2,0,3,0,2,16,3,0,4,NO
6,0,4,2,4,1,3,121,2,50,4,NO
11,0,6,3,6,2,4,159,2,55,8,NO
3,0,3,0,4,0,3,15,3,0,3,NO
8,0,6,5,6,1,5,83,2,60,9,NO
2,0,2,3,2,0,2,34,2,16,5,NO
9,0,9,4,9,1,6,180,2,52,14,NO
9,0,7,6,7,0,6,129,2,66,11,NO
6,0,2,7,2,0,2,57,2,28,6,YES
7,0,4,5,4,2,2,136,2,65,7,NO
3,0,3,4,3,1,1,85,2,33,9,NO
9,0,7,2,9,7,1,335,3,56,20,YES
3,0,3,2,6,1,1,76,3,33,6,YES
10,0,7,9,7,2,5,131,2,66,17,NO
1,6,3,2,3,0,3,16,2,33,3,NO
5,0,4,1,7,1,2,202,3,50,10,YES
8,0,6,3,7,1,5,241,3,55,10,YES
4,0,3,3,6,1,1,88,3,22,9,YES
3,0,3,2,6,1,1,112,3,33,11,YES
9,0,7,7,7,2,5,116,2,65,14,NO
1,4,3,2,3,0,3,15,2,33,3,NO
9,0,7,3,8,1,6,258,3,47,16,NO
5,0,4,3,7,2,1,118,3,33,11,YES
4,0,1,0,1,0,1,104,2,0,13,NO
8,0,7,5,7,2,5,97,2,62,11,NO
1,2,3,2,3,0,3,14,2,33,3,NO
8,0,7,3,8,1,6,250,3,47,11,NO
4,0,3,3,6,1,1,114,3,22,9,YES
5,0,1,0,1,0,1,75,2,0,2,NO
22,0,36,3,37,17,17,928,2,93,68,YES
2,0,2,1,2,0,2,59,2,50,2,NO
8,0,5,3,5,1,4,175,2,53,5,YES
7,0,7,3,8,5,2,258,3,76,14,YES
5,0,4,1,5,2,1,121,3,50,9,NO
9,0,2,3,2,0,2,64,2,33,5,YES
10,0,6,6,6,1,5,116,2,69,11,YES
3,0,2,3,2,1,1,47,2,16,2,NO
7,0,8,3,9,2,6,174,3,50,11,NO
3,0,1,0,1,0,1,171,2,0,19,YES
9,0,7,3,8,1,6,268,3,47,13,NO
10,0,7,6,7,1,6,128,2,71,11,YES
10,0,7,10,8,1,5,310,2,76,23,YES
8,0,7,3,8,1,6,222,3,47,11,NO
5,0,2,6,2,0,2,84,2,33,3,NO
6,0,3,2,3,1,2,127,2,33,4,NO
6,0,2,1,3,0,2,23,3,0,4,NO
3,0,3,2,3,2,1,104,2,66,4,NO
3,0,2,2,2,0,2,92,2,25,8,NO
6,0,3,2,3,0,2,146,2,66,3,YES
8,0,9,5,9,0,4,103,2,71,13,NO
6,0,12,13,12,3,2,418,2,73,28,YES
8,0,7,5,7,1,4,173,2,68,9,NO
7,0,8,4,8,4,4,224,2,40,14,NO
6,0,2,6,2,0,2,70,2,25,4,NO
8,0,9,5,9,2,4,116,2,71,13,NO
6,0,9,7,9,1,3,340,2,63,30,YES
3,0,1,0,2,0,1,8,3,0,1,NO
7,0,7,4,7,1,4,172,2,64,10,NO
20,0,13,6,14,1,13,152,2,79,26,NO
2,0,1,0,1,0,1,12,2,0,2,NO
7,0,10,6,11,1,7,103,2,83,15,NO
4,0,1,0,1,0,1,21,2,0,1,NO
4,0,2,2,2,0,2,113,2,50,4,NO
3,0,1,0,1,0,1,86,2,0,1,NO
4,0,1,0,1,0,1,63,2,0,1,NO
6,0,5,1,6,4,2,207,2,50,11,NO
3,0,2,1,2,0,2,116,2,0,3,NO
6,0,12,1,12,1,11,151,2,0,14,NO
2,0,2,5,2,0,2,56,2,30,4,NO
8,0,2,1,2,1,1,159,2,0,7,YES
11,0,5,3,6,2,3,264,3,53,7,YES
8,0,3,6,4,1,2,251,3,55,18,NO
16,0,10,4,11,3,7,339,3,67,19,NO
8,0,7,7,7,2,5,113,2,67,14,NO
1,2,3,2,3,0,3,15,2,33,3,NO
9,0,4,4,4,2,2,166,2,56,27,NO
6,0,3,5,6,1,1,87,3,26,12,YES
11,0,3,8,3,1,2,132,2,50,9,YES
11,0,5,3,6,2,3,186,3,53,8,YES
10,0,5,3,6,2,3,141,3,53,8,YES
11,0,6,4,7,2,4,334,3,62,11,YES
10,0,4,7,5,1,3,248,3,64,15,YES
9,0,4,2,5,2,2,237,3,50,7,YES
3,0,1,0,1,0,1,115,2,0,13,YES
4,0,1,0,1,0,1,100,2,0,10,YES
4,0,1,0,1,0,1,65,2,0,10,YES
2,0,2,0,10,1,1,17,3,66,5,NO
11,0,5,4,5,2,3,209,2,55,25,YES
17,0,28,3,28,1,22,239,2,83,43,NO
7,0,9,9,9,3,6,213,2,76,31,YES
13,0,4,4,5,2,3,256,2,60,42,YES
3,0,1,0,1,0,1,60,2,0,1,NO
2,0,4,1,5,2,3,112,2,70,6,YES
7,0,13,6,14,1,13,78,1,86,18,NO
3,0,3,1,55,2,1,98,4,66,28,YES
8,0,5,0,6,1,5,65,2,83,14,NO
20,0,25,7,26,1,22,196,2,90,38,YES
1,0,1,0,5,0,1,5,3,0,1,NO
10,0,1,0,1,0,1,151,2,0,9,YES
10,0,5,4,7,4,3,201,2,77,15,YES
7,0,3,0,3,1,1,92,2,0,11,NO
11,0,5,2,6,3,2,188,3,60,15,NO
8,0,5,4,5,1,3,108,2,44,17,YES
9,0,8,7,8,2,6,110,2,69,14,NO
3,0,3,4,3,1,1,62,2,33,12,NO
9,0,5,3,6,1,4,181,3,53,9,NO
5,0,3,2,3,1,2,139,2,33,4,NO
8,0,6,8,6,2,4,156,2,70,10,NO
7,0,1,4,1,0,1,236,2,25,6,YES
9,0,7,3,8,1,6,183,3,47,10,NO
8,0,5,2,5,1,4,151,2,50,6,NO
8,0,3,4,3,0,3,84,2,41,6,NO
4,0,1,0,1,0,1,145,2,0,13,YES
6,0,3,4,4,1,2,158,3,41,10,NO
7,0,3,0,3,1,1,115,2,0,13,NO
9,0,2,0,5,1,1,55,3,0,2,NO
3,0,1,0,1,0,1,37,2,0,1,NO
3,0,6,4,6,0,6,62,2,62,9,NO
9,0,2,1,3,1,1,93,3,50,5,NO
0,4,3,2,3,0,3,12,2,66,3,NO
7,0,2,3,5,1,1,44,3,33,2,NO
8,0,7,5,7,2,5,98,2,62,11,YES
1,2,3,2,3,0,3,14,2,33,3,NO
3,0,3,2,6,1,1,49,3,33,5,NO
7,0,7,3,7,1,6,162,2,47,9,YES
3,0,1,0,2,0,1,9,3,0,1,NO
8,0,7,5,7,2,5,96,2,62,11,NO
1,2,3,2,3,0,3,14,2,33,3,NO
5,0,3,3,6,1,1,100,3,22,11,YES
11,0,8,5,8,1,7,221,2,62,16,YES
3,0,3,4,3,1,1,82,2,33,9,NO
9,0,7,2,9,7,1,338,3,56,20,NO
7,0,3,21,4,1,1,431,3,65,56,NO
4,0,3,5,3,2,1,87,2,33,6,NO
6,0,5,2,5,3,2,195,2,60,6,NO
8,0,5,2,5,3,2,228,2,60,19,NO
4,0,3,1,3,1,2,86,2,33,5,NO
11,0,3,1,4,1,1,416,3,66,64,YES
2,0,1,0,2,0,1,6,3,0,1,NO
2,0,2,2,2,1,1,60,2,0,2,NO
6,0,5,2,5,3,2,199,2,30,7,NO
4,0,1,2,2,0,1,128,3,0,1,NO
11,0,4,2,5,3,1,206,3,50,37,YES
5,0,1,2,2,0,1,53,3,0,2,NO
6,0,2,2,3,1,1,45,3,50,2,NO
7,0,3,1,4,1,2,68,3,33,5,NO
1,0,1,0,1,0,1,22,2,0,1,NO
14,0,12,9,13,10,2,766,3,86,18,YES
4,0,1,0,1,0,1,200,2,0,16,YES
11,0,6,1,7,5,2,263,2,42,19,NO
7,0,6,5,7,1,2,214,3,73,16,NO
8,0,3,2,3,2,1,109,2,33,8,NO
6,0,2,2,2,0,2,59,2,25,3,NO
2,0,2,0,2,0,1,37,2,0,4,NO
4,0,3,2,3,2,1,166,2,33,6,NO
2,0,2,0,2,0,2,208,2,0,14,YES
6,0,3,2,4,2,1,48,3,50,3,NO
3,0,2,1,2,0,2,39,2,50,2,NO
5,0,1,1,2,0,1,68,3,0,2,NO
8,0,2,0,3,0,2,29,3,0,5,YES
1,0,2,1,2,0,2,43,2,0,2,NO
4,0,2,0,2,0,2,38,2,0,2,NO
1,0,2,1,2,0,2,30,2,50,3,NO
8,0,4,2,4,1,2,120,2,50,5,NO
3,0,3,1,3,1,2,127,2,33,5,NO
6,0,3,1,3,1,2,129,2,33,5,NO
7,0,2,0,2,1,1,279,2,0,20,YES
13,0,7,9,7,1,6,129,2,69,17,NO
5,0,3,3,3,0,2,56,2,22,8,NO
4,0,3,14,3,1,1,186,2,54,13,NO
6,0,8,6,9,2,6,340,3,75,13,YES
12,0,8,5,8,6,2,311,2,82,13,YES
3,0,2,0,3,0,2,12,3,0,2,NO
9,0,5,2,5,3,2,193,2,90,5,YES
8,0,2,6,2,0,2,103,2,50,2,NO
8,0,2,7,2,0,2,105,2,50,2,NO
10,0,3,7,3,1,2,107,2,42,8,NO
3,0,1,0,1,0,1,60,2,0,1,NO
6,0,7,8,7,2,4,344,2,58,28,NO
13,0,9,11,9,4,5,170,2,75,25,NO
9,0,7,6,7,0,5,278,2,69,19,NO
5,0,3,6,3,0,2,114,2,38,19,NO
5,0,3,6,3,0,3,121,2,33,22,YES
13,0,6,3,7,1,5,192,3,61,10,NO
7,0,2,2,2,0,2,57,2,25,6,NO
6,0,4,3,4,3,1,122,2,41,8,NO
8,0,2,2,2,0,2,71,2,25,5,NO
6,0,3,3,3,2,1,67,2,33,5,YES
7,0,6,4,6,0,6,80,2,58,18,NO
3,0,3,5,3,0,3,67,2,26,3,NO
9,0,23,6,23,1,22,206,2,79,38,NO
4,0,1,3,1,0,1,40,2,0,1,NO
18,0,12,23,12,7,4,754,2,82,37,NO
11,0,7,8,7,6,1,407,2,60,37,NO
4,0,1,3,1,0,1,43,2,0,1,NO
3,0,1,0,1,0,1,11,2,0,1,NO
5,0,3,6,4,0,4,84,2,67,11,NO
11,0,7,4,8,0,7,113,3,60,22,NO
7,0,9,4,9,1,8,152,2,55,14,NO
8,0,6,5,6,3,3,205,2,60,9,NO
7,0,2,4,2,1,1,48,2,12,3,NO
8,0,4,4,4,1,3,166,2,56,14,NO
5,0,1,4,1,0,1,68,2,0,4,YES
9,0,4,13,4,2,2,348,2,46,7,YES
3,0,5,4,5,2,2,186,2,80,5,NO
5,0,2,5,2,0,2,73,2,40,3,NO
8,0,2,2,2,0,2,56,2,25,3,NO
8,0,3,2,3,2,1,115,2,33,9,NO
5,0,3,2,3,2,1,111,2,16,4,NO
5,0,2,1,2,0,2,49,2,0,2,NO
2,0,2,0,2,0,1,37,2,0,4,NO
4,0,1,1,1,0,1,91,2,100,1,NO
6,0,3,1,5,1,4,54,1,62,5,NO
16,2,8,9,9,0,2,385,2,71,44,YES
1,0,3,0,12,0,1,11,3,0,3,NO
4,0,1,3,1,0,1,60,2,33,1,NO
14,0,6,6,7,5,2,312,1,72,18,YES
0,0,28,14,28,0,28,100,1,92,28,NO
0,0,0,0,1,0,1,35,1,0,8,NO
0,0,1,1,9,1,8,77,1,88,21,NO
0,0,2,0,2,1,1,36,2,0,6,NO
1,0,0,0,3,1,2,90,1,0,17,NO
0,0,1,1,12,1,11,128,1,100,30,NO
1,0,8,1,8,1,7,51,1,25,13,NO
47,0,12,9,14,2,12,227,1,85,37,YES
2,0,9,5,9,0,8,76,1,68,17,YES
0,3,1,0,4,0,0,99,2,0,11,YES
2,4,3,0,6,0,0,317,2,0,12,NO
2,12,4,1,7,0,0,1083,2,50,2,NO
1,3,2,0,5,0,0,102,2,0,0,NO
1,0,2,0,5,0,0,67,2,0,19,NO
1,5,3,0,3,0,1,8,1,0,1,NO
0,0,0,0,2,1,1,14,1,0,2,NO
0,0,0,0,2,0,2,14,1,0,4,NO
0,0,2,2,2,0,2,12,1,25,2,NO
1,0,13,1,13,0,11,127,1,38,36,NO
2,0,3,1,3,0,3,14,1,33,3,NO
0,0,25,3,29,2,22,238,3,80,60,YES
1,0,12,1,12,0,12,147,1,25,36,NO
1,0,3,0,3,0,3,13,1,0,3,NO
0,1,4,0,4,1,3,49,2,0,9,NO
1,0,18,0,40,1,17,336,2,0,52,YES
2,0,4,1,4,0,4,20,1,25,4,NO
0,1,22,4,22,2,20,217,1,71,48,NO
3,0,12,0,17,3,14,104,1,72,30,NO
2,0,6,3,11,1,10,174,1,47,34,NO
3,0,3,0,3,0,3,23,1,0,3,NO
0,2,7,2,7,0,7,28,1,71,7,NO
0,0,7,1,14,0,5,73,2,28,17,YES
0,0,8,1,15,0,8,46,2,0,10,YES
1,1,16,7,16,1,13,127,1,75,30,YES
1,0,3,1,3,0,3,18,2,33,3,NO
0,0,0,0,2,0,2,16,1,0,3,NO
1,0,3,1,3,0,3,12,1,0,3,NO
4,0,0,0,7,0,7,136,1,57,25,YES
0,0,0,0,5,1,4,91,1,30,16,YES
0,0,6,0,9,1,5,77,1,0,15,NO
0,0,3,3,3,0,3,39,1,33,8,NO
0,0,2,1,2,0,2,21,2,25,4,NO
0,0,0,0,3,0,3,35,1,0,9,NO
0,0,3,2,3,0,3,17,2,33,4,NO
0,0,0,0,3,0,3,44,1,66,7,NO
0,0,0,0,3,0,3,22,1,0,3,NO
0,0,3,0,3,0,3,12,1,0,3,NO
1,0,4,2,4,0,4,28,2,62,4,NO
0,0,0,0,4,0,4,29,1,0,5,NO
4,0,10,4,11,0,11,87,1,72,17,NO
2,0,0,0,6,1,5,88,1,0,19,NO
0,0,0,0,3,0,3,43,1,0,9,NO
1,0,14,2,14,0,14,51,2,39,15,NO
1,0,2,1,17,0,2,11,3,0,3,NO
1,0,0,0,35,4,31,566,1,71,132,YES
1,0,3,0,3,0,3,11,1,0,3,NO
1,0,0,0,5,0,5,45,1,0,12,NO
0,0,0,0,3,1,2,71,1,33,15,NO
0,0,7,2,14,2,11,114,2,67,29,NO
0,0,0,0,1,0,1,30,1,0,7,NO
0,0,12,3,12,0,12,71,1,75,16,YES
1,0,0,0,3,0,3,49,1,0,10,YES
1,0,3,0,3,0,3,12,1,0,3,NO
0,1,15,1,15,0,14,49,2,13,15,NO
1,0,13,1,15,3,12,156,1,73,34,YES
2,0,5,0,5,0,5,44,1,0,7,YES
0,0,0,0,1,0,1,17,1,0,4,NO
0,0,1,0,3,1,2,24,1,66,7,NO
0,0,1,0,15,0,0,28,2,0,6,NO
2,6,16,1,16,2,5,86,2,81,23,NO
3,1,10,2,14,0,12,181,1,87,34,NO
1,0,9,7,9,0,9,42,1,69,9,NO
0,0,15,7,15,0,15,54,1,83,15,NO
3,0,3,1,4,1,3,157,1,50,31,NO
3,0,0,0,1,0,1,13,1,0,2,NO
0,0,1,0,1,0,1,5,1,0,1,NO
1,0,8,1,9,0,9,39,2,11,11,NO
0,0,5,0,5,0,5,21,1,0,7,NO
3,0,4,0,4,0,0,28,1,37,7,NO
1,0,0,0,1,0,0,394,1,0,4,NO
1,0,0,0,1,0,0,388,1,0,4,NO
1,0,0,0,2,1,1,127,1,0,13,NO
1,0,2,0,3,0,3,64,1,66,13,YES
1,0,4,3,6,1,5,78,1,50,19,YES
0,0,0,0,1,0,1,15,1,0,1,NO
0,0,4,1,4,0,4,39,1,50,15,NO
1,0,3,0,3,1,1,51,2,66,10,NO
0,0,1,0,2,0,2,10,1,0,3,NO
0,0,0,0,10,0,10,105,1,0,32,NO
2,0,1,0,1,0,1,17,1,0,1,NO
0,0,0,0,11,0,11,120,1,81,27,NO
1,0,0,0,2,0,2,40,1,0,11,YES
1,0,1,0,1,0,1,15,1,0,1,NO
1,0,0,0,6,0,6,78,1,0,9,YES
1,0,0,0,1,0,1,7,1,0,1,YES
11,6,7,7,7,3,2,95,1,71,14,NO
10,0,3,0,3,0,3,46,2,66,8,NO
2,0,1,0,1,0,0,37,2,0,5,NO
5,0,1,0,1,0,0,49,2,0,6,NO
7,0,1,0,1,0,0,142,2,0,8,NO
7,0,1,0,1,0,0,51,2,0,8,YES
7,0,1,0,1,0,0,58,2,0,13,NO
1,0,1,0,1,0,0,39,2,0,5,NO
6,0,1,0,1,0,0,45,2,0,10,NO
3,0,1,0,1,0,0,35,2,0,5,NO
7,0,1,0,1,0,0,46,2,0,11,NO
10,0,1,0,1,0,0,106,2,0,14,NO
7,0,1,0,1,0,0,80,2,0,12,NO
8,0,1,0,1,0,0,68,2,0,10,YES
9,0,1,0,1,0,0,80,2,0,17,YES
17,0,1,0,1,0,0,327,2,0,68,YES
4,0,1,0,1,0,0,66,2,0,11,NO
7,0,1,0,1,0,0,64,2,0,10,YES
8,0,1,0,1,0,0,55,2,0,14,NO
10,0,1,0,1,0,0,172,2,0,30,YES
9,0,2,0,2,1,0,100,2,50,19,NO
10,0,1,0,1,0,0,52,2,0,6,NO
7,0,1,0,1,0,0,44,2,0,7,NO
11,0,1,0,1,0,0,84,2,0,13,YES
8,0,1,0,1,0,0,60,2,0,9,NO
5,0,1,0,1,0,0,73,2,0,11,YES
11,0,1,0,1,0,0,103,2,0,13,YES
5,0,1,0,1,0,0,42,2,0,7,NO
7,0,1,0,1,0,0,55,2,0,6,NO
7,0,1,0,1,0,0,86,2,0,17,NO
4,0,1,0,1,0,0,41,2,0,9,YES
5,0,1,0,1,0,0,45,2,0,7,NO
5,0,1,0,1,0,0,39,2,0,5,NO
15,0,3,0,3,2,0,123,2,66,38,YES
12,0,1,0,1,0,0,124,2,0,38,NO
9,0,1,0,1,0,0,82,2,0,16,NO
8,0,1,0,1,0,0,71,2,0,16,NO
8,0,1,0,1,0,0,65,2,0,12,NO
9,0,1,0,1,0,0,66,2,0,12,YES
4,0,1,0,1,0,0,52,2,0,9,NO
9,0,1,0,1,0,0,49,2,0,9,NO
10,0,1,0,1,0,0,76,2,0,20,NO
6,0,1,0,1,0,0,72,2,0,11,YES
6,0,2,0,2,0,2,34,2,50,6,NO
15,0,3,0,3,0,1,63,2,66,8,NO
18,0,1,0,1,0,1,54,2,0,11,YES
16,0,2,0,2,0,1,101,2,0,26,NO
16,0,3,0,3,0,3,89,2,66,14,YES
0,0,1,0,1,0,1,5,1,0,1,NO
7,0,5,0,6,1,5,179,1,58,36,YES
3,0,2,0,2,0,2,24,2,0,4,YES
8,0,4,0,4,1,3,135,2,75,26,YES
14,0,3,0,3,0,3,96,2,66,12,YES
16,0,7,0,7,0,7,242,2,14,67,NO
11,0,5,0,5,0,4,143,2,19,29,NO
13,0,9,0,9,2,7,126,2,33,23,NO
71,0,64,0,68,7,59,2077,2,14,382,YES
24,0,17,7,24,0,17,248,2,71,20,YES
33,0,28,0,34,10,24,870,2,32,204,YES
7,0,8,2,15,0,8,105,2,18,9,NO
32,0,4,0,6,0,4,236,2,50,39,NO
19,0,3,0,3,0,3,81,2,33,8,NO
17,0,9,0,9,1,8,226,2,0,40,NO
5,0,2,2,9,0,2,20,2,25,2,NO
11,0,11,0,11,0,11,183,2,0,37,YES
29,0,7,0,7,0,5,266,2,28,48,NO
52,0,23,0,27,2,24,788,2,25,123,YES
15,0,13,3,20,0,13,134,2,48,13,NO
16,0,12,0,12,0,12,257,2,33,49,YES
4,0,4,1,11,0,4,40,2,25,5,NO
13,0,7,0,7,3,4,185,2,28,34,YES
31,0,13,0,13,0,13,628,2,46,115,YES
9,0,6,0,6,0,6,54,2,83,11,NO
14,0,4,0,4,0,4,164,2,25,45,NO
7,0,4,2,11,0,4,41,2,37,4,NO
0,0,2,3,2,0,2,22,2,33,2,NO
8,0,1,0,1,0,1,65,2,0,13,NO
14,0,3,0,3,0,2,75,2,33,17,NO
21,0,4,0,4,1,3,114,2,75,20,YES
7,0,7,0,12,0,9,210,2,70,49,NO
1,0,1,0,5,1,4,32,1,0,9,YES
0,0,11,5,11,0,10,135,2,83,22,YES
14,0,0,0,11,0,11,93,1,0,23,YES
28,0,0,0,12,2,10,386,1,0,70,NO
0,0,1,0,7,3,4,102,1,0,22,NO
0,0,0,0,1,0,1,8,1,0,2,NO
1,0,1,0,1,0,1,6,1,0,1,NO
21,0,6,0,6,1,5,107,1,58,19,NO
0,0,5,0,5,1,4,24,2,0,7,NO
1,1,7,3,7,0,6,31,1,75,8,NO
1,0,10,4,17,0,10,99,2,70,26,NO
1,0,17,5,17,2,15,85,1,81,29,NO
0,0,1,0,1,0,1,6,2,0,1,NO
0,0,1,0,1,0,1,6,2,0,1,NO
0,0,2,0,2,0,2,8,2,0,2,NO
0,0,2,0,2,0,2,8,2,0,2,NO
7,0,25,5,25,0,18,148,1,90,40,NO
0,0,2,0,10,0,1,9,2,100,2,NO
3,1,8,1,8,0,8,80,1,81,22,NO
7,0,9,2,9,2,7,98,1,59,20,NO
11,1,43,11,43,1,36,348,1,88,84,YES
4,3,12,1,55,0,8,99,2,87,23,NO
7,0,52,26,52,1,51,240,1,95,56,NO
1,0,4,3,4,0,4,26,1,62,6,NO
26,0,32,6,32,4,25,559,1,75,117,YES
7,0,17,0,72,1,12,131,3,94,30,NO
0,0,9,2,9,0,9,37,1,77,9,NO
6,0,10,0,65,0,9,53,3,0,13,NO
4,0,14,0,69,1,11,73,3,0,18,NO
10,1,31,0,32,2,8,446,2,61,100,YES
5,0,17,8,50,0,16,110,3,89,30,NO
5,0,1,0,17,0,0,22,3,100,1,NO
15,10,20,3,22,0,8,150,1,81,39,YES
0,8,8,6,8,2,3,99,1,70,18,NO
0,1,3,0,3,0,3,5,1,0,0,NO
0,0,11,5,11,0,11,41,1,78,11,NO
0,0,15,7,15,0,15,56,1,82,15,NO
0,0,8,3,8,0,8,47,1,66,15,NO
2,0,10,5,10,0,10,36,1,80,10,NO
1,0,6,3,6,0,6,23,1,66,6,NO
4,0,0,0,9,5,3,84,1,0,19,NO
1,0,3,1,3,0,3,18,1,0,4,NO
6,0,0,0,5,4,1,77,1,0,15,NO
6,0,0,0,3,2,1,26,1,0,6,NO
2,0,0,0,2,1,1,20,1,0,5,NO
0,0,0,0,6,0,4,33,1,0,9,NO
0,0,0,0,1,0,1,5,1,0,1,NO
2,0,2,1,11,1,2,27,3,50,6,NO
3,1,3,1,7,0,2,17,2,50,2,NO
7,0,3,3,3,1,1,100,1,33,18,NO
1,0,0,0,4,3,1,60,1,0,17,NO
1,0,3,0,6,0,3,60,2,0,10,NO
2,0,4,1,4,0,4,14,1,0,3,NO
2,1,4,1,4,0,4,13,1,0,3,NO
7,0,2,0,3,0,3,53,1,0,8,NO
0,0,1,0,1,0,1,9,2,0,2,NO
2,0,0,0,14,13,1,300,1,14,26,NO
2,0,10,6,10,0,10,38,1,83,10,NO
15,0,4,1,26,1,3,79,2,75,8,NO
0,0,5,0,6,2,4,26,1,0,7,NO
0,0,10,5,10,0,10,37,1,80,10,NO
0,0,0,3,0,0,0,5,1,0,0,NO
3,0,34,15,34,0,34,202,1,93,55,YES
2,0,13,5,13,0,13,63,1,83,17,NO
3,0,17,8,18,0,18,86,1,88,18,NO
3,0,97,46,97,0,97,428,1,97,108,YES
11,0,39,17,41,0,41,245,1,94,57,YES
8,0,19,8,20,0,20,126,1,91,28,YES
1,0,9,4,9,0,9,38,1,77,9,NO
3,0,31,15,32,0,32,159,1,93,32,NO
0,0,6,2,6,0,6,22,1,66,6,NO
3,0,11,5,12,0,12,57,1,83,12,NO
1,0,6,2,6,0,6,33,1,50,6,NO
3,0,47,22,48,0,48,226,1,93,56,NO
2,0,10,5,10,0,10,40,1,80,12,NO
1,0,40,20,40,0,40,143,1,95,40,NO
1,0,10,3,11,0,11,45,1,63,11,NO
2,0,15,6,15,0,15,70,1,85,19,NO
9,0,58,27,59,0,59,332,1,97,72,NO
17,0,0,0,8,0,8,361,1,0,54,YES
2,6,2,3,2,0,2,15,1,62,3,YES
0,0,6,1,8,0,6,25,2,50,6,NO
2,0,9,1,11,0,9,67,2,55,11,NO
4,0,21,1,23,0,21,156,2,52,26,YES
2,0,11,1,13,0,11,63,2,54,13,NO
3,0,3,1,5,0,3,27,2,66,5,NO
3,0,10,1,12,0,10,62,2,55,12,NO
0,0,6,0,32,0,6,44,3,66,7,YES
1,1,7,0,40,0,7,44,3,100,7,NO
3,1,22,0,97,0,22,325,3,81,47,YES
1,1,16,0,62,0,16,186,3,68,20,YES
2,1,1,0,26,0,1,12,3,100,1,YES
3,1,10,0,45,0,10,92,3,100,10,YES
13,0,0,0,27,26,1,266,1,82,50,NO
0,0,5,0,10,0,5,20,2,0,5,NO
1,0,9,0,14,0,9,35,2,0,9,NO
4,0,53,0,58,0,53,221,2,0,54,YES
2,0,13,0,18,0,13,53,2,0,13,NO
2,0,25,0,30,0,25,100,2,0,25,YES
4,0,5,0,10,0,5,19,2,0,5,NO
2,0,11,0,16,0,11,44,2,0,11,NO
2,0,4,0,9,0,4,16,2,0,4,NO
3,0,13,0,18,0,13,52,2,0,13,NO
8,0,5,2,13,0,5,61,2,60,5,NO
2,1,4,0,26,0,4,33,2,100,10,NO
12,1,11,0,33,4,7,127,2,90,23,NO
3,0,3,1,11,0,3,32,2,0,5,NO
16,0,12,0,34,0,12,268,2,0,54,NO
44,1,53,0,75,4,49,916,2,79,142,YES
18,0,21,3,29,0,21,241,2,41,22,YES
17,1,24,0,46,1,23,431,2,66,76,YES
14,0,12,4,20,0,12,122,2,50,13,NO
15,1,3,0,25,0,3,66,2,66,9,NO
8,0,3,2,11,0,3,52,2,16,3,NO
13,0,10,0,32,0,10,264,2,9,55,NO
10,0,8,3,16,0,8,89,2,41,8,NO
12,0,3,0,25,0,3,146,2,33,24,NO
4,0,3,1,11,0,3,27,2,0,3,NO
17,1,13,0,35,2,11,151,2,100,31,NO
